Gene	RNA_FC	Chip_FC
fam107b(3of3)	0.963420333	0.506517108
fam117a(2of2)	1.697172872	0.344515872
fam120c	0.633844894	-0.55410107
fam160a1(1of2)	1.466106032	-0.308108442
fam161b(2of2)	2.360755497	-0.683028988
fam162a	0.676986388	0.554941655
fam173a(1of2)	0.554809665	-0.392572537
fam173a(2of2)	3.953166424	0.564014829
fam175b	0.354469121	0.407701135
fam177a1(2of3)	1.466025483	0.484587299
fam185a	2.522696911	0.450652454
fam188b(2of2)	1.366478612	0.309089663
fam208a(1of2)	-0.950907954	-0.493232433
fam20c(1of6)	0.816093101	-0.454054329
fam212a(2of2)	-0.806618988	0.573806279
fam219a(1of2)	3.061429959	0.384873502
fam49b(1of3)	-1.158095287	0.606713866
fam53b(2of2)	0.656075693	0.432948212
fam53c	-2.134849035	-0.448492652
fam60a(2of2)	-0.392642796	0.437756742
fam64a	-2.873766323	0.58122435
fam69a(1of2)	1.350713371	-0.679134976
fam69b	2.168092617	-0.56991067
fam69c	-2.265770333	0.942372194
fam76b	0.700417596	0.461195656
fam83h(2of2)	0.365338676	-0.535525827
fam98c	0.80193746	0.513648686
fancd2(2of2)	-2.949700795	-0.495785977
farp1(2of2)	1.69976542	0.30700948
fas	1.161529661	-0.558768706
fastkd3	0.86916793	0.442527726
fat3(2of2)	-0.906995832	-0.359710239
fat4(2of5)	-2.380703986	-0.357113813
fbn1(2of2)	-0.805781336	0.967494702
fbn2(2of3)	-3.063627074	-0.671310224
fbn2(3of3)	-1.772857255	-0.482947596
fbp1(1of2)	1.14807787	0.990223976
fbrs	0.563927218	-0.328055884
fbxl14(1of2)	-0.56412058	0.387494421
fbxl16	1.081973747	-0.414663082
fbxl20	-1.421557743	-0.467642822
fbxl3(3of3)	1.861332907	0.324165673
fbxo15(3of3)	2.353812099	0.724867429
fbxo31	0.422641763	-0.296159752
fbxo32	3.969136263	0.366594697
fbxw7(1of3)	0.960357011	-0.357272205
fbxw7(2of3)	0.281281277	-0.413942984
fen1(2of2)	-0.556043368	-0.342668583
fez2(2of2)	0.432088066	-0.384979653
fgd6(1of2)	-0.892880372	-0.400444066
fgf1(2of2)	-1.223470591	0.645491723
fgfbp1(1of3)	2.572653521	0.676264129
fgl1(3of3)	3.57235592	-0.771998252
fh	-1.45886546	0.473384111
fhl4	0.659984	0.614963168
fhod3(5of5)	0.704817313	-0.434039546
fibp	0.602569523	0.484551292
fkbp15	-1.194923668	-0.823573908
fkbp1b(3of4)	-1.239054896	0.501600895
flcn	1.654471398	0.287254066
flnb	-0.400895005	-0.376331823
flnc(2of2)	0.594886593	-0.413540835
fmo5(5of8)	1.675294803	0.538558186
fnbp1(1of3)	0.82739822	-0.563914829
fnta	-0.274246785	0.313878541
focad	-0.420738793	-0.397640951
foxf1	-1.345630361	-0.836631238
foxi1(1of3)	-0.696332971	0.587950049
foxp1(3of3)	1.876275299	0.537462326
fras1	-1.824889422	-0.412134635
fsbp	-1.049904984	-0.341757654
fst	-2.780361768	-1.152826569
fth1(4of8)	0.678755576	0.746545093
fth1(6of8)	-0.894380907	0.43373626
ftsj1	0.772173023	0.41179299
fubp3(1of2)	0.930251156	0.75771126
fuca2	-0.532461013	0.478063221
fuk	-0.588151714	-0.581299288
fxyd3	1.983419947	0.615452703
fyn(2of3)	0.879701268	0.571239036
gabarap	0.335488395	0.55818254
gabarapl1	0.924521126	-0.280277331
gabarapl2(1of2)	0.933567011	0.452985198
gadl1(1of2)	0.953842871	-0.941345803
galnt2	-1.923577504	-0.468723307
galr1(3of4)	-0.96464248	-1.963269041
ganc	-0.598062591	-0.338837413
gapdhs	-0.688949361	0.424600468
gapvd1	0.515472453	-0.391162706
garem1	0.432503487	-0.361245865
gas1(1of3)	-1.264352432	0.335401761
gatad1	-0.74688117	0.479992396
gatad2b	-1.412736806	-0.708222248
gcfc2	1.003723254	0.544749742
gcg(1of2)	-1.399697011	-0.786568962
gchfr	5.528138208	0.667340364
gclc	0.602265776	-0.403688868
gclm	0.624738156	0.445556781
gdi2(2of2)	0.524027636	0.340407398
gemin2	-0.58026903	0.381379458
gemin8	0.887322743	0.387137224
gfod2	0.477928702	0.768723504
gfra1(7of7)	-2.218670189	-0.858559679
ggcx	0.524013926	0.390196145
gid4(1of2)	1.327263792	0.337447653
gid4(2of2)	1.131999784	0.589460544
gid8(1of2)	1.163474899	0.532367854
gimap4(3of7)	2.491680578	-0.653823213
gimap7(3of11)	5.527578392	-3.715725812
gimap9(5of10)	2.979391743	-2.221683826
gin1(7of10)	0.396061043	0.377690257
gin1(8of10)	1.609368122	-0.595669087
git2(2of2)	0.480327775	-0.335232952
gjb4(3of3)	0.761336398	0.556040657
gjc1(5of5)	-1.773500336	0.496526932
gk(1of2)	-2.687213368	-0.742578828
gldc	-0.71632001	-0.403808775
glt8d1	-0.909732033	0.575730061
glud1	0.73811854	0.438745584
glul(1of3)	1.791055381	0.861103809
gm17296(2of2)	-1.678673918	-0.917457111
gmcl1	-1.165326084	0.925531498
gmpr2	1.249518993	0.364767341
gna13(1of2)	-0.506516432	0.543275191
gnai1(3of3)	1.23206198	0.399735755
gnb1(2of2)	0.537386295	0.423548933
gng2	1.580186275	-0.657758173
gnl1	1.373012132	0.473071308
gnl3	0.345242371	0.363538098
gnl3l	0.979626675	0.368317486
gnptg	1.360724836	0.471128783
golga1	0.445949905	-0.329063799
golga4	0.480383264	-0.385204682
golgb1(1of2)	-0.976019587	-0.406443624
golt1b(1of2)	-1.147704419	0.424581787
gosr1(1of2)	1.203951064	0.336851028
gosr2	0.800811653	0.347864585
gpa33(2of4)	0.607079042	0.477703947
gpaa1	-1.447854265	0.418185445
gpat3(1of2)	1.127856364	1.367160859
gphn(1of2)	0.464563408	-0.415746486
gpi(1of2)	-0.612259439	0.495264284
gpr137b(2of3)	1.704881896	0.331621512
gpr155(2of2)	1.031313945	-0.65255585
gpr161(1of2)	-0.365956867	0.615494642
gpr89a	-0.525278701	0.452925212
gprc5b(2of2)	0.604606509	-1.744085252
gprc5c	1.757070298	0.56708655
gps2	1.303342284	0.442146269
gpt(1of4)	1.21272214	0.798924229
gramd1b(1of3)	1.556361407	-0.75436852
gramd1b(2of3)	2.688270389	0.471401028
grb2	0.372638093	0.542902918
grina(3of4)	1.642502622	0.478107561
grpel1	-1.630506204	0.65451244
gsap	-0.638409424	-0.538841348
gse1(2of2)	-1.10369829	-0.336880518
gsg1l(5of7)	2.456907317	-0.443629491
gsg1l(6of7)	1.765031194	-0.660068364
gskip	-0.362143901	0.887339261
gstcd	-1.841857715	1.643816284
gstm3(2of2)	1.736692184	0.641786163
gstt2b(2of2)	-0.491374805	0.364243277
gtf2e2	0.460813478	0.422623496
gtpbp1(1of2)	-1.149505093	0.368439342
guk1(1of2)	-0.964787453	0.548321003
gulp1(2of2)	2.894250873	0.580614554
gusb	-2.090839434	0.300587419
gxylt2	-0.737830231	-0.807644398
gyg1(2of2)	0.714549826	0.409661301
h2afv	-3.126297682	0.496685483
h2afz	-2.929743681	0.536232148
h3f3a(3of6)	-1.911560314	0.690630443
h3f3a(4of6)	-1.969314723	0.455778993
h6pd	-0.975362952	-0.582643088
habp4	-1.496186088	-0.570097585
hacd2	1.62061421	0.451633627
hace1	0.400591218	-0.419267377
hagh	1.975663366	0.358643289
harbi1(10of28)	1.158204018	0.294143972
harbi1(25of28)	1.844800094	0.562370672
hat1	-0.47430916	0.543401094
haus3	-1.55725853	0.563012588
hbegf	1.274727683	0.326924373
hc	2.4251694	-0.814753826
hdac4(1of2)	1.458585387	0.595468835
hdgf	-1.108538229	0.568212403
hecw2(2of2)	-0.990455862	-0.553653696
herc1(1of2)	-0.584028763	-0.486312294
herpud2(2of2)	1.939776285	0.289426186
hexb(2of2)	-2.248724053	-0.641457254
hgd	3.231544677	0.630805528
hibadh(1of2)	-1.840843364	0.554839259
hid1	2.050656673	-0.282606165
hinfp(2of2)	1.616667206	0.323717699
hip1r(2of2)	1.105252053	-0.495549417
hirip3	-0.576873649	0.361160886
hk1(1of2)	-1.415841847	-0.341208376
hlf(1of5)	3.134022883	0.588890613
hm13	-0.452667154	-0.316109695
hmbox1(2of3)	-2.011767937	-0.761814654
hmbox1(3of3)	-0.761155056	-0.45040761
hmces	-0.553881674	0.363285363
hmcn1(5of8)	-1.274987785	-0.634266077
hmg20a	0.323546531	0.425747872
hmgb1(1of2)	-0.97734031	0.47610761
hmgb1(2of2)	-2.219293668	0.524564041
hmgb2(1of2)	-2.389044264	0.512802642
hmgcl	1.346655296	0.494519243
hmgcr(2of2)	-1.676991534	-0.690973763
hmgn1(1of2)	-2.057680696	0.538098753
hmgn3	-2.704132526	0.273324961
hnf1a	-2.441177987	-1.099491203
hnrnpa0(1of2)	-1.533282469	0.30954006
hnrnpa0(2of2)	-2.866864095	0.413138782
hnrnpab(2of2)	-1.956141107	0.661748577
hnrnpk(2of2)	1.165015766	0.720984441
hnrnpl(1of2)	-2.284449583	0.319540329
hnrnpll	1.072613459	-1.054193937
hnrnpr	-0.753324467	0.31088034
hnrnpul1	-0.839546916	-0.42233849
homez	0.88699965	0.356945512
hook2	0.9195999	-0.515448805
hoxd11	1.654486937	0.619235517
hp1bp3	-1.765800328	0.369516528
hpd(2of2)	4.118304454	0.641646154
hps5	1.476398814	-0.297532511
hpse	-1.561070196	-0.797565144
hsbp1	-0.781862511	0.414542039
hsd17b10	-1.618831205	0.381576887
hsd17b14	1.652651529	0.49327935
hsd17b6(2of2)	-0.707803424	0.494969726
hsd17b7(2of3)	0.701551293	0.317083227
hsdl1	1.246019234	0.710383557
hspa8(2of3)	2.895420806	0.429437075
hspbp1	0.785246954	0.518301675
htt	-0.406189306	-0.415415085
hyal2(1of5)	-1.135297155	0.51461938
iars	-0.791344052	-0.446488265
iars2	-1.563387263	-0.459691067
idh3g	0.373766333	0.512590742
idi1	1.706346059	0.546405244
ier3ip1(2of2)	-0.490986705	0.450434224
ier5l(2of2)	2.560750438	0.348649396
iffo1(1of2)	-2.001150117	-1.648442141
iffo1(2of2)	2.731872354	-0.525146864
iffo2	-0.708403851	-0.469272481
ifi35	-0.728955832	-0.527907517
ifi44(1of2)	-2.054996909	-0.417878628
ift46(1of2)	2.032854023	0.406924666
ift88	-0.560831865	-0.464784594
igfn1(2of4)	2.878559993	-0.437110032
ik(1of2)	0.369866373	0.32636652
ikzf3	-0.720490395	-0.609170025
il17rd(2of2)	-0.6965615	0.46457719
il1rapl1(2of2)	1.285000314	-0.507603073
ilf2	-1.497408997	0.441362344
inf2(2of3)	-0.395967492	-0.438979868
ing2	-0.674689161	0.522182384
ing3	2.269548975	0.400107489
ing5	2.817765126	0.322244402
inpp5k	0.782459985	-0.413232728
inppl1(2of2)	-0.590977655	0.327501679
ints10	-0.535624088	0.481401198
ip6k2(1of2)	0.452744228	0.319047157
ipo8	-0.458366098	-0.283463672
iqsec2(2of2)	-0.834774817	0.514243993
isca2	1.685000322	0.543632079
itga2	-2.91188333	0.676325417
itga9	0.872752971	-0.361153776
itgb1bp1	0.535993406	0.389213516
itgb8	-1.807072465	-0.728234543
itih5	-1.828807512	-0.634513349
itpr2	0.650545299	-0.43106806
itprip(1of2)	0.366246825	0.790080539
itsn2(2of2)	-0.776500202	-0.491206687
jag2(2of2)	0.924937707	-0.446369123
jak1	0.390104668	-0.334797861
jarid2	-0.552175421	-0.79044818
jmy(2of2)	1.651472691	-0.642541685
kalrn(2of2)	-1.72820984	2.604725788
kansl2	2.353350813	0.323038899
kat2a	-0.821947407	-0.339629956
kat2b	1.450274918	0.407918294
kat7(1of2)	2.247132251	0.317768237
katnbl1	-1.793288434	0.338692105
kbtbd4	0.463760107	-0.345976119
kcmf1(1of2)	1.51385615	1.1315869
kcng3(1of2)	2.651306474	0.840447628
kcnh7(3of3)	-0.995251348	-0.631881836
kcnj11(2of2)	1.1709493	-0.532827043
kcnk1(1of2)	1.168209238	0.486465819
kcnk1(2of2)	1.364361564	-0.517806461
kcnq5(3of4)	-1.351966257	0.827551504
kctd12(1of2)	-0.964308713	-0.65268781
kdelr2(2of3)	-1.408519647	0.403181194
kdf1(2of2)	1.774331551	0.701662444
kdm4b	-0.646574241	-0.565249037
kdm8	1.058268261	0.31816669
khdrbs1(2of2)	-2.300125049	0.416261544
khdrbs3	-0.51598337	-0.452971517
khk	1.153429719	-0.80773602
khsrp(1of2)	-1.299875611	0.532243432
kiaa0319l	1.342886436	-0.421697831
kiaa0907(1of2)	-0.782073185	-0.325130724
kiaa0907(2of2)	0.288350079	0.61791534
kiaa0922	-0.44558879	-0.392063102
kiaa1191(1of2)	0.893377599	0.335187045
kiaa1191(2of2)	1.268992049	0.788179799
kiaa1524	-4.921939586	-0.767074834
kiaa1841	-0.516982691	-0.418376315
kif13a(2of3)	0.996360048	-0.354010806
kif13b(2of2)	-0.621659219	-0.665278087
kif21a(1of3)	0.583272666	-0.459850219
kif22	-1.339259125	0.308683875
kif23(2of2)	-5.159488837	-1.843276194
kif5b(3of3)	-1.117527581	-0.342021132
kif5c(2of2)	0.71927569	-1.884272646
kirrel(1of3)	-0.776852506	-0.505379999
klc1(3of3)	1.318510914	-0.392213983
klc2	0.656166837	-0.366354305
klf9(2of2)	2.904176114	0.542140225
klhdc8a	1.275805397	-0.876188743
kpna2(3of3)	-2.423848469	-0.592733915
krt17(2of5)	1.102263022	-0.911032045
krt8(1of7)	3.368028656	-0.397678363
l2hgdh	0.462214244	0.742088891
l3mbtl4	1.261434463	-0.724887733
lag3(2of2)	1.0756851	-0.528898605
lama2(2of3)	1.870759309	0.434588203
lama2(3of3)	-0.915129628	-0.406501463
lama5	-1.315696299	-0.302723979
lamb1(1of4)	-0.749652457	-0.406201997
lamb1(4of4)	-2.517089496	-1.218378255
lamc1(1of2)	0.778495961	-0.70143543
lamp1(2of4)	1.884600112	0.369369279
lamp1(4of4)	2.42217024	0.362006602
lamtor1	1.544234723	0.569700217
lamtor2	0.885815139	0.387967924
laptm4a	1.614703403	0.529544767
larp1(2of2)	-0.711799156	-0.576751737
ldb1(2of2)	-0.541218576	0.556592411
ldb3(2of2)	2.517837858	0.596035142
lepr	0.445939942	-0.531308033
lfng(1of2)	-0.774122531	-0.417044676
lgals3(2of6)	1.320238661	0.465001465
lgals3(4of6)	1.93056953	0.362731665
lgals3(5of6)	1.442312905	-0.915275292
lhpp	-1.062771559	0.609707789
lin28a	0.377732404	-0.46995838
lin37	0.818488507	0.405066469
lin7a	1.360775698	0.585319523
lin9	0.542346833	0.46964806
lman2	0.51205852	0.61169276
lmbrd1	1.395385214	0.416022145
lmnb1	-3.90959318	0.603159042
lmo4(3of3)	-0.863951568	0.677449967
lmo7(2of2)	0.820955361	-1.47583374
lmx1b(1of2)	-0.414746672	0.504576239
lnp(1of2)	-0.582087971	-0.46942614
lnp(2of2)	1.776507112	0.294367219
lnx1	0.589563171	-0.561365164
LOC107372488	-1.668502325	-3.712476139
LOC107372738	1.028172753	-0.583435926
LOC107372742	-0.853088292	-0.730992054
LOC107372748	-0.328112676	0.493970862
LOC107372956	1.561643895	-1.757338194
LOC107373123	2.201165113	-2.132769885
LOC107373399	0.663900364	-0.661688318
LOC107373419	1.181797833	0.349169535
LOC107373637	1.373701873	-0.618016001
LOC107373801	3.845376757	-0.519299862
LOC107374876	5.728573305	-0.49154211
LOC107375133	3.021096147	1.298824542
LOC107375217	1.925970367	0.406063163
LOC107375852	0.6109399	0.881192728
LOC107376301	-0.858712388	0.571719594
LOC107376465	1.084911324	0.612992738
LOC107376704	-0.855124221	1.044894371
LOC107376894	2.90070206	-0.757848148
LOC107376995	1.530891564	-0.640417741
LOC107377101	1.480881915	0.543413812
LOC107378458	6.212915885	0.626176349
LOC107378932	0.62537538	-0.566166182
LOC107379133	0.44097855	0.42239788
LOC107380116	1.178238126	0.414524879
LOC107380288	1.042478703	0.526001405
LOC107381066	-2.365603622	-0.846230474
LOC107381070	-0.942191784	0.652724791
LOC107383192	2.67648826	0.477188262
LOC107383394	1.022578958	-0.733780403
LOC107384259	-0.753997168	0.381807082
LOC107384285	1.502886113	0.479457014
LOC107384440	-2.309226113	0.370393413
LOC107385308	3.688542414	0.497989029
LOC107386223	0.340194196	-0.333936617
LOC107386656	0.836931447	-0.356672533
LOC107387131	0.895020211	-0.530608152
LOC107387699	0.4916292	0.56938541
LOC107387798	3.844410686	0.57051247
LOC107388967	-0.496330893	0.349158967
LOC107389053	0.773007297	-0.294720803
LOC107389088	-1.181033878	-0.763354612
LOC107390281	1.076460289	0.654464442
LOC107390957	0.536088011	-0.735104997
LOC107391325	1.533706389	-0.542952984
LOC107391470	4.348862309	2.336577384
LOC107391876	0.792517318	0.421855294
LOC107392522	1.264767246	0.348213711
LOC107394546	-1.223689516	-0.398462917
LOC107394637	-0.995865718	0.548047422
LOC107394946	-0.882575485	0.438626504
LOC107395447	-1.627084598	-1.011030987
LOC107395854	-1.556523751	-1.393953016
LOC107396611	-0.617229013	-0.462101902
LOC107396817	0.953491106	0.311348958
LOC107397037	-0.593159005	0.759180182
LOC107397314	-1.058459377	-0.37595471
loxl3	-2.510131339	-0.435273205
lpcat3	-1.744188406	-0.73241656
lrch4	0.576777867	-0.769062485
lrig1	-0.849254218	-0.349424055
lrp1(1of2)	-0.511687103	-0.413475599
lrp8(1of4)	0.851086145	0.39777197
lrrc31	0.809381856	1.526922301
lrrc40	-1.523004034	-0.735664819
lrrc57	1.932455707	0.339922591
lrrc8e	0.472631332	0.464969272
lrrfip1(2of2)	0.500738118	-0.3453661
lrrk2	0.894408796	-0.62141041
lrsam1	0.30288409	-0.441982962
lsamp	3.025845985	-0.389426472
lsm12	0.801455145	0.397151329
lsm3	-2.332130225	0.419457174
lsm4	-1.120252457	0.447817638
luc7l3	-0.601441661	-0.47397024
ly75	0.48526606	-0.494647842
lypd1(2of2)	0.70659717	-0.534882532
lysmd4	0.864110698	0.605129133
lzts1	-0.756268123	1.121001373
m6pr	0.760522202	0.598683356
macc1	1.905022275	0.588197186
macf1(1of2)	-1.529981333	-0.32077171
macf1(2of2)	-0.479008256	-0.429836983
madd	1.463544669	-0.356073219
maf1	0.560900741	0.415760691
mafb(3of3)	0.498075066	0.379967261
mafg(2of2)	2.331483241	0.606090754
mafk(2of2)	1.813578185	0.376463806
magi3(1of4)	0.983602959	-0.495143594
malsu1	1.614101939	0.419479567
mamdc2	-2.582528826	-0.666519438
map1b(1of3)	-3.169832484	-0.707917149
map1lc3b	0.839111153	0.537640499
map3k12(1of2)	0.680323364	-0.385129701
map3k3(2of2)	0.337194656	-0.430067336
map3k5(2of2)	0.973870019	0.66828195
map3k7cl	0.797123933	0.606579305
map7(2of2)	1.166463846	-0.51465543
map7d2(1of3)	-1.104984646	-0.384259319
mapk8ip1(1of2)	1.789103331	-0.623773092
mapk8ip3(1of2)	-0.414318079	-0.752446515
mapkbp1(1of3)	-1.613650311	-0.98390095
march5(2of2)	0.420341435	0.377869865
marveld3(1of2)	-0.62116706	0.516357192
mast1(1of2)	2.771442748	-1.137249612
mast2(1of3)	-1.354277562	-1.186039364
mastl	-0.522150122	-1.058605657
mat2a(1of3)	-1.477571916	0.997935631
matn4(1of2)	-3.264525746	-1.197245971
matr3(3of4)	0.354400383	-0.979001798
mau2	0.294632888	0.635869153
max(2of3)	0.408248713	0.56233064
mbd3(2of2)	-0.598292167	0.583904856
mbd4	0.458599618	0.377567039
mblac2	1.340171976	0.323823523
mcfd2	0.602055132	0.456279726
mcm2	-2.692861609	0.680033987
mcrs1	0.761995428	0.396680769
mdfic(1of2)	1.219976827	0.452826934
mdh1(1of2)	1.207714259	0.365677074
mdh2	1.221359261	0.283296317
mdm4	0.49089749	-0.470153323
mecp2(2of2)	1.851172315	-0.476592387
med6	1.117188842	0.345122197
med7	-0.491372842	0.499013087
med8	1.175116167	0.358561518
megf6	-2.526412904	-0.716208087
megf8	0.365307086	-0.427796978
megf9	1.098201142	-0.891271991
mertk	0.449599049	0.32866863
met(1of2)	-0.444424703	-0.351837375
mettl10	-1.093172688	0.458578466
mettl18	0.606241387	0.463813553
mettl24	0.716744184	0.493875609
mettl6	-0.657576084	0.96698412
mettl7a(2of2)	-1.120773586	0.68348125
mettl9	0.878821604	-0.780288642
mff(1of2)	1.091532211	0.443771172
mfsd10	-0.732688846	-0.721325602
mfsd11(1of2)	-0.613728065	-0.442654635
mfsd13a	1.696634432	0.403891755
mfsd5	-1.073072722	0.459995923
mgat2(1of2)	1.801116946	0.455573101
mgea5(3of3)	0.567040096	0.549367899
mgme1	0.53306783	0.350165031
mgst3(2of2)	1.79941146	0.521036132
mia3	-0.953569695	-0.615870381
micu1	-0.317571874	-0.416472868
micu3(1of2)	0.64629811	-0.417696728
mid1ip1(2of4)	0.618754586	0.875428745
mier1	0.9074733	0.365396962
mif4gd	-0.799081624	0.649778945
mink1(1of2)	-1.106523108	-0.445197642
mipep	-0.532855992	0.347007893
misp	1.089635469	-0.795582052
mitd1	-0.45134244	0.684188607
mkrn1(2of2)	2.059378812	0.466284659
mkrn2(1of2)	-3.868170697	1.1871326
mkrn2(2of2)	1.237337304	0.498458007
mlf1	1.180399558	0.642865857
mllt1(2of2)	-1.077257102	-0.416017303
mlph(2of2)	-1.779535942	-0.935376109
mmachc	0.747332853	0.533090021
mmgt1	0.612449716	0.420090283
mmp16(1of3)	-0.445104183	-0.625421151
mob1a(1of2)	-0.3375473	0.538163795
mob3a	0.836942911	0.422121144
mob3c	2.343655024	0.540725491
mocs1	2.0749517	0.34452254
mogat2(1of3)	1.092399654	0.326967728
morf4l1(1of2)	-0.697045912	0.370746874
mospd2	-0.475351869	0.516097714
mpc2	-0.886442084	0.42948014
mpdz(3of3)	1.750027364	-0.590778672
mpp1	1.929014781	0.433661238
mpp6(1of2)	0.646872385	0.359447105
mprip(4of6)	0.938803821	-0.425122795
mpzl2(1of3)	1.857248614	0.864641008
mpzl2(2of3)	2.103792508	0.833496894
mrc1(13of18)	1.678297426	-0.632409166
mrc2(4of12)	-0.516598616	-0.343027836
mrpl12	-1.005095139	0.470220844
mrpl13	-0.855724887	0.385916449
mrpl16	0.420797632	0.334150819
mrpl3	0.348304177	0.29329931
mrpl30	1.478259217	0.339156798
mrpl43	-1.81532813	0.354112284
mrpl55	-0.433296935	0.366450611
mrps11	1.021749552	0.321056841
mrps15	-0.357537687	0.334520184
mrps16	-0.980565042	0.43185181
mrps18a	0.294505943	0.373014257
mrps18b	0.907933009	0.356025495
mrps2	0.535155405	0.338109425
mrps23	0.946150368	0.301714455
mrps24	-2.036882888	0.478998959
mrps5	-0.867521246	-0.327962194
mrps7	0.350723847	0.331997591
mrto4	2.474564614	0.315498753
msantd4(2of2)	2.97444361	0.327861544
msl2(2of2)	0.755775433	0.395369583
mss51(1of2)	1.137656207	0.577586128
mt_nd3	-2.96140319	-0.430913295
mtch2(2of2)	0.994909395	0.47371954
mtcl1(2of3)	2.783386688	0.529641755
mtcl1(3of3)	2.300745591	-0.552213274
mterf3	0.719218287	0.409894311
mterf4	0.682052509	0.342906425
mtf2(1of2)	-1.646505391	-0.310154135
mtfr1l	-1.838730123	0.479788226
mtfr2	-0.578039622	0.394643439
mtg2	0.932136622	0.332928503
mthfs	1.297812909	0.660211443
mtif3	1.18876195	0.318468844
mtr(1of3)	0.627183724	0.316215777
mtx2	-0.572001528	0.345385999
mul1(1of3)	2.651420164	0.322817103
murc(1of2)	1.376647769	0.587199056
mut	1.163491494	0.324588502
mvb12b(1of2)	0.926800184	0.617683139
myadm(3of4)	-0.690434744	-0.644585033
mybl2(2of2)	-2.940667387	-0.51070347
myc(1of2)	-0.544590207	0.459004052
mycl(1of2)	3.086194775	0.335323453
mycn(1of2)	-1.854057462	-0.333544465
myh10(2of3)	-0.522227901	-0.651493137
myl12a(1of2)	-0.890164526	0.372260093
myl6(2of2)	-0.856470914	0.384433668
myl9	1.893820871	0.446647773
myo10(3of4)	-0.396204636	-0.465448077
myo15b(1of2)	1.22993852	1.218573097
myo5a(2of2)	-0.768177206	-0.616408897
myo6(1of2)	-2.631502389	-0.610990318
myo9b(2of2)	-1.382064279	-0.414263219
myof(2of2)	2.334748557	-0.61348682
myt1(1of2)	0.760592392	-0.790817658
n4bp2l2	1.014716854	0.354867877
naa38	0.696622678	0.344375672
naa50	-0.649771642	0.542220331
nacad	1.940472764	-0.411273962
nadk(2of2)	2.185133607	0.460912917
nae1	-2.290545367	-1.017476296
nars	-2.616386194	0.508048104
nasp(2of2)	-0.707646686	0.373166081
nat9	-1.446086161	0.424243835
ncapd2	-2.171102384	-0.74057303
ncbp1	-0.771015548	0.356937472
ncbp2	-0.285314056	0.384265366
nck2	-0.572172836	0.354373218
nckap5(1of2)	-0.311994388	-0.374098878
ndel1(1of2)	1.408863555	0.577746394
ndfip1(1of2)	-0.56133233	0.419105582
ndufa9	-0.338555035	0.453263174
ndufaf6	-1.259266368	0.541289542
ndufs1(1of2)	0.604367054	0.346003195
ndufs3	0.498095555	0.290577645
ndufs8	0.667817946	0.369102107
nedd9(1of2)	-0.639311909	-0.368899813
nek7	1.189443223	0.415743502
nelfcd	0.520617267	0.542589512
nfat5(1of2)	1.770784836	0.340281761
nfatc2ip	0.976963949	0.285253797
nfe2l2(1of2)	1.951406877	0.40802125
nfic	1.085241587	-0.496168831
nfil3(2of5)	0.620924329	0.387340692
nfix(1of3)	-1.778052731	-0.895189502
nfkbia(2of2)	1.083432022	0.292745727
nfkbil1	0.856064426	0.414054644
nfu1(1of2)	1.556193205	0.48084098
nfyb	-0.639067251	0.517056851
nfyc	-1.582496622	0.510812313
ngrn	0.613359133	0.657872783
nipa2(1of2)	2.179793681	0.580456663
nipsnap1	3.747513971	0.747473068
nkiras2	0.845474156	0.677251314
nkrf	1.377983542	0.303708691
nmd3	2.544331679	0.373781654
nmrk2(1of3)	-3.036709816	0.359165328
nmrk2(3of3)	-2.448631486	0.374070605
noc2l	-0.505130835	0.346407185
nono	-0.663068536	0.402674921
nop10	0.36255538	0.45329312
notch1(2of3)	-1.303403005	-0.407856987
npas2(2of2)	0.458048475	-0.52835042
npb	2.543495001	-0.773975086
npc2	-0.811459759	0.725400644
npm1(1of2)	-0.666188105	0.526340158
npm3	-0.711609856	0.353729262
nr1h4(1of2)	-1.473404254	-0.962304178
nr2c2(1of2)	0.466087467	0.490684336
nrp2(2of2)	-1.774082967	-0.647529484
nsmaf	0.541828375	0.330895849
nt5c1a(2of3)	1.530307669	0.380950047
nucb1	0.462289692	0.394026631
nudcd3	0.669647071	0.301714124
nudt21	-1.573895034	0.45154673
nudt4(2of2)	0.932417353	0.565392058
nup43	0.903852297	0.517768079
nup62	-1.670760971	0.573856874
nup88	-0.831109854	0.428864051
nup98	0.536603214	-0.288840007
nus1	-0.685826444	0.389606764
nusap1	-8.207308889	0.75382739
nutf2(1of2)	-0.542415475	0.588562843
nxnl2	-0.692946446	-1.05177803
nxt2	-0.394034938	0.509742397
oat	-0.722885138	0.722817152
oaz1(1of2)	-0.901860428	0.479515031
oaz1(2of2)	-1.565177902	0.574807197
obscn(2of5)	0.66304055	-0.770586986
obsl1	0.924857464	-0.572373798
ocln(3of4)	0.918329068	0.60894317
ocln(4of4)	1.559832736	0.354612688
ogfod2	1.215510419	0.354175905
ogfrl1(2of2)	-2.534020517	-0.750763928
ogt	-1.352671052	-0.448538222
orai2	0.634958966	0.450034853
osbpl3(3of3)	1.168675298	-0.706835709
osbpl6(1of3)	-0.555353951	-0.532908837
osgep	-0.654872066	0.412856414
otub2	1.896791623	0.399505634
otud1(1of2)	1.916065364	0.875223415
otud7b	0.942949151	-0.665596384
oxld1	1.382271472	0.394203166
p2rx7(10of10)	0.705979816	-0.479227985
p3h4	-0.47590744	0.402442822
p4ha2	1.33623241	0.356306097
p4htm(2of2)	1.124945763	-0.409767353
