Gene	RNA_FC	Chip_FC
cped1(2of2)	-0.854978393	0.11033971
cplx1(1of2)	0.07740053	-0.441979242
cplx1(2of2)	0.58503698	NA
cplx2	0.880619421	-0.434112538
cplx3	0.919244026	-0.110923894
cpm	-2.877091844	-0.423192324
cpn1	-1.019582957	0.104814889
cpne3(2of3)	1.417392778	0.014338815
cpne3(3of3)	0.315755777	-0.197731807
cpne4(1of2)	0.583447244	0.911545647
cpne4(2of2)	-1.783579685	-0.692218987
cox6a1(2of2)	1.745084558	3.179840075
cpne5(2of2)	-0.276370964	-0.131156098
cpne7	0.619416774	0.252765043
cpne8(1of5)	1.86115539	-0.224480368
cpne8(2of5)	4.632194584	NA
cpne8(3of5)	-0.320143637	-0.252110915
cpne8(5of5)	-0.219129836	-0.130472671
cpox	-0.966996609	0.157246759
cpped1	-2.047683905	0.366400292
cpq	0.375092276	0.127369779
cps1	1.341675605	0.106187123
cpsf1	-0.434345872	-0.021412643
cpsf2	-2.633732509	0.296524177
cpsf3(1of2)	-0.44418488	-0.157371287
cpsf3(2of2)	-0.307903864	0.157668304
cpsf3l	0.315158835	0.147983866
cox6b1(2of3)	1.904102013	0.315895238
cpsf6	-1.225423291	0.243695287
cpsf7	0.309171168	-0.147718377
cox7a2l	2.012974109	0.398074856
cpeb4(2of2)	0.247359503	-0.64069374
cpt1a(4of4)	-0.372297743	0.174989891
cpt2	-1.165550976	0.413911762
cptp(1of3)	-0.201530296	0.333094947
cpvl	0.612908499	-0.231839969
cpxm1(1of2)	-2.306136489	-0.013406092
cpz(2of2)	-2.140780374	-0.105814343
crabp1(2of2)	-3.490556051	0.236686819
cpne5(1of2)	-1.3488061	-0.423218414
crabp2(2of2)	-1.047767648	-0.508019308
cracr2a(1of2)	-0.029023236	-0.180130319
cracr2a(2of2)	-0.680897781	-0.09171898
cpsf4	-0.35741238	0.718516311
cradd	0.217484	-0.277481001
cramp1	0.352746153	-0.124661255
crat(1of3)	0.533901241	-0.092819148
crat(2of3)	1.42127722	0.193684836
crat(3of3)	0.407317816	0.189544235
crb1(1of4)	0.027398557	-0.140375098
crb1(3of4)	-0.516903258	-0.371297662
crb1(4of4)	-1.562966249	-0.269403556
crb3	-1.363387429	-0.060052563
crbn	0.709391814	0.002281356
cpt1a(1of4)	0.362653569	-1.657771039
creb1(2of5)	0.511652135	0.189140043
creb1(3of5)	1.851103653	0.082217747
cpt1a(2of4)	-1.139979385	-0.40323505
creb1(5of5)	0.996529356	-0.420065276
creb3l1	-1.465961941	0.005441686
creb3l2	-0.258883374	-0.197183737
crabp2(1of2)	-2.30606723	0.969549817
creb3l4	0.834419506	0.358404598
creb5	1.065768998	0.005648745
crebbp(1of4)	-0.824298198	-0.081506891
crebbp(2of4)	-0.138256386	-0.301805282
crebbp(3of4)	0.362552708	-0.227615229
crebbp(4of4)	0.023072735	-0.552364468
cracr2b	-1.546251262	-0.879537798
crcp	-0.917961749	0.408451795
crebrf(2of2)	2.478559533	-0.140072043
creb1(4of5)	0.246458209	0.823034535
creg1	1.676955313	0.402244709
creld1	1.495141891	0.094868412
creld2	-3.324534515	0.109496846
creb3l3(3of3)	0.731627028	0.421239206
crim1(1of2)	0.268901256	0.179335629
crip1	-1.117280876	0.216257759
crip2(1of2)	-2.715583905	0.288852754
crebl2	1.534324307	0.347693187
crip3	-0.782452597	-0.257410257
cript	1.421348725	0.136756992
crispld1(1of2)	-3.559818619	-0.129519871
crebrf(1of2)	0.849608518	-0.691881365
crk(1of2)	-0.270426801	0.196103403
crk(2of2)	-0.734082227	0.08355007
crkl	0.44978303	0.477993133
crlf1	-0.513170179	0.39355916
crebzf	1.175712697	0.646204021
crls1	-0.555239111	-0.068417192
crnkl1	0.118528198	0.211119102
crhr1(2of3)	0.356502291	-0.486955633
crocc(3of5)	2.933215523	-0.078106401
crocc(4of5)	-0.061527046	-0.114149726
crip2(2of2)	-0.989215757	0.54795457
crot	1.283118088	-0.068430818
crispld1(2of2)	-0.987337216	-0.762949649
crtac1(1of2)	0.343324749	0.243844286
crlf3	-0.963356685	2.165943013
crtc1	0.227304349	-0.146592378
crtc2	0.815772907	-0.128723798
crtc3	0.848169797	-0.143055833
cry1(1of5)	1.898048351	0.378606841
cry1(2of5)	1.985073418	-0.19575316
crocc(1of5)	0.569494999	-0.632603756
cry1(4of5)	1.836514623	0.199960966
cry1(5of5)	2.51862006	0.465460384
cry2(1of2)	0.335391552	0.18021503
cry2(2of2)	0.917923086	0.160210763
cryba1(3of4)	-0.805961825	-0.169228171
crybb1(1of4)	-4.075042036	-0.083815184
crygb(3of19)	-5.764469055	NA
crygn(2of2)	2.219948628	-0.018634767
cryl1	-0.333684483	0.120760558
crym	0.604607882	0.134608795
cryz	-0.199086994	-0.185011435
cryzl1	-0.290794984	0.241093701
cs	-0.326867146	0.015193282
csad	0.709630615	0.237323229
csdc2(1of2)	2.919325003	-0.054796175
crocc(5of5)	0.629491412	-0.364927361
csde1(1of2)	1.227803649	-0.005186818
csde1(2of2)	-0.857586092	-0.218051538
crp(2of2)	1.45842932	0.524669851
csf1	-0.012226195	-0.367020643
csf1r(1of2)	-1.44809808	-0.126635634
csf1r(2of2)	-1.234789262	-0.591829003
csf2rb(1of2)	0.330279669	-0.089055926
csf3r	0.720864269	0.190556841
csgalnact1(2of2)	-0.254269719	-0.238632456
csgalnact2	-0.799416567	-0.062503117
csgr09h2orf82	-1.45385043	0.235533303
csk(1of2)	-0.466457655	0.160100958
csk(2of2)	1.183834654	-0.270808201
csmd3(1of9)	0.316390617	-0.11359965
csmd3(2of9)	1.518197659	-0.205637465
csmd3(3of9)	-0.133461212	0.176774292
csmd3(6of9)	-0.055459521	-0.788006435
csmd3(7of9)	0.222101397	-0.325639372
crtap	0.534139406	0.589355889
csnk1d	-0.138639	-0.179158361
cry1(3of5)	2.392032779	0.38526958
csnk1e(2of2)	2.583380166	0.114434513
csnk1g1	0.263411087	0.004397106
csdc2(2of2)	2.619232924	-0.610780396
csnk2a1	-0.122809837	0.097313471
csnk2a2(1of2)	0.98184137	-0.065131331
cse1l	0.089744042	0.281346419
csnk1a1	-0.779208285	0.442367045
csnk1e(1of2)	0.855397705	0.303174606
cspg4(1of3)	-1.30798442	-0.195385772
cspg4(2of3)	-0.532744514	-0.182235513
cspg4(3of3)	-1.162083498	-0.109628809
cspg5(1of2)	-1.605906662	-0.107376295
cspp1(1of2)	0.782109889	-0.262460952
cspp1(2of2)	1.287464671	-0.484107222
csnk1g2	0.951156205	-0.394389453
csrnp1	0.402533491	0.039760623
csnk2a2(2of2)	3.389146505	0.35785165
csrnp2(2of2)	0.567378866	0.355374146
csrnp3(1of2)	-1.723312108	-0.202346279
csnk2b(1of2)	-1.144270833	0.375632915
csrp2(2of3)	1.11533262	0.04407645
csrp2(3of3)	0.118739015	0.374166059
csrp2bp	0.122748837	0.008991582
csrp3	-1.213929965	-0.002012728
cst3	1.451551166	0.2138002
cstb(1of3)	0.552884268	0.23529216
cstb(3of3)	1.102563927	-0.250934978
cstf1	0.014646175	0.334782772
cstf2	-1.600882841	-0.011794768
csnk2b(2of2)	0.190197833	0.412154788
ctage5	-0.91481273	-0.025713394
csprs(1of2)	1.689115885	-0.843755527
ctbp1(1of2)	-0.249192424	-0.057329243
ctbp1(2of2)	-1.136387409	-0.09289114
ctbp2(2of3)	-0.418332793	0.084750653
csrnp2(1of2)	-2.459353407	1.414980676
ctbs	-0.925549344	0.202462655
csrp2(1of3)	0.072401314	0.85226925
ctc-534a2.2	-0.015458569	-0.148406216
cstf3	0.162811508	0.434760442
ctcf(2of2)	-0.371373157	0.146957583
ctdnep1	-1.136265295	0.284324792
ctdp1	0.493001379	0.024109333
ctdsp1(2of2)	1.036756897	0.061950245
ctb-55o6.8	-0.038656352	-0.486867768
ctbp2(3of3)	0.537471892	0.439429928
ctdspl(2of2)	0.252197786	0.142279378
ctdspl2(1of3)	-0.487229252	0.215798807
ctc1(2of2)	1.206953183	-0.376781283
ctdspl2(3of3)	-0.627425772	0.264854035
ctgf	-1.333771342	0.213539346
cth	-2.868840205	0.1072789
ctcf(1of2)	0.19062892	0.368907381
ctnna1	-1.099059161	0.210110594
ctnna2	-1.155997526	0.005857162
ctnnal1	1.532482878	0.069723588
ctnnb1(1of2)	0.097801517	0.113040476
ctnnb1(2of2)	-0.808374534	0.185736005
ctnnbip1	-2.662997411	0.045936055
ctdsp2	1.05455849	0.436912237
ctnnd1(1of2)	0.574634713	-0.056842096
ctnnd1(2of2)	0.490988186	-0.079182579
ctnnd2(1of2)	0.038057629	-0.238334746
ctdspl(1of2)	1.754112898	0.880556826
ctns	0.275436417	0.174592233
ctdspl2(2of3)	0.380717173	0.496697163
ctr9	-0.111232878	-0.08541749
ctrb1(2of2)	6.598866641	0.355718689
ctsa(2of3)	-0.458092685	-0.135990494
ctsa(3of3)	0.380073045	-0.276154407
ctif	-0.029435221	0.764785099
ctsc	-1.741737728	0.251905311
ctnnbl1	-0.960704781	0.406757293
ctnnd2(2of2)	0.875622855	0.386492463
ctsf	1.283121461	0.056562213
ctsh	0.068857698	-0.191183709
ctsk(1of2)	-1.420647485	0.057361668
ctsl(1of3)	-0.495250112	0.07706326
ctsl(3of3)	0.571651944	0.314577301
ctso	0.214716827	-0.132346322
ctss	-1.996781341	-0.164347179
ctsv(2of3)	-0.477962273	-0.306241767
ctsz(1of3)	0.862781608	0.262988963
ctps1	-0.04346006	0.291048359
cttn(1of2)	-2.032353219	0.098398314
cttn(2of2)	0.132984295	0.356927462
cttnbp2	0.196112566	-0.319809601
cttnbp2nl(1of2)	-0.530373016	0.278770135
cttnbp2nl(2of2)	-0.167114069	-0.150011476
ctsb(2of2)	1.284276381	0.470844451
ctu2	1.496181601	0.082204993
ctxn2(2of2)	0.960261328	0.474768603
cuedc1	1.417306276	0.225179257
ctsd(1of2)	1.756662705	0.421724413
cul1	0.793119661	-0.256909482
ctsd(2of2)	-0.880088905	0.42480617
ctsz(2of3)	-0.886595331	-0.306717503
ctu1	0.065458267	0.693877905
cul4b(1of2)	-0.357347666	0.008968058
cul4b(2of2)	0.684773133	0.118446754
cul5	-1.110118728	0.271098783
cul9	0.030446961	0.016296039
cuta(2of2)	0.939856241	0.181099796
cutc	-3.868112871	-0.59246893
cuedc2	1.470530686	1.028591152
cux2	-1.772077369	-0.644510708
cul2	-0.074857346	0.388055056
cwc22	-0.31019164	0.218882136
cwc25	0.644112188	0.01906145
cwc27	0.500127734	-0.13661864
cwf19l1	1.157350418	0.29800446
cul3(1of2)	-0.252599573	0.383375408
cxadr(1of2)	1.72703596	0.075587387
cxadr(2of2)	-0.769704067	0.207318832
cxcl1(1of2)	-3.67879215	NA
cul3(2of2)	0.263885945	0.35539466
cxcl12(2of2)	-1.685574955	0.131482894
cux1	0.342646104	0.447691978
cxcl2	0.692565042	NA
cxcl9	-0.599528909	0.260281575
cxcr2(2of3)	0.204917207	-0.346303596
cxcr2(3of3)	-0.247382834	-0.426753064
cxcr3(1of3)	0.44774058	-0.176422738
cxcr4(1of2)	-1.066425921	0.358320736
cxcr4(2of2)	-1.690274117	0.070870985
cxorf21	0.398735203	-0.209885572
cwc15	-0.812077331	0.388607034
cxorf38	-0.3127363	0.281756236
cxorf40a	-0.011864305	0.320882529
cxorf56	0.474132565	0.066845365
cwf19l2	0.340544065	-0.450404842
cxorf57(2of2)	-0.809627915	0.194950702
cxxc1(1of2)	-0.589819786	-0.466278421
cxxc1(2of2)	1.95293809	0.251438038
cxxc4(2of2)	0.650670522	-0.049582475
cxxc5(1of2)	-0.04123687	0.287293265
cxxc5(2of2)	1.178802684	-0.001205456
cyb561	1.799116455	-0.449697379
cyb561a3(2of2)	1.356343757	0.252275637
cyb561d2	0.771434192	0.137445198
cyb5a	-1.093123949	0.195637804
cyb5b	-0.184773642	0.419642555
cyb5d1	1.906634646	0.085193851
cyb5d2	-0.07720385	0.088815391
cyb5r3	1.465879031	0.218887698
cyb5r4	0.097932113	-0.119234682
cxcl12(1of2)	-1.771696183	0.833529616
cybrd1	0.368721199	0.076433488
cyc1	-0.269762173	0.196067393
cycs(1of2)	-0.974905249	0.403089885
cycs(2of2)	-1.649337167	0.449043362
cyfip1	-0.532529682	-0.221290166
cyfip2	-0.806515584	-0.236593392
cygb(1of2)	-0.619868367	-0.257415342
cygb(2of2)	-1.223694823	0.020204626
cyhr1	-2.735339454	-0.281861639
cyld(1of4)	0.58277203	0.075237433
cyld(2of4)	0.180954839	-0.285572258
cyld(3of4)	0.502383471	-0.182714599
cyld(4of4)	1.245804097	-0.240240267
cyp11a1(2of2)	-0.465880991	-0.261902969
cyp19a1(1of2)	-0.180556734	-0.097511629
cyp1a1(2of2)	-1.457694778	-0.415165338
cyp20a1	-0.293028213	0.395604781
cyp24a1	0.374444069	-0.222022676
cyp26b1	-3.055801339	0.016223714
cyp26c1	-3.292990984	0.061504302
cyp27a1(1of4)	0.726873766	0.092930545
cyp27a1(3of4)	-2.691915414	0.027923572
cyp27b1	-1.347565846	-0.172291705
cyp2e1	0.630461104	-0.356364488
cyp2g1	3.259007352	0.128113013
cyp2j2(13of13)	1.471606537	0.256634422
cyp2j2(2of13)	-0.422281892	-0.236477964
cyp2j2(3of13)	-0.306580754	0.149180621
cxcl14	-1.361865795	0.726910371
cyp2u1	1.372792014	-0.213109026
cyp2w1(3of6)	-0.182071487	-0.112604039
cyp2w1(4of6)	-0.530363768	-0.123180312
cyp3a4(1of2)	0.480069737	0.374063405
cyp46a1(1of3)	0.090013263	-0.174442029
cyp46a1(2of3)	-0.427091333	0.041798293
cyp4b1	-2.138171438	-0.456042012
cyp4f22	3.353815518	0.103239115
cyp51	-0.189856533	0.003592825
cyp7b1	-0.670196764	-0.344411665
cxorf23	0.689583941	-0.408294834
cyr61(3of5)	1.307228302	-0.026908741
cyr61(4of5)	0.71643919	-0.253641503
cxorf57(1of2)	1.135277182	-0.331111247
cystm1(2of2)	-0.128291977	0.361862024
cyth1(1of2)	-0.524930328	-0.058237248
cyth1(2of2)	-0.78240043	-0.391981143
cyth2	-0.276232104	-0.14329737
cyba	1.885081571	0.823851569
cyth3(2of2)	0.51797134	-0.046169879
cyp2j2(4of13)	1.72433488	0.881487722
cyyr1	-0.797884727	0.148334107
d2hgdh	1.899544903	0.068078521
daam1	-0.422137268	-0.223858136
daam2(1of2)	2.449743014	-0.578060308
daam2(2of2)	-0.703707701	-0.562829219
dab1(1of2)	-3.339484949	-0.129983318
dab1(2of2)	1.018534406	0.140686339
dab2(1of2)	0.516994343	0.206046662
dab2ip(1of3)	0.734913687	-0.254322983
dab2ip(2of3)	0.40135697	-0.263735301
dach1(1of2)	-3.068423924	0.043872072
dach1(2of2)	-0.965800745	-0.276589598
cyr61(1of5)	0.287099355	0.503521692
dact1	-1.733963272	0.133190272
dact2(1of2)	-0.276228383	-0.236497494
dact2(2of2)	-0.944733377	0.28829551
dad1	-0.238683808	-0.081323632
cysltr1(1of2)	0.168330698	-0.599138792
dag1(2of2)	-1.52033355	-0.277887463
dagla	-1.091499735	-0.297902162
daglb	-0.129715694	0.025890164
cyth3(1of2)	1.07399368	0.448156303
dao	1.158825043	-0.016052877
dap	0.252698268	0.273068676
dap3	-0.844342435	0.207998645
cytl1(1of2)	1.733735519	-0.56590148
dach2	-0.210544779	-0.533949953
dapk3(1of3)	0.477664988	-0.107331197
dapk3(2of3)	-0.537045849	0.308263126
dapk3(3of3)	0.238498797	-0.32181058
dag1(1of2)	-0.800241074	-0.423646096
dapp1	0.912656415	-0.008632374
dars	-0.363415102	0.013631651
dars2	-0.58744766	0.127252596
daw1	1.123210176	0.297931523
daxx	-0.05330945	-0.029107725
dazap1	-1.567933742	-0.03700034
dalrd3	0.869341461	-1.44044402
dapk1	-0.251856611	-0.549934892
dbf4(1of2)	-2.343301641	-0.044641462
dbf4(2of2)	-3.921030251	-0.135373937
dbi	-0.79799486	0.077862579
dapk2	1.441222793	-0.297438121
dapl1	0.356420365	0.47977598
dazap2	1.208186254	0.321617446
dbnl(1of2)	0.643836073	0.070107924
dbnl(2of2)	0.056820464	-0.006042969
dbr1	-0.842496004	0.365281574
dbt	-0.078633471	0.307164407
dbx1(1of2)	0.297806448	-0.155611934
dbx1(2of2)	-2.603446609	-0.237542522
dbx2	-2.527189838	-0.25069107
dcaf10	-1.799837821	0.097696546
dcaf11	1.483817413	0.214874753
dazl	3.30308506	-0.867604838
dbn1(1of2)	0.935074177	0.336646426
dbn1(2of2)	0.109757343	-0.37332798
dcaf17	1.595684226	0.012024122
dcaf4	0.829915858	0.172909978
dcaf5	1.237816448	0.1851592
dcaf6	0.753929112	-0.068343932
dcaf7(1of2)	-5.659434175	NA
dbndd1	1.273048725	-1.405750758
dcaf8	1.785792788	0.085144374
dcaf12	-0.322984156	0.483435712
dcbld2(1of2)	-1.08504437	0.108596158
dcbld2(2of2)	-0.086911006	0.152477106
dcaf13	1.352633487	0.396012927
dcc(2of2)	-1.597686239	-0.637938945
dcdc2(2of3)	-0.514497129	0.312249595
dcdc2(3of3)	0.39618959	-0.53102945
dchs1(1of3)	-1.628913144	-0.259913614
dcaf15	-0.830703063	0.594576055
dchs1(3of3)	-0.80703321	-0.201091396
dck(1of3)	1.025063942	0.259096767
dck(2of3)	-3.603347887	0.494721688
dck(3of3)	-3.212720036	-0.271958278
dcaf7(2of2)	-0.378012998	0.682086967
dclk2(1of2)	-5.321253365	-0.13151876
dclk2(2of2)	-2.076385875	-0.20941917
dcakd	1.602663093	0.347892673
dclk3(3of3)	-1.063514222	-0.153467959
dclre1a	-2.540527534	-0.005699565
dclre1b	-1.019637786	-0.211613801
dclre1c	-0.070206168	-0.065868157
dcn	-0.38111992	0.389349681
dcp1a	0.075958433	0.204658103
dcp1b	0.755088816	0.206682501
dcp2	-0.452496257	-0.114231279
dcc(1of2)	-1.07030306	-1.062409409
dcst1	3.456791919	-0.106327077
dcstamp	0.403073335	-0.165291308
dct	-3.334325597	-0.154922318
dctd	-3.208475663	-0.395184865
dctn1(1of2)	-1.533225419	-0.256494746
dchs1(2of3)	-1.371812977	-0.556933276
dctn2	-0.410532832	0.076568155
dclk1(2of2)	1.367157486	-0.504191531
dctn4(2of2)	2.215110872	0.187059152
dctn5	-1.87316205	-0.303403964
dctn6(1of2)	0.176376228	0.183063367
dctn6(2of2)	1.667772944	0.544316406
dctpp1	-4.838046131	0.078517202
dcun1d1	-0.50525904	-0.366245021
dcun1d2	-1.871162414	-0.1601712
dcun1d3	0.347183292	-0.104747083
dcun1d4	1.010752646	-0.24177682
dcun1d5	-0.572535536	0.004908513
dcx(1of2)	0.02357848	-0.356881592
dcx(2of2)	-1.477369799	0.076651155
dcxr(1of2)	0.373450117	0.18887719
dcxr(2of2)	1.485798486	-0.034628857
dclk3(2of3)	0.837342289	-1.74039391
ddah1	0.728765269	-0.07750794
ddah2	0.834760524	0.276246388
ddb1	-1.184772952	-0.161745323
ddb2	0.994868921	0.151037631
ddhd1	-0.130156398	-0.007188437
ddhd2	0.971288874	-0.09591466
ddi2	-1.176405386	-0.249450117
dcps	-2.712320361	0.449810695
ddit3	1.467474234	0.142983777
dctn1(2of2)	0.832261692	-0.39170049
ddit4l(1of2)	-1.0898176	0.604009868
ddit4l(2of2)	0.80278551	0.241626579
ddo	2.713422696	0.096545269
dctn3	0.321019376	0.387797582
ddr1	-0.579487633	0.030014218
ddr2(1of3)	0.635132693	-0.336857565
ddr2(2of3)	-0.127734298	-0.028315127
ddr2(3of3)	1.015339897	0.066807731
ddrgk1	1.078954995	0.172919894
ddt	-0.026112015	-0.069149791
ddx1	-0.196068642	0.259814981
dda1	0.66371456	0.36989336
ddx11	-3.393216243	0.316881868
ddias	0.829365635	0.644846789
ddx18	1.087914824	0.088143632
ddit4(1of2)	2.471944995	0.699718333
ddx20	-1.212841164	0.323803102
ddx21	2.922390393	-0.045840955
ddx23	0.73114364	0.034278893
ddx24	-0.574208373	-0.238503076
ddx27	0.56946745	0.04176926
ddx28	-0.044018973	0.213272989
ddost	-0.614887566	0.443067021
ddx39b(1of2)	-0.571732873	-0.342738683
ddx10	-2.026982882	-0.774556495
ddx3x	-0.637408192	-0.247518657
ddx17	0.570813137	-0.29598851
ddx4	0.451817451	0.245315975
ddx41	0.180607629	0.19685372
ddx42	1.20176803	-0.285010079
ddx31	1.692066019	0.354918159
ddx39b(2of2)	-1.674116113	0.531709396
ddx49	0.880360358	0.2128289
ddx5(1of2)	-3.114819736	0.0852108
ddx5(2of2)	-2.00446612	-0.322680727
ddx3y	-0.69405766	-0.342738038
ddx46	-0.832095053	-0.415143719
ddx54	-0.861837634	0.167876414
ddx55	0.510306541	-0.005540741
ddx47	0.684314513	-0.381141741
ddx59	0.491435748	0.09305322
ddx6(1of2)	-0.235850135	-0.371983184
ddx6(2of2)	0.039958277	-0.202061096
deaf1	0.108626738	-0.226381554
decr1	0.776667381	0.254945865
decr2	-1.096374615	0.408220921
dedd	0.367488927	0.015245162
ddx51	1.535104465	0.289490296
def6(2of2)	-0.194262514	0.193172324
ddx52	1.144036685	0.330222572
degs1	0.258463254	-0.062630852
degs2	-0.012934689	0.30586918
ddx56	-0.687840423	0.37914753
dennd1a	2.081167705	-0.229407554
dedd2	1.147638525	-0.501911319
dennd2a(1of2)	-2.227689809	-0.635288182
dennd2a(2of2)	-0.634144959	-0.060020971
dennd2c	0.426318872	-0.016988761
dennd2d	1.874819809	-0.133896069
dennd3	-1.496989098	-0.308757182
dennd4a(1of3)	-1.379946595	-0.026814954
dennd4a(2of3)	-1.501735243	-0.489992217
dennd4a(3of3)	0.335211396	0.034863748
dennd4b	0.508348011	-0.180200317
dennd4c(1of2)	0.341959159	-0.292252663
dennd4c(2of2)	0.325849231	-0.085704768
dennd5a	0.282459796	-0.11991085
dennd5b	-0.855020171	-0.241753277
dennd6a	-0.513320097	0.097783397
dennd6b	2.139434213	0.032237407
denr	-0.351452911	0.241680283
depdc1	-3.944446139	-0.210883225
depdc1b	-0.185443621	-0.16584966
def8	0.180517999	0.452095894
depdc5(2of2)	-1.505966359	-0.532760242
depdc7(2of3)	1.191239039	-0.058243767
depdc7(3of3)	-1.109774706	0.088323118
deptor(2of3)	-0.071158179	-0.099273744
dek	-1.915622667	0.518419218
derl1	-0.414821277	0.238839616
derl2	-0.101033905	0.180163436
des(1of4)	0.12145499	-0.40277343
des(4of4)	0.458539619	0.149866979
dennd1b	-0.668570392	-0.607543407
desi1(2of2)	-0.471455529	NA
desi2(1of2)	-0.724489619	0.271003983
desi2(2of2)	0.408041518	0.412629503
det1	0.918999289	-0.076700663
dexi	0.07591623	0.264235338
dffa	-1.079942479	0.165968106
depdc5(1of2)	1.2208858	-0.428437571
dfna5(1of2)	-0.186682729	-0.023493378
dfna5(2of2)	0.113010636	-0.52172988
dfnb31	-0.021195755	-0.10976301
dgat1(1of3)	1.561289281	0.136374133
dera	1.810788092	0.425388167
dgat1(3of3)	-2.578079197	-1.065690086
dgcr14	0.407697092	0.244366076
dgcr2	0.130575436	0.147919964
dgcr6	0.510114012	0.170268948
dgcr8	0.354804772	-0.07683806
desi1(1of2)	0.649787305	0.626453162
dgkb(3of4)	-0.047639949	-0.042815257
dgkb(4of4)	-2.491452274	-0.68562911
dgkd(1of2)	-1.858442919	-0.335354599
dgkd(2of2)	-0.200640174	-0.217881665
dgke	0.479999045	-0.262815274
dgki	-0.389564222	-0.377438027
dgkq	-0.363770315	-0.266798442
dgkz	0.026994696	-0.29473977
dhcr24	0.263700655	-0.138598147
dhcr7	0.175750861	0.390353577
dffb	-1.156787258	-1.154454084
dhdh(2of3)	0.603396259	0.220593346
dhdh(3of3)	-0.640902925	-0.185893392
dhfr(1of3)	-1.216832171	0.100050112
dhfr(2of3)	2.199789876	0.156309901
dhodh	-1.128478032	0.225277119
dgat1(2of3)	1.785759931	0.418430913
dhrs1	-0.464638911	0.268827436
dhrs11(1of3)	1.199206434	0.251305642
dhrs11(2of3)	-2.563027884	0.911684585
dhrs11(3of3)	-1.338563844	-0.115632235
dhrs13	0.728160737	0.113340407
dhrs3	-2.438960401	0.250194306
dhrs4	-1.10481712	-0.156272183
dgkb(2of4)	1.125323051	-0.434876497
dhdds	-1.455262668	-0.503768534
dhrs7c(2of2)	-0.252866313	0.021371019
dhrsx(1of2)	0.485444988	-0.340179971
dhrsx(2of2)	-0.451159873	0.186972384
dhtkd1	0.137868945	0.181503182
dhx15(1of2)	-1.186206862	0.093775368
dhx15(2of2)	-0.165149887	-0.12257871
dhx16	0.000794349	-0.268398424
dhx29	-0.599324717	-0.198719908
dhx30	-0.976450261	0.141342574
dhx32	-2.116708538	0.508188563
dhx33	-0.826671394	0.079299994
dhx34	0.834399322	-0.203402104
dhps	0.372285492	0.361240559
dhx35(3of3)	0.811918325	NA
dhx36	0.177111043	-0.252419926
dhx37	0.556736071	-0.021296486
dhx38	0.251675235	-0.07875912
dhx40	0.6290624	0.239600059
dhrs7	-0.926792694	0.454273565
dhx58	-1.465038808	0.630964568
dhx8	0.301851494	-0.200951707
dhrs7b	1.115506943	0.480787727
dhx35(1of3)	0.177274845	0.622908632
diaph3(1of4)	-1.445035392	-0.219991779
diaph3(2of4)	1.156408223	0.062059286
diaph3(3of4)	-3.808570967	-0.550029061
diaph3(4of4)	-0.070227881	-0.211667866
dicer1	0.164534228	-0.014525105
dido1(1of2)	0.096217323	-0.001958681
dido1(2of2)	0.366017858	-0.061163446
diexf	0.447831308	-0.098261675
dhx57	-1.539302224	-0.682834428
dip2a	-0.250988696	-0.071660821
dhx9	-2.383411197	-0.464262428
dip2b(2of2)	0.601606901	-0.031148789
diablo(2of2)	0.791288916	0.363331877
dip2c(2of2)	0.067295131	-0.141610089
diras2(1of2)	0.076156259	NA
diras2(2of2)	2.113538386	-0.479625082
dirc2	-0.301385365	-0.072055719
dimt1	1.275935618	0.28182213
dip2b(1of2)	-0.732537303	-0.376816697
dip2c(1of2)	-0.998973104	-0.446757172
dis3	-0.261355525	-1.133414079
disp1	1.120129547	-0.325128252
dis3l	0.067198169	-0.414081298
dis3l2	0.216540856	-0.644916081
dixdc1(2of2)	0.178678212	-0.062986868
dkc1	-0.378363585	0.075557347
dkk1	-1.493612806	-0.516544507
dkk2	-2.521412367	0.039338187
dkk3(1of3)	3.416279394	-0.009783671
dkk3(3of3)	0.301883275	-0.247677357
dlat	-1.24618219	-0.111145455
dlc1(2of2)	-0.631929486	-0.112223332
dld	0.970051561	0.072340856
dlg1(1of2)	0.753296619	-0.009144628
dlg1(2of2)	1.295087776	-0.305096903
disc1	-0.782177502	-0.649255309
dlg5(1of2)	1.69796796	0.050186762
dlg5(2of2)	-0.338197262	-0.249374202
dlgap1(2of3)	0.824273621	0.097189087
disp2	0.535965604	-0.534066182
dlgap2(2of2)	-0.650082512	-0.327369121
dlgap4(1of2)	0.523198801	0.263462005
dlgap4(2of2)	-0.714713648	-0.223330631
dlgap5	-7.428026017	-0.109937645
dlk2	-0.499047874	-0.073138281
dll1(1of5)	-2.553921171	-0.283286219
dll1(2of5)	-1.961767335	-0.0690059
dll1(3of5)	-3.009872918	-0.254990681
dll1(4of5)	-3.480417791	NA
dll1(5of5)	-1.256627586	-0.125371721
dll4(1of2)	-0.677537536	0.101668289
dixdc1(1of2)	-1.56177611	-0.367332813
dlst	1.267145466	0.257030304
dlg3	-0.248063899	-0.325735104
dlx1(2of2)	-0.995243855	0.167797815
dlgap2(1of2)	0.067200703	-0.43307456
dll4(2of2)	0.108022895	0.62412652
dlx3(2of2)	0.151312145	-0.255899139
dlx5	0.173082809	0.269799004
dlx6(1of2)	-2.096634806	0.814401476
dmap1	-1.30176539	0.022181731
dlx1(1of2)	0.240216446	0.508454144
dmbx1(1of3)	-0.881879263	-0.075220436
dmbx1(2of3)	-3.426588521	0.379972284
