Gene	Chip_FC	RNA_FC
thbs1(2of2)	-1.3855555555555552	-4.385713476
sfrp2(2of2)	-0.97	-1.285389672
znf582	-0.31000000000000005	3.206112937
fap	-1.2	-1.631401751
elavl3	-0.88	-2.437408293
kif23(1of2)	-0.7325	-7.972538431
ext1(1of4)	-1.7	2.009166227
mycn(2of2)	-0.06909090909090909	-1.484810272
sox4(2of2)	-0.5275	-2.192534362
itgb8	-0.8600000000000001	-1.597995144
tdh(3of3)	-0.9093333333333333	1.579336094
hs3st3b1(2of4)	-1.1	-2.627363326
hhatl(1of2)	-1.0	-1.930885068
fbn2(3of3)	1.3849999999999998	-1.414196365
gadd45a(1of2)	-0.352	-3.590914359
prss12(1of2)	-0.285	-1.388445908
col11a1(1of4)	-0.7533333333333333	-3.283518932
irx1(4of4)	-0.7350000000000001	-1.201162825
cntn1(1of2)	-0.87	1.584855835
pdgfa(1of2)	-0.6460000000000001	-2.472342852
sgms2(1of2)	-0.96	2.333562833
zfp609(2of2)	-0.4325	-1.138168221
sox9(2of3)	-0.1950000000000001	-2.030142375
sco2	-1.135	1.992069995
clstn3	-0.15499999999999997	2.57752301
dnmt3b(3of4)	-1.62	-2.123241617
gas1(1of3)	-1.26	-1.357174477
psd2	-0.5566666666666666	-1.760029613
coq5	-1.795	-1.465984763
shisa9(2of4)	-1.1	-1.62006132
spon2(1of2)	-1.28	-1.49295333
gdf10(1of2)	-0.3500000000000001	-3.161327994
ldlrad4	0.08388888888888886	-1.892857314
adamts16	-0.21749999999999997	1.058093558
habp4	-1.24	-1.36444331
pdss2	-1.8975	-1.553381276
hephl1	-1.09	-4.34490711
nsg1(1of3)	-1.185	2.160697838
tmem106c	0.4850000000000001	-1.062974599
hs6st3(1of2)	-0.03166666666666666	-2.415009843
c2orf72	-1.37	-1.761524718
stmn1(2of2)	-1.2	-1.538272723
sox2(1of3)	-1.53	-1.822937841
zdhhc2(1of2)	-0.94	2.732387431
fam20c(6of6)	-0.9771428571428571	-1.767160555
msmb	-1.27	-3.514940618
apoe(1of2)	-0.85	2.201481253
zbtb16(3of3)	-1.12	-2.170167877
nanos1(1of2)	-0.16999999999999996	-1.560953413
fam155a(2of2)	-0.6	-1.882360098
cacna1a(3of3)	-0.9550000000000001	-2.632525451
ankrd13c(1of2)	-2.27	-1.869453928
ulk1(2of2)	-2.29	1.754646556
zeb2(3of3)	-0.3837333333333333	-1.595721245
tle1(2of2)	-1.0768750000000002	-1.038277611
bcan(2of2)	-1.0566666666666669	-3.851335727
iqsec2(2of2)	-0.38499999999999995	-1.117201225
mtcl1(1of3)	-0.95	-3.852891797
zscan20(4of5)	-1.19	1.987014954
sgsm1(2of2)	-1.2	1.725609204
slc35a3(2of2)	-0.6	-2.332334164
mvk	-0.81	-1.736773846
slc7a8	-0.96	-1.48125336
cyr61(1of5)	-1.57	1.054029154
phactr1(1of2)	0.818	1.350883683
lipg	-1.105	-1.058721608
tgfb3(2of2)	-0.6475	-1.949510933
baiap2(1of3)	-1.31	-1.675434065
neurod1	-0.99	-2.458708136
ptprz1(2of2)	-0.5214285714285715	-1.533124344
col27a1(4of4)	-1.1024999999999998	-2.028429035
ccdc64(3of3)	-0.9	-1.028039803
rbpms	-1.834	-1.362756462
rpl26	-0.62	1.628094519
pcdhac2(1of5)	-0.87	-1.744867056
wnt2b(2of2)	-0.4960000000000001	-1.426289226
olfml2b(2of2)	-0.89	-2.894301432
ggt5(1of3)	-0.815	-1.083496008
frem2(2of3)	-1.0	-2.509615871
cpz(2of2)	-0.5000000000000001	-1.993382668
otx1(2of2)	-0.39000000000000007	-1.592285044
etv5(2of2)	-0.81875	-3.171322014
thsd7b	-1.248	-1.146302141
cntln	-0.729230769230769	-1.402834959
ttc28(4of4)	-0.3628571428571429	-1.655045938
iffo1(2of2)	-1.01	3.363475509
sept4(2of2)	-0.7799999999999999	1.475561536
bub3	-0.25333333333333335	-2.010590061
plch2(4of4)	-0.88	-1.526895796
ebf3(2of3)	-0.865	-1.874533444
ptprz1(1of2)	-1.2000000000000002	1.438429277
trpc1	-0.28500000000000003	3.552666045
prkca(3of3)	-1.05	-1.062205338
kank1(1of3)	-1.56	1.936286274
col6a1(1of2)	-0.84	-1.672206713
hipk1(1of2)	0.58	1.021894313
eefsec	-0.5389999999999999	-1.293053673
eepd1	-1.1	1.330995369
gnao1(2of3)	0.09749999999999998	-2.520415394
usp46	-0.05000000000000003	-1.479424355
rnf122(2of2)	-1.38	2.462782254
tgfa	-1.46	2.352606364
bahd1(2of2)	0.6514285714285715	1.649196423
klf15(2of2)	-0.6525	3.073723207
asph(2of2)	-1.06	1.233341772
col15a1(5of5)	-1.1300000000000001	-1.265764964
col26a1	-0.9400000000000001	-2.52157747
basp1	-0.5599999999999999	-4.013571701
efnb2(3of3)	-0.6211111111111111	-2.096743542
dst(2of2)	-0.26666666666666666	-1.029128468
pim1(1of3)	-2.43	-1.054328111
vax1	-0.8675000000000002	-2.348610193
fam60a(1of2)	-8.18	3.184180733
tgfb3(1of2)	-0.6200000000000001	-2.275646142
csk(2of2)	-2.325	1.388337013
rpe	0.0975	1.095154421
eya2	-0.7655555555555555	-2.033066016
pold3	-1.345	-1.264094101
gchfr	-0.5700000000000001	4.050348428
ctdspl(1of2)	0.8833333333333334	1.928114045
nufip2(2of2)	-0.51	-2.134061486
synrg	-0.885	1.286923373
klf9(2of2)	-1.8075000000000003	3.233696908
tlr5(1of2)	-2.6166666666666667	3.300403661
ier2(2of2)	-1.21	1.774843078
cadm1(1of2)	-0.785	-1.334960509
nr3c2	-1.41	2.495189746
hgf(2of2)	-0.8044444444444445	-1.169542859
vav3(1of2)	-0.82	2.09047401
calm3(1of4)	-1.61	-1.981286562
hs3st3b1(1of4)	-0.5599999999999999	-2.29508372
hlf(1of5)	-0.8	4.067340755
cox4i1(1of2)	-1.5033333333333332	-3.657144003
zbtb48(1of2)	-0.2866666666666667	-2.163497035
ndrg4	1.5666666666666667	4.481297917
syt14(1of2)	-0.6950000000000001	-2.895692197
dusp2	-0.88	-5.015754534
pltp	-1.4	-2.099338333
plekha5(1of2)	-1.09	1.793134868
palm3	-1.0775	1.96118511
ccdc85b	-1.07	-1.034726817
olfml2b(1of2)	-1.22	-1.17072055
acot11(1of2)	-1.38	2.114247939
hlf(3of5)	-0.7999999999999999	-3.306744068
dmtn(2of2)	-1.8	2.918322671
foxj3(1of2)	-0.8966666666666668	-1.227007596
prkcd(2of2)	-3.51	-1.220399016
dhrs3	-0.7157142857142856	-1.922949195
rpl10	-2.08	1.027861828
casz1	-1.177142857142857	-2.027455331
nans(1of2)	-0.91	-2.969297742
vcl(1of2)	-1.07	-2.09427522
melk	-0.5730000000000001	-7.951499523
c9orf172(1of2)	-1.28	3.058005931
bhlhe40(1of2)	-1.16	2.404346883
mycn(1of2)	-2.090714285714286	-1.110457748
ackr3(2of3)	-0.92	-1.24100706
dcdc2(3of3)	-4.235	-1.422236256
dcps	-0.9742857142857143	-2.991653522
ascl1(2of2)	-0.33631578947368423	-2.086000047
aldoc(1of2)	-1.07	2.484002495
dgkd(1of2)	-0.85	-1.083315562
pgm1(1of2)	-0.9977777777777779	1.255315888
celf3(3of3)	-1.0919999999999999	-2.738962205
b4galt3(2of2)	-0.99	1.888510472
mturn	-0.86	1.771273569
sox5	-0.45448275862068954	-1.112308537
ccdc92(3of3)	-0.73	1.257500719
ppfia3(1of2)	-0.708	1.007739242
nuak2	-0.7	-1.071699366
pcdh8(1of3)	-0.53	-1.183501798
c21orf62	-2.457142857142857	2.154367162
eef1a1(2of5)	-0.71	2.904287679
map7d2(2of3)	-1.27	1.706548848
dhx58	-0.6174999999999999	-1.703141281
kif2a(1of2)	-0.88	-2.839403613
st14(2of4)	0.43600000000000005	-1.039537772
sowahc(3of5)	0.31	1.42571863
angptl2(1of2)	0.3066666666666667	-1.203227533
lbh(1of2)	-0.4762499999999999	1.293583161
c2orf42	-0.8116	1.506201795
kalrn(2of2)	-1.3585714285714283	-1.856559827
fam171a1	-1.6166666666666665	1.660298877
tmem42(1of2)	-0.5425	1.716832619
phospho2	-0.02666666666666669	-1.273422951
swap70(3of3)	-1.03	1.199941406
LOC107376854	-1.02	1.741693747
c10orf12	-1.1866666666666668	-1.23899101
akna(1of2)	-0.89	-3.678120185
flad1	-0.7242857142857143	-2.69932517
rai1	-1.6416666666666664	1.221106428
sorbs1	-0.5866666666666667	2.146780965
mtss1(3of3)	-1.03	1.402779513
cdcp1(2of2)	-0.98	1.193559093
col4a6(3of5)	-1.0775	-2.025673338
cxcl12(2of2)	-1.09	-1.126486345
angpt1(1of2)	-0.49400000000000005	-1.139828179
s100a16	-0.91	-1.262030773
lgr6	-0.9233333333333333	-2.812891326
efnb2(2of3)	-1.25	1.214410209
cnksr1	-0.044999999999999984	1.427149228
fgf14(1of3)	1.53	-2.265927719
s100a14	-1.91	-3.003867014
abhd8(1of2)	-0.96	2.592422296
dab1(1of2)	-0.295	-3.627837031
epb41(1of2)	1.565	1.400585882
alk(2of2)	2.325	-2.433894764
ric8a(2of2)	-0.29000000000000004	2.714063609
brsk1(3of3)	-1.49	1.061805954
gpatch2l	-0.4128571428571428	3.804020358
hsd17b12(1of3)	-0.31799999999999995	-2.142277928
nisch	5.27	2.622774678
LOC107382421	-1.34	2.169378238
car2	-0.575	-1.485182379
fgd5(2of2)	0.2675	-1.080318188
lhfpl2(2of2)	-0.4911111111111111	-1.030537485
eya1	-0.4757142857142858	-1.945903005
rnd1(2of2)	0.685	1.109551852
chst11(1of3)	-0.23999999999999994	1.578818554
ngfr(2of2)	-1.015	-1.435818535
tmem161b	-0.79625	-1.295279689
tenm3(2of2)	-0.4854545454545455	-1.118853241
car4(2of2)	-0.995	-2.541383453
hapln1(1of2)	-0.85	-1.452474257
cnpy3	-0.9233333333333332	-1.93377614
ccnd2(2of4)	-0.756	-3.295064275
bcor(1of2)	-1.682857142857143	1.141196072
nrcam(2of2)	-0.31499999999999995	-1.036339877
slc1a3(1of3)	-1.58	-1.33074298
jmy(2of2)	-1.08	1.591747585
adamtsl1	-0.9059999999999999	-1.019389899
kif3c(2of2)	-1.16	-1.090342934
bcl11a(2of2)	-0.4320000000000001	-3.872405021
hpcal1(2of2)	-0.9	-1.709621995
dock8	-0.99	-1.021307464
trabd2b(2of2)	-0.3966666666666666	-1.063770844
cfh(3of5)	-0.14928571428571438	1.000111986
fgf10(2of2)	-1.78	-2.478948364
sox4(1of2)	-1.0133333333333334	-1.953385072
pcbd2	-1.9799999999999998	-1.2307573
styk1(1of2)	-0.97	1.101210093
znf567	-0.88	2.134523646
mpzl2(2of3)	-0.95	1.647534238
bspry	-0.205	-2.992775441
cldn7(1of2)	1.3	-1.751422854
slc16a7(1of2)	-1.17	-1.818698875
thoc3	-1.095	-1.112590493
ckb(2of2)	1.5	-6.053936615
pcdhac2(3of5)	-0.83	-2.244021654
kif4a	-7.44	-8.061388299
gch1(1of2)	-0.78	-5.549384639
p2ry4(1of3)	-0.09363636363636364	-3.580632859
gareml	-1.23	-1.318318828
ank1(1of3)	-0.51	1.272359533
rbm47	-1.0875	-2.021693842
cd40(5of6)	-0.96	2.042830782
plin2(2of3)	-0.41333333333333333	-3.794652265
hes5(3of5)	-1.79	-1.786908369
nudt12	-2.23	2.847819768
smad4(2of3)	-1.91	3.84939576
fubp3(1of2)	-1.12	1.09566362
ppm1e	-0.49333333333333335	-2.053693638
adgre1	-0.13	-4.139681798
agrn	-0.3563636363636364	-1.130192662
pfkfb3	-0.5	-1.649144339
serinc1(1of4)	-0.36333333333333334	2.897550571
kiaa1147(1of2)	-0.91	-1.54563342
fgl2(2of3)	-2.09	-1.768919879
mafg(2of2)	-0.85	2.729722075
hmgxb4(1of2)	-0.6799999999999999	4.62563322
mlf1	-0.49266666666666664	1.299283241
cers2(4of5)	-0.6699999999999999	1.230447997
ncan(3of6)	0.5433333333333332	-1.651615806
prdm2(1of2)	-3.0700000000000003	1.360124357
crip1	0.22166666666666668	-1.664419529
notch2(1of3)	-2.028	-1.755109436
capn5(1of4)	-1.25	1.165797652
abcc9	-0.835	-1.233182366
tgm1(2of2)	-0.78	-1.274348341
mysm1	-1.69	1.827910293
twsg1	-1.63	-1.260261644
jmy(1of2)	-0.7933333333333334	1.149639829
cmpk1	-0.87	-3.697765698
slc6a15(3of3)	-0.92	1.247275105
klf7(1of2)	-0.26199999999999996	1.91009138
eva1b	-1.9866666666666664	-1.094589847
snrpn	-1.79	-1.752024833
pck1(1of2)	-0.9233333333333333	-4.941517708
ncan(1of6)	-0.7150000000000001	-3.478539473
nmnat2	-1.16	4.397350759
enpep	-2.95	-2.291459181
slc25a14	-0.6950000000000001	-1.6643102
camk1d(3of3)	-1.4400000000000002	-1.211575182
camk1d(1of3)	-5.33	-1.288853693
zfp516(2of2)	-1.7699999999999998	-1.729783252
tsc22d3(1of2)	0.6359999999999999	1.356734937
mpv17l2	-0.798	-2.666223645
nkain4	-0.19499999999999998	-1.085616381
slc6a8(2of2)	0.05499999999999999	-2.399306958
cdcp1(1of2)	-0.88	-1.228609959
ndnf(2of2)	-0.12	-1.448636147
cbx7(1of2)	-1.9	6.465767806
chst3(1of2)	-1.07625	-2.240030931
slc38a8(1of2)	0.51	-6.337230841
dusp26(3of5)	-1.78	3.668778022
morf4l1(2of2)	-0.804	-1.303454053
gpc6(2of4)	-0.8292857142857141	-1.582112396
jdp2(2of2)	-4.81	1.222249707
lnp(2of2)	0.2914285714285714	2.239905258
tpd52	-1.2733333333333332	1.677843183
itga3(2of2)	-1.16	-1.412116183
cpne4(2of2)	-0.8	-2.489599928
nr1d2(4of4)	1.6050000000000002	2.082454299
cap2	-1.45	1.736097983
syp(1of2)	0.27999999999999997	2.0489521
tmem53(2of3)	-0.335	-1.352777773
frem2(3of3)	-1.0342857142857145	-2.985581152
zfp207	-1.49	-1.966425032
macf1(1of2)	-2.02	-1.282610127
sucla2	1.8766666666666667	-1.960370672
atp1b3(1of3)	-0.93	-1.643196142
ttbk2(1of2)	-1.08	2.513620842
col2a1(3of3)	-0.8	-3.44472365
rab3d(2of2)	0.0	2.706625459
zswim6(2of3)	-4.41	-1.299966377
creb3l1	-0.93	-1.919131645
atf3	-2.77	2.948824594
ak7(1of3)	-1.28	1.922975685
ankrd24	0.5950000000000001	-4.473423679
rerg(2of2)	-0.25999999999999995	-2.50156666
magi3(4of4)	-0.91	-1.519314156
prkd3(1of2)	0.4375	1.70983942
pcdhga10(4of15)	-0.8600000000000001	-2.220216545
dcaf7(1of2)	-2.48	-5.814787084
lrrc3b(3of3)	-0.56	-2.150430636
drc1	-0.445	-3.03338901
myot(1of2)	-0.6166666666666667	1.874884824
acss3	-1.488	1.464744274
efnb1	-0.8933333333333332	-1.352889242
slc27a2(3of3)	-7.05	1.217166404
capn1(3of3)	-1.06	3.469975777
nox4	-1.26	-1.213997686
stx5	-1.5233333333333334	-1.516738778
chmp4c	-0.36000000000000004	-2.202393616
c9orf64	-1.19	-1.978284275
ube2q2(1of2)	1.9366666666666668	1.409490491
agap1	-1.7916666666666667	1.428652742
prkaa2	-0.86	2.554707921
rab28	-1.2304347826086954	1.597763542
btbd6(1of2)	0.46473684210526317	-1.046951423
fam69c	-1.29	-1.775975685
eef1a1(3of5)	-0.79	5.737174321
csdc2(2of2)	-1.31	2.701275039
itga4	-0.21000000000000005	-1.119764155
chst12(2of3)	-1.04	-1.308250588
LOC107378660	-0.67	-1.134355643
ptgfrn	-2.9825000000000004	-1.015007324
map4k4	-1.07	-1.125190923
sytl2(1of2)	-0.76	-2.265848866
rspo1	1.8239999999999998	-3.145015041
bin1(1of2)	-0.81	-2.387566781
ppp1r3d(2of3)	-0.8866666666666667	3.349254237
adgrl2(1of3)	0.2882352941176471	1.024014913
dclk2(2of2)	-0.5233333333333333	-2.780180021
gli3	-2.187142857142857	-2.142082627
gng13(1of2)	-0.37799999999999995	-2.37389107
tgfbr2(2of3)	-0.6950000000000001	1.21632963
piezo1	-0.55	1.096317827
hnrnpll	-0.79	1.15302645
ipcef1	-3.5700000000000003	-1.660308343
LOC107397263	-1.13	-3.065053577
dnajc9	-6.91	-2.300668762
rsl24d1	6.77	4.005566954
gpc6(1of4)	-0.9625	-4.647297031
ctsd(1of2)	-0.88	1.423701616
tcea3	-1.6300000000000001	2.197730241
dhfr(2of3)	-1.42	2.500534751
prc1(3of4)	3.0149999999999997	-2.483509736
haao	-1.98	-1.080369441
pgpep1	-0.86	-4.210357757
trit1	-4.62	-2.533426065
rfc3	-1.1033333333333333	-2.137143594
mis12	-1.8633333333333333	-2.943068461
trib2(1of2)	-0.15999999999999998	2.378469013
fras1	-0.82	-1.471464809
zfyve1(2of4)	-0.6966666666666667	2.272722201
mki67	-2.1925	-4.60866816
gpc6(4of4)	-0.87	-3.061765704
LOC107388053	-0.39999999999999997	-1.819645544
ppp1r13l	-2.27	1.470911589
tnfsf11	-1.09	1.022171702
igdcc4	0.6766666666666667	2.477983591
nipsnap1	-0.13	3.710756169
plat	-0.47	-2.712308743
zfyve9(2of2)	-0.99	3.327960998
ptprn(3of3)	-0.85	1.780304041
vsig10	-0.99	-1.145488521
gfra1(5of7)	-0.64	-2.587250582
efna1(2of2)	-1.4116666666666668	1.298940648
abcd2	-1.05	-1.797685481
hmx3(3of3)	-0.6133333333333334	-1.404277729
plpp2(1of2)	-1.45	2.009439362
itsn2(2of2)	-1.25	-1.007784679
ext1(2of4)	-0.5584374999999999	-2.0105995
rbm12b(3of3)	-0.63	-2.147536313
robo2(3of4)	-0.47000000000000003	-1.598382847
dpm3	-1.2666666666666666	-1.126092315
pabpc4	-0.91	1.154247575
mmp23(2of2)	-1.615	1.146158513
igdcc3(3of3)	1.4253846153846153	-1.860126649
cebpd	-1.19	2.251039546
csnk1e(2of2)	-0.89	1.114876048
gins2	-1.4666666666666668	-2.747274273
mrpl19	-3.806666666666666	-1.02496841
clybl	-0.33062499999999995	1.060384887
plcb1(1of2)	-1.2388888888888887	-1.72800723
adamts18	-0.3749999999999999	-3.516279721
slc29a1(1of2)	-0.315	-1.793550228
gatm	-4.49	-2.657211641
ism2(2of2)	0.10999999999999999	-2.570327853
mpp1	-0.9450000000000001	2.191942968
pabpn1(1of2)	-0.295	-1.252516841
col11a1(3of4)	-0.92	-3.229565328
crb1(3of4)	0.91	-2.45074997
pou3f3(1of2)	-0.74	-1.123493319
clip3	2.19	3.275016162
pif1(2of4)	-0.9	-3.056940016
raph1(2of2)	-1.59125	-1.016224003
palm(2of2)	-0.8333333333333334	1.96529094
cdc16	-0.76	-1.332186662
pgbd2(1of2)	-0.38749999999999996	2.338187311
lamc1(2of2)	-1.17	-1.195441272
txndc5	-1.4324999999999999	-4.352040187
dph6	-0.6791666666666666	-1.380387333
dgkb(4of4)	-6.69	-2.723821549
fam184a(1of2)	1.5166666666666666	1.21289866
cdca7(2of2)	-1.5066666666666666	-4.87476124
vwa1	-0.8200000000000001	-1.962172127
cgnl1(1of3)	-0.665	-2.671241377
hspa8(3of3)	-0.37333333333333335	3.599277494
cacng1(2of2)	-3.4	-1.036378069
vgll3	-0.16222222222222216	2.010085189
eya4	-1.9266666666666667	-1.74994227
sostdc1(1of2)	-0.67	-3.763840873
ckap2l	-1.26	-3.987316955
armc2	-2.33	1.741966565
rgs7	-0.81	2.37803141
pttg1ip(2of3)	-0.37	1.366194132
LOC107375133	-0.85	4.624583897
stard10(2of3)	-1.43	-2.284363432
fn1(3of3)	0.97	-1.958184386
trak1(2of3)	-0.98	3.028859345
p4htm(2of2)	0.46499999999999997	1.255628142
vgf(2of2)	-0.365	2.738273417
cuedc2	-0.615	1.804429019
ush2a(3of5)	-0.13500000000000006	-1.354101019
gnb2l1	-1.196	1.449353869
mov10(1of2)	-1.1	-2.492895933
slco3a1(1of3)	-0.41000000000000003	-1.05237213
yae1d1	-1.2266666666666666	-1.337262043
parp9	-0.41000000000000003	3.435251949
tmcc1(1of2)	0.40714285714285714	-1.925928329
mybpc2(2of2)	5.61	1.283258389
kmt2a	-2.21	1.472412146
eaf1(2of2)	-0.812	1.151699364
exoc3l2(1of2)	0.495	-1.179248966
clip1(1of2)	-1.3283333333333331	-1.365959947
ppm1l(1of2)	-0.565	-1.99350655
ric3(2of3)	2.535	1.410653365
mcu(2of2)	-0.27833333333333327	-2.946519545
mylip	-1.185	2.346421057
gpm6b(3of3)	-1.2857142857142858	-1.654329499
mfsd2a(3of3)	-1.83	1.821986478
slc25a12(1of2)	-0.9516666666666668	-2.314982629
pax6(3of4)	-0.23666666666666666	-4.568869184
vat1(2of2)	-1.25	-2.873678315
chgb	-0.68	-5.744400834
cacna1e	-0.49666666666666665	-2.307749615
zfp536(1of3)	-1.08	1.089600624
camk2b(2of2)	-1.8875000000000002	-1.179831453
rft1	5.07	1.022818653
mtmr11	-0.45499999999999996	-3.111680002
plxnb1(3of3)	-1.3066666666666666	-1.300631062
kif23(2of2)	-0.871875	-5.414327396
mark1	-1.15	1.465272193
grb10(1of2)	-1.7885714285714285	2.390785995
tacc3	-1.3699999999999999	-5.323263585
nfe2l2(1of2)	-6.56	1.780908251
lurap1l	-1.1258333333333332	-1.042501467
dact1	-0.6	-2.385527515
kirrel3	-0.3662500000000001	-2.729720945
xkr7(2of2)	-0.98	1.169233395
slc22a5(3of3)	-0.76	-4.53122689
pcdhga10(6of15)	-0.84	-1.668424588
fzd1	1.0000000000000002	-1.435914355
b4galt1(3of4)	-0.5747368421052631	-1.307472276
acsf3	-0.9349999999999999	-1.13814281
thbs2(2of2)	-1.08	-1.056656329
rab3b	-2.74	1.130989374
tec(2of2)	-0.185	2.363093772
rhou(3of3)	-0.96	2.925619518
tmem260	-1.9214285714285713	-1.857128447
nfil3(5of5)	0.008000000000000002	7.015410662
slc24a3(3of5)	-1.19	1.783428248
wt1(1of2)	-0.8066666666666666	-2.158664372
shroom3(1of2)	-2.45	-1.431824552
rbck1(2of2)	0.59	1.255535623
sdc2	-1.3466666666666667	2.054218635
slc37a4(2of2)	-1.09	1.363684132
pkp1(1of2)	-0.82	-1.580751052
pmp2	-1.05	-7.640919502
dchs1(2of3)	-0.8744444444444445	-1.804214797
lin28a	-6.52	1.26613196
dnah10	-1.7	1.439708806
nnt(2of2)	-0.87	-2.017938555
cyp27a1(3of4)	-0.96	-2.179349423
unc13a(2of2)	-1.045	2.324794854
hmcn1(8of8)	-1.7	-2.436478312
etnk1(2of3)	-0.8053125	2.81342298
aplnr(3of3)	-0.826	-2.78986666
a3galt2(2of3)	-0.17333333333333334	-1.701172416
trim68(1of2)	-1.41	2.052544774
atg16l2	-1.3	1.167517528
rab4b	-0.772	1.762375478
slc25a28(3of3)	-6.255	2.143345003
col1a2(1of4)	-0.83	-3.578938457
cyld(2of4)	-0.92	1.313968702
tln2(1of2)	0.535	-1.745998904
dsp(2of2)	-0.85	-1.3194184
mpp3(1of2)	-1.155	1.443449842
dut(6of13)	-2.495	-3.80526971
pcdhga10(3of15)	-0.77	-1.90535269
sox11(1of2)	-0.04666666666666667	-2.060552312
spon1(1of2)	-1.06	-3.531793233
zan(5of7)	-0.95	-1.069770201
hspa4l	1.9749999999999999	3.420081673
rpl8	-1.18	2.112956231
thbs3	-0.77	-5.163951462
wdr41	-0.16833333333333333	1.815564886
apcdd1(2of2)	-0.9624999999999999	-1.583425448
ntrk1	-1.78	-2.864161766
stx17	-1.3499999999999999	1.2051901
nfasc(1of2)	-0.7162499999999998	-2.159480516
klc1(3of3)	0.6166666666666666	1.307275279
eef1d(2of2)	-0.96	1.713231928
plekho1(2of2)	-2.5549999999999997	-3.233851812
slc2a13(3of3)	-0.026666666666666655	1.389634526
fam160b1	-0.82	1.144391257
zfp704(2of2)	-1.6733333333333331	-3.180989528
epm2a	-2.62	2.500794926
psmd7	-1.78	-1.075324097
ttc25	-1.11	-2.553907954
sfxn1(2of2)	-1.05	-1.491948866
tbkbp1(1of2)	1.38	2.443634147
cfap44(4of5)	-0.625	2.479890576
panx1(2of2)	-1.46	1.271112473
nags	0.28	-2.720665165
atad2b	2.21	-4.985376004
col6a4(1of2)	-0.6768421052631579	-1.047990623
paqr3(2of2)	-0.7071428571428571	1.623087778
set(2of2)	-1.42	2.230607425
sh3rf2	-0.7375	1.577745721
kank4(1of2)	-0.68	1.116025319
col16a1	0.30333333333333334	-1.504575941
lrrc15(2of2)	-0.695	-1.472163567
tinagl1	6.17	3.470118152
LOC107375865	1.6400000000000001	2.677595819
lrrc7	2.1	1.594677943
ust	0.98	1.503065797
pcdhga2(3of3)	-0.68	-3.819085886
pfkfb4(1of2)	-0.99	1.628443671
mrc2(11of12)	-0.925	-1.502912718
per3	-1.145	1.422083991
ttll7	-0.538	-4.021295311
sema6a	-0.3053571428571428	-1.97338236
rab38(1of2)	-0.78	-2.192788338
kat7(2of2)	-0.85	1.098509506
gfra1(7of7)	-0.21636363636363623	-2.003320289
ets1(3of3)	-0.8642857142857142	-1.615747387
nfatc1(1of2)	-1.12	2.65713638
abi3bp(1of2)	-0.7885714285714286	1.821506913
LOC107379791	-0.365	1.780347387
zfp346	-1.2066666666666668	-1.04670909
pex2	-0.0811111111111111	1.34092379
zbtb5(1of2)	-0.95	-2.230332608
ncam2	0.9058823529411768	3.265050752
adamts12	-1.25	-3.96161044
atf5(2of2)	-1.5533333333333335	1.010062957
mitf(2of5)	-1.09	-1.042702949
LOC107383359	0.13749999999999998	-3.731461739
mrpl37	-2.68	-1.459727601
plvap(1of2)	0.23999999999999994	-2.266340657
plekho1(1of2)	-0.75	-1.257630697
scn5a	-0.73	-1.033960047
banp	-0.178	2.145613835
kif1a(1of2)	-0.7150000000000001	-1.567668303
cks1b(2of2)	-1.138	-4.8972811
rhou(1of3)	-1.38	-1.493308037
snrnp27	-1.082	-2.201098343
spock3	-0.98	1.286992667
c9orf3	-1.3237499999999998	1.060133472
l1cam(3of5)	-1.05	-1.119936725
shfm1	-0.05551724137931035	-2.564708974
slc43a2(2of2)	-6.3	2.317479387
srpk2	-1.39	-1.108468709
mgat4a(1of2)	1.4633333333333332	-3.120299432
blvrb(1of2)	-1.07	-5.835172473
grk5(2of3)	-0.030000000000000006	1.028056789
klf15(1of2)	6.09	2.829639298
top2a	4.065	-6.126303867
cadm3	-1.28	-1.066778485
ccdc85c(2of2)	-1.705	-2.146319701
copz2	-0.24	-1.264506806
atp11a(1of2)	-1.01	-1.668906601
bcas3	0.06666666666666667	1.410384498
gulp1(2of2)	0.1466666666666666	2.074350784
cd84(2of2)	-0.6730769230769229	-1.831324777
mdh1(1of2)	-0.008333333333333333	1.065152137
cbwd1	-1.87	-1.07702995
cab39(2of2)	-0.85	-1.208996886
timp2	-0.97	2.490467181
rps6kc1	-1.1855555555555557	-2.526794165
tp63	-1.0038461538461538	-2.16395335
sema4d(3of3)	-2.0	2.079477808
gpr173	-1.15	-2.052172278
col4a1(5of5)	-1.0	-3.374536266
tppp3(2of2)	-0.57	-2.830728478
ckap4	-1.26	-1.505023288
crebrf(1of2)	-0.36999999999999994	1.007887035
elavl2	-0.57	-1.141652614
dcc(2of2)	-5.23	-1.862079196
prss35(2of2)	0.9871428571428573	-1.854890565
prodh(2of2)	-3.89	2.257116106
amdhd2	-0.165	1.607339784
col5a1	-0.16333333333333333	-2.025101001
bhlha15	-1.5824999999999996	-1.495106082
ccdc169	-6.22	-3.616409241
lrp1(2of2)	2.955	1.470317007
dlx2	-2.01	-2.105284832
mybph(2of2)	-0.59	1.44198987
gria3(2of2)	-1.54	-3.658540925
hapln1(2of2)	-0.46142857142857135	-1.552639014
lrrn1(3of3)	-0.4	-1.121980151
kcnq2(2of2)	-0.77	2.964477413
nav3	-0.5988888888888889	-1.414255345
LOC107375217	-1.03	1.575016948
ttbk1	-1.13	2.066946716
fbxl17	-0.5625000000000001	1.501680698
