Gene	RNA_FC	Chip_FC
creb3l3(3of3)	0.731627028	0.421239206
crebl2	1.534324307	0.347693187
crebrf(1of2)	0.849608518	-0.691881365
crebzf	1.175712697	0.646204021
crhr1(2of3)	0.356502291	-0.486955633
crip2(2of2)	-0.989215757	0.54795457
crispld1(2of2)	-0.987337216	-0.762949649
crlf3	-0.963356685	2.165943013
crocc(1of5)	0.569494999	-0.632603756
crocc(5of5)	0.629491412	-0.364927361
crp(2of2)	1.45842932	0.524669851
crtap	0.534139406	0.589355889
cry1(3of5)	2.392032779	0.38526958
csdc2(2of2)	2.619232924	-0.610780396
cse1l	0.089744042	0.281346419
csnk1a1	-0.779208285	0.442367045
csnk1e(1of2)	0.855397705	0.303174606
csnk1g2	0.951156205	-0.394389453
csnk2a2(2of2)	3.389146505	0.35785165
csnk2b(1of2)	-1.144270833	0.375632915
csnk2b(2of2)	0.190197833	0.412154788
csprs(1of2)	1.689115885	-0.843755527
csrnp2(1of2)	-2.459353407	1.414980676
csrp2(1of3)	0.072401314	0.85226925
cstf3	0.162811508	0.434760442
ctb-55o6.8	-0.038656352	-0.486867768
ctbp2(3of3)	0.537471892	0.439429928
ctc1(2of2)	1.206953183	-0.376781283
ctcf(1of2)	0.19062892	0.368907381
ctdsp2	1.05455849	0.436912237
ctdspl(1of2)	1.754112898	0.880556826
ctdspl2(2of3)	0.380717173	0.496697163
ctif	-0.029435221	0.764785099
ctnnbl1	-0.960704781	0.406757293
ctnnd2(2of2)	0.875622855	0.386492463
ctps1	-0.04346006	0.291048359
ctsb(2of2)	1.284276381	0.470844451
ctsd(1of2)	1.756662705	0.421724413
ctsd(2of2)	-0.880088905	0.42480617
ctsz(2of3)	-0.886595331	-0.306717503
ctu1	0.065458267	0.693877905
cuedc2	1.470530686	1.028591152
cul2	-0.074857346	0.388055056
cul3(1of2)	-0.252599573	0.383375408
cul3(2of2)	0.263885945	0.35539466
cux1	0.342646104	0.447691978
cwc15	-0.812077331	0.388607034
cwf19l2	0.340544065	-0.450404842
cxcl12(1of2)	-1.771696183	0.833529616
cxcl14	-1.361865795	0.726910371
cxorf23	0.689583941	-0.408294834
cxorf57(1of2)	1.135277182	-0.331111247
cyba	1.885081571	0.823851569
cyp2j2(4of13)	1.72433488	0.881487722
cyr61(1of5)	0.287099355	0.503521692
cysltr1(1of2)	0.168330698	-0.599138792
cyth3(1of2)	1.07399368	0.448156303
cytl1(1of2)	1.733735519	-0.56590148
dach2	-0.210544779	-0.533949953
dag1(1of2)	-0.800241074	-0.423646096
dalrd3	0.869341461	-1.44044402
dapk1	-0.251856611	-0.549934892
dapk2	1.441222793	-0.297438121
dapl1	0.356420365	0.47977598
dazap2	1.208186254	0.321617446
dazl	3.30308506	-0.867604838
dbn1(1of2)	0.935074177	0.336646426
dbn1(2of2)	0.109757343	-0.37332798
dbndd1	1.273048725	-1.405750758
dcaf12	-0.322984156	0.483435712
dcaf13	1.352633487	0.396012927
dcaf15	-0.830703063	0.594576055
dcaf7(2of2)	-0.378012998	0.682086967
dcakd	1.602663093	0.347892673
dcc(1of2)	-1.07030306	-1.062409409
dchs1(2of3)	-1.371812977	-0.556933276
dclk1(2of2)	1.367157486	-0.504191531
dclk3(2of3)	0.837342289	-1.74039391
dcps	-2.712320361	0.449810695
dctn1(2of2)	0.832261692	-0.39170049
dctn3	0.321019376	0.387797582
dda1	0.66371456	0.36989336
ddias	0.829365635	0.644846789
ddit4(1of2)	2.471944995	0.699718333
ddost	-0.614887566	0.443067021
ddx10	-2.026982882	-0.774556495
ddx17	0.570813137	-0.29598851
ddx31	1.692066019	0.354918159
ddx39b(2of2)	-1.674116113	0.531709396
ddx3y	-0.69405766	-0.342738038
ddx46	-0.832095053	-0.415143719
ddx47	0.684314513	-0.381141741
ddx51	1.535104465	0.289490296
ddx52	1.144036685	0.330222572
ddx56	-0.687840423	0.37914753
dedd2	1.147638525	-0.501911319
def8	0.180517999	0.452095894
dek	-1.915622667	0.518419218
dennd1b	-0.668570392	-0.607543407
depdc5(1of2)	1.2208858	-0.428437571
dera	1.810788092	0.425388167
desi1(1of2)	0.649787305	0.626453162
dffb	-1.156787258	-1.154454084
dgat1(2of3)	1.785759931	0.418430913
dgkb(2of4)	1.125323051	-0.434876497
dhdds	-1.455262668	-0.503768534
dhps	0.372285492	0.361240559
dhrs7	-0.926792694	0.454273565
dhrs7b	1.115506943	0.480787727
dhx35(1of3)	0.177274845	0.622908632
dhx57	-1.539302224	-0.682834428
dhx9	-2.383411197	-0.464262428
diablo(2of2)	0.791288916	0.363331877
dimt1	1.275935618	0.28182213
dip2b(1of2)	-0.732537303	-0.376816697
dip2c(1of2)	-0.998973104	-0.446757172
dis3	-0.261355525	-1.133414079
dis3l	0.067198169	-0.414081298
dis3l2	0.216540856	-0.644916081
disc1	-0.782177502	-0.649255309
disp2	0.535965604	-0.534066182
dixdc1(1of2)	-1.56177611	-0.367332813
dlg3	-0.248063899	-0.325735104
dlgap2(1of2)	0.067200703	-0.43307456
dll4(2of2)	0.108022895	0.62412652
dlx1(1of2)	0.240216446	0.508454144
dlx2	-1.845208409	0.50038912
dlx3(1of2)	0.789209658	0.446194891
dmbt1(2of3)	1.38919311	0.721953122
dmgdh	2.158899762	0.667743678
dmxl1	0.908960747	-0.569989592
dmxl2	0.778850738	-0.527434417
dnah10	0.773021745	0.471713834
dnah12(2of2)	1.2225648	-0.881493901
dnah3	1.494495273	-0.376805385
dnah5	1.234138025	-0.5415017
dnah8	1.526626905	-0.793296463
dnai1(2of2)	0.495740681	2.556818339
dnaja1	1.184963308	0.34119046
dnaja2(1of2)	-0.65470154	0.316525079
dnaja4	0.649886888	0.55742643
dnajb1(1of2)	1.661241289	0.358683483
dnajb1(2of2)	0.261131252	0.361410966
dnajb2	3.690604576	0.293411482
dnajb6	0.288129229	0.426500784
dnajb9(2of2)	1.967073202	0.434052857
dnajc24	0.401851344	0.785686246
dnajc3(1of2)	-0.226083342	0.339537501
dnajc5b	NA	-1.171043359
dnajc7(1of2)	-0.064356492	0.474834179
dnajc7(2of2)	0.524593791	0.56773282
dnal4	-0.02829634	0.384738633
dnase2b	NA	-0.906566487
dnmt3a(1of2)	-0.463851012	0.652707502
dnph1	-3.85621978	-0.440315589
dnttip1	-0.845647525	0.376127597
dock3(2of2)	2.301170594	-0.48080333
dock9(2of2)	0.361361268	-0.596331169
dpf2(1of2)	0.73209943	0.463037802
dph6	-1.172446112	-0.782116419
dph7	0.212668592	2.028010445
dpm1	0.896005781	0.327440603
dpp3	-4.888582299	-0.692764228
dpy19l3	-0.817303345	-0.503841438
dpyd	-0.09762324	-0.577362478
dqx1	0.395616474	-0.35864569
dr1	-0.335414728	0.393807585
dram2	-0.425258808	-0.446917975
drap1	-0.91846916	0.387939064
draxin	-0.932261219	2.831937848
drc3	-1.801034793	0.344607712
drc7	0.987685288	-0.588853586
drg1	-0.35058308	0.566029496
drosha	0.890525762	-0.365900103
dsn1	-0.890999597	0.659093651
dsp(1of2)	2.410447308	-1.236157641
dst(2of2)	-0.169331695	-0.700131342
dtd1	0.464371397	0.426289853
dtwd1	1.233805989	0.418501624
dtx2(2of2)	-0.033236228	-1.018364575
dusp1	-0.535240664	0.491520976
dusp11(1of2)	0.343220889	0.573782016
dusp26(3of5)	3.139043751	0.357917927
dusp3(1of2)	0.602411735	-0.504397887
dusp5	-1.714821106	0.515051814
dym	0.749546306	0.554006754
dync1i2(2of2)	-0.902388611	0.299454597
dyrk1b	-0.17708819	-0.373309768
e2f5	-3.069941974	-0.790726994
eaf1(2of2)	0.848218589	0.314983329
eapp	0.911671199	0.323079005
ears2	1.023517052	0.362136812
ebna1bp2(2of2)	1.805759048	-0.821313795
ebp	0.451626487	0.788512435
echs1	-1.070907884	0.446550412
eci1	-0.225352124	0.293870362
ecsit	0.343686021	0.623889175
edc3(2of2)	0.515956949	0.563212027
edem1	-0.464297961	0.533954388
edf1	-0.590188637	0.670091212
ednra(1of2)	-0.82684379	0.597700714
ednra(2of2)	-1.355731529	0.844988447
eed	-3.461602113	0.474148887
eef1a1(2of5)	2.655795234	-0.459604202
eef1a1(5of5)	1.530577813	-1.40504362
eepd1	0.677403238	-0.433715869
efna4	1.62083064	0.631131405
efnb2(2of3)	0.613047946	0.347877093
eftud2(1of2)	-2.381593468	0.806475107
egln1	0.412384898	0.441977651
egln3	-0.218771406	0.983104737
egr2(1of2)	-0.921432769	0.520681124
ehbp1(1of2)	0.672556146	-0.723471542
ehd2(2of4)	-2.034803095	0.785516375
ei24	1.571049818	0.326992904
eif1ad	0.535991155	0.926511712
eif2ak4	0.027503585	-0.358643155
eif2b3	0.180989799	0.293560729
eif2b5	1.387585785	0.277935413
eif2s2	-0.564072976	0.296732332
eif3d	0.360668986	0.294856399
eif3i(1of2)	1.624130763	0.345295991
eif3j	-0.749456419	0.28269146
eif4e(1of3)	0.875166918	0.539534662
eif4e(3of3)	-2.995590586	0.61358254
eif4ebp1(1of2)	2.824213051	0.375500067
eif4ebp1(2of2)	0.166895029	0.365434565
eif4ebp3	0.712224571	0.385105735
eif5a(1of3)	0.427223979	0.382177458
eif5a(2of3)	-0.785823711	0.875017797
eif5b	-0.587857952	-0.441438147
elavl3	-1.07730774	-0.297158787
elk4(1of3)	0.55532632	-0.330313584
ell	1.858439511	-0.377935092
elof1	-0.702880955	0.636849711
elovl1(1of2)	-0.156619872	0.426039045
elp3	0.235820535	-0.291302731
elp6	0.367513811	0.339713835
emc3(1of2)	0.033535098	0.493882497
emc4	0.954858004	0.417291434
emc7	1.5156192	0.313432547
emc8	-0.922464815	0.459152499
emc9	-0.374063161	0.484566734
emd	-1.106235881	0.559012136
emg1	-0.548707519	0.335232145
eml1(2of2)	0.672603846	-0.391599403
eml6	-1.529675541	-0.650204305
emp2(2of3)	-0.087932693	0.531021557
enoph1	-0.145333599	0.632422764
enpp2(2of2)	0.487150834	-0.555479202
epb41l1(2of2)	1.213091697	0.964770999
epc1(1of2)	0.455411735	-0.579652209
epdr1(3of4)	0.525995055	-0.606479182
epha4(1of3)	-1.552119166	-0.52434083
epha6(4of5)	-3.028888835	-0.432957111
ephb4(2of3)	1.660312811	-0.320676804
ephx1(3of4)	0.138298341	0.45598807
epn1(3of3)	-0.046524492	-0.570609553
eps15(1of2)	0.694924462	-0.396061584
ercc1	0.416722319	0.508121397
ercc3	0.260430757	0.408012028
ereg	-0.16459174	1.575527042
ergic2(1of2)	-0.306009351	0.532110029
erh(1of2)	-0.781779409	0.378076119
esco1	-0.899913136	-0.421264991
esco2	-1.998133335	0.820185773
espnl(2of3)	-0.625687073	-0.47079506
etaa1(1of2)	0.19307833	0.409741209
etf1	0.022131067	0.487332828
etfdh	0.600742526	0.437327638
ethe1(1of2)	0.797275321	0.604010705
etl4(1of2)	0.903925818	-0.412913612
eva1b	-1.466606794	0.64329362
evi2b	1.064289386	-0.692817331
evi5	1.23074913	-0.399331133
exoc3(1of2)	-0.123768095	0.366985388
exoc3l4	-1.146233977	-0.695301686
exoc8	0.126267605	0.356882403
exosc1	0.439867731	0.338721149
exosc10	0.373157501	0.410050319
exosc2	-0.619442857	0.636948328
exosc8	0.672985809	0.428374377
ext1(4of4)	-0.29059348	-0.364722916
ext2	-1.236206302	0.475405767
extl2	-0.541992071	0.523651246
ezr(1of2)	0.097083491	-1.140890371
f10(1of3)	2.756342417	0.780208119
f10(3of3)	1.771224746	0.720826473
f13a1(1of2)	-0.240001659	0.596279476
f2r(2of2)	3.023406834	0.652092684
fabp6(1of4)	-1.693634321	-1.305055334
fabp6(3of4)	NA	2.366938877
fabp7(2of2)	-1.465030946	-0.562545162
fadd(2of2)	-0.390009468	0.431241593
faf2	0.558660619	0.374670136
faim(2of2)	1.20493498	0.2993934
fam107b(1of3)	0.561714735	1.017944801
fam107b(3of3)	0.963420333	0.506517108
fam117a(2of2)	1.697172872	0.344515872
fam117b	0.964191724	-0.525309633
fam120c	0.633844894	-0.55410107
fam124b	0.307885627	-0.30081048
fam134c	-0.164756853	0.540508959
fam160a1(1of2)	1.466106032	-0.308108442
fam161b(2of2)	2.360755497	-0.683028988
fam162a	0.676986388	0.554941655
fam168b	0.558929789	0.384935974
fam173a(1of2)	0.554809665	-0.392572537
fam173a(2of2)	3.953166424	0.564014829
fam175b	0.354469121	0.407701135
fam177a1(2of3)	1.466025483	0.484587299
fam185a	2.522696911	0.450652454
fam188b(2of2)	1.366478612	0.309089663
fam195b	-0.269556742	0.480946875
fam196a(2of3)	-0.620002214	-0.527375973
fam206a	0.190541194	0.399004437
fam208a(1of2)	-0.950907954	-0.493232433
fam20c(1of6)	0.816093101	-0.454054329
fam212a(2of2)	-0.806618988	0.573806279
fam219a(1of2)	3.061429959	0.384873502
fam3c(1of2)	-0.351584327	0.458838322
fam49a	0.169924348	0.641152627
fam49b(1of3)	-1.158095287	0.606713866
fam53b(2of2)	0.656075693	0.432948212
fam53c	-2.134849035	-0.448492652
fam57b(3of3)	-1.320704297	-0.953380727
fam60a(2of2)	-0.392642796	0.437756742
fam64a	-2.873766323	0.58122435
fam69a(1of2)	1.350713371	-0.679134976
fam69b	2.168092617	-0.56991067
fam69c	-2.265770333	0.942372194
fam76b	0.700417596	0.461195656
fam83h(2of2)	0.365338676	-0.535525827
fam8a1(2of2)	0.021666533	0.473583342
fam98c	0.80193746	0.513648686
fancd2(2of2)	-2.949700795	-0.495785977
farp1(2of2)	1.69976542	0.30700948
fas	1.161529661	-0.558768706
fastkd2	-0.282216924	0.452936365
fastkd3	0.86916793	0.442527726
fat3(2of2)	-0.906995832	-0.359710239
fat4(2of5)	-2.380703986	-0.357113813
fbn1(2of2)	-0.805781336	0.967494702
fbn2(2of3)	-3.063627074	-0.671310224
fbn2(3of3)	-1.772857255	-0.482947596
fbp1(1of2)	1.14807787	0.990223976
fbp2	-0.557542296	1.195681567
fbrs	0.563927218	-0.328055884
fbxl14(1of2)	-0.56412058	0.387494421
fbxl16	1.081973747	-0.414663082
fbxl20	-1.421557743	-0.467642822
fbxl3(3of3)	1.861332907	0.324165673
fbxo11(1of2)	0.184218157	0.398184241
fbxo15(3of3)	2.353812099	0.724867429
fbxo22	-0.028353516	0.38481137
fbxo28(1of2)	-0.168093887	0.368570936
fbxo3	0.040123497	0.403419797
fbxo30(1of3)	0.234308149	0.439852518
fbxo31	0.422641763	-0.296159752
fbxo32	3.969136263	0.366594697
fbxo42	0.267403442	0.339793565
fbxw2	-0.452890227	0.348112833
fbxw5	-0.07783391	0.530181269
fbxw7(1of3)	0.960357011	-0.357272205
fbxw7(2of3)	0.281281277	-0.413942984
fbxw7(3of3)	0.087910892	-0.417484057
fcf1	0.125473671	0.316964525
fcho2(1of2)	-0.372129807	-0.551677132
fcrlb	NA	-0.60842582
fdft1	0.184647313	0.293091036
fen1(2of2)	-0.556043368	-0.342668583
fez2(2of2)	0.432088066	-0.384979653
fgd6(1of2)	-0.892880372	-0.400444066
fgf1(2of2)	-1.223470591	0.645491723
fgf6(4of4)	0.598474152	-0.80420344
fgfbp1(1of3)	2.572653521	0.676264129
fgl1(3of3)	3.57235592	-0.771998252
fh	-1.45886546	0.473384111
fhdc1(1of5)	0.502541289	-0.45492799
fhl4	0.659984	0.614963168
fhod3(5of5)	0.704817313	-0.434039546
fibp	0.602569523	0.484551292
ficd	-0.015600253	0.538864272
fign(2of3)	0.140064019	0.311552969
fkbp15	-1.194923668	-0.823573908
fkbp1b(2of4)	-0.2148966	0.589722085
fkbp1b(3of4)	-1.239054896	0.501600895
flcn	1.654471398	0.287254066
flna	-0.064597313	-0.515316545
flnb	-0.400895005	-0.376331823
flnc(2of2)	0.594886593	-0.413540835
flot1(2of2)	0.103678097	0.589444689
flrt1(2of2)	0.272048276	0.756358605
fmo5(5of8)	1.675294803	0.538558186
fnbp1(1of3)	0.82739822	-0.563914829
fnbp1(3of3)	-0.390908491	-0.703144953
fnbp4	0.010751348	-0.350874677
fndc9	NA	-0.907198575
fnta	-0.274246785	0.313878541
focad	-0.420738793	-0.397640951
foxf1	-1.345630361	-0.836631238
foxi1(1of3)	-0.696332971	0.587950049
foxp1(3of3)	1.876275299	0.537462326
foxq1(1of2)	0.441695141	0.940508091
fras1	-1.824889422	-0.412134635
frmd8	-0.171018033	0.326530623
fsbp	-1.049904984	-0.341757654
fst	-2.780361768	-1.152826569
fth1(4of8)	0.678755576	0.746545093
fth1(6of8)	-0.894380907	0.43373626
ftsj1	0.772173023	0.41179299
fubp3(1of2)	0.930251156	0.75771126
fuca2	-0.532461013	0.478063221
fuk	-0.588151714	-0.581299288
fxyd3	1.983419947	0.615452703
fyn(2of3)	0.879701268	0.571239036
fzd3(1of4)	-0.218979361	-0.624837036
gabarap	0.335488395	0.55818254
gabarapl1	0.924521126	-0.280277331
gabarapl2(1of2)	0.933567011	0.452985198
gad1(2of2)	-0.12496134	0.560283668
gadd45g(2of3)	-0.047780053	0.829694268
gadl1(1of2)	0.953842871	-0.941345803
gal3st2(2of2)	-0.28500477	-0.30856202
galnt2	-1.923577504	-0.468723307
galr1(3of4)	-0.96464248	-1.963269041
ganc	-0.598062591	-0.338837413
gapdhs	-0.688949361	0.424600468
gapvd1	0.515472453	-0.391162706
garem1	0.432503487	-0.361245865
gas1(1of3)	-1.264352432	0.335401761
gas1(3of3)	0.135647648	0.765169913
gas8(2of2)	0.256417932	0.351135814
gatad1	-0.74688117	0.479992396
gatad2b	-1.412736806	-0.708222248
gbas(2of2)	-0.509361812	-0.79854723
gcat	-0.215423654	0.570541166
gcfc2	1.003723254	0.544749742
gcg(1of2)	-1.399697011	-0.786568962
gch1(2of2)	-0.290913515	-0.453211277
gchfr	5.528138208	0.667340364
gclc	0.602265776	-0.403688868
gclm	0.624738156	0.445556781
gdap2	-0.049859271	-0.381438951
gdi2(2of2)	0.524027636	0.340407398
gemin2	-0.58026903	0.381379458
gemin7	0.621393025	0.68235994
gemin8	0.887322743	0.387137224
get4	-0.053338519	0.405504652
gfod2	0.477928702	0.768723504
gfra1(7of7)	-2.218670189	-0.858559679
gga1(1of2)	-0.089159094	-1.019207825
gga2(1of2)	NA	3.072793344
ggcx	0.524013926	0.390196145
gid4(1of2)	1.327263792	0.337447653
gid4(2of2)	1.131999784	0.589460544
gid8(1of2)	1.163474899	0.532367854
gimap4(3of7)	2.491680578	-0.653823213
gimap7(3of11)	5.527578392	-3.715725812
gimap9(5of10)	2.979391743	-2.221683826
gin1(7of10)	0.396061043	0.377690257
gin1(8of10)	1.609368122	-0.595669087
git1(1of3)	0.0835046	-0.492194561
git2(2of2)	0.480327775	-0.335232952
gjb4(3of3)	0.761336398	0.556040657
gjc1(5of5)	-1.773500336	0.496526932
gk(1of2)	-2.687213368	-0.742578828
gldc	-0.71632001	-0.403808775
glipr1(1of2)	-0.088094411	-0.573615348
glt8d1	-0.909732033	0.575730061
glud1	0.73811854	0.438745584
glul(1of3)	1.791055381	0.861103809
gm17296(2of2)	-1.678673918	-0.917457111
gmcl1	-1.165326084	0.925531498
gmpr2	1.249518993	0.364767341
gna13(1of2)	-0.506516432	0.543275191
gna13(2of2)	-0.352028285	-0.700228042
gna14(1of3)	-0.987883997	-0.515053329
gnai1(3of3)	1.23206198	0.399735755
gnb1(2of2)	0.537386295	0.423548933
gng2	1.580186275	-0.657758173
gng4	-0.154593995	-0.512084267
gnl1	1.373012132	0.473071308
gnl3	0.345242371	0.363538098
gnl3l	0.979626675	0.368317486
gnptg	1.360724836	0.471128783
golga1	0.445949905	-0.329063799
golga4	0.480383264	-0.385204682
golgb1(1of2)	-0.976019587	-0.406443624
golt1b(1of2)	-1.147704419	0.424581787
gorasp2(2of2)	0.130753217	0.388948767
gosr1(1of2)	1.203951064	0.336851028
gosr2	0.800811653	0.347864585
gpa33(2of4)	0.607079042	0.477703947
gpaa1	-1.447854265	0.418185445
gpat3(1of2)	1.127856364	1.367160859
gpat4(1of2)	0.240632324	0.330180322
gpd2	0.030450022	-1.1498865
gphn(1of2)	0.464563408	-0.415746486
gpi(1of2)	-0.612259439	0.495264284
gpr137b(2of3)	1.704881896	0.331621512
gpr155(2of2)	1.031313945	-0.65255585
gpr161(1of2)	-0.365956867	0.615494642
gpr22(3of4)	-0.153549389	-0.502118428
gpr89a	-0.525278701	0.452925212
gprc5b(2of2)	0.604606509	-1.744085252
gprc5c	1.757070298	0.56708655
gps2	1.303342284	0.442146269
gpsm1(1of3)	0.039187966	-1.897877371
gpsm1(2of3)	-0.124163453	0.751520454
gpt(1of4)	1.21272214	0.798924229
gpx4(2of2)	0.252577883	0.631531469
gramd1b(1of3)	1.556361407	-0.75436852
gramd1b(2of3)	2.688270389	0.471401028
gramd2	0.216039736	-0.518763759
gramd3(2of4)	0.094333691	0.550821657
grb2	0.372638093	0.542902918
gria3(1of2)	0.198037889	-0.978917532
grina(3of4)	1.642502622	0.478107561
grpel1	-1.630506204	0.65451244
grsf1	0.266316842	0.327948732
grwd1	-0.245359129	0.374610813
gsap	-0.638409424	-0.538841348
gse1(2of2)	-1.10369829	-0.336880518
gsg1l(3of7)	0.373346611	-0.505755029
gsg1l(5of7)	2.456907317	-0.443629491
gsg1l(6of7)	1.765031194	-0.660068364
gskip	-0.362143901	0.887339261
gsr	0.05570788	-0.348272995
gstcd	-1.841857715	1.643816284
gstm3(2of2)	1.736692184	0.641786163
gstt2b(2of2)	-0.491374805	0.364243277
gtf2e1	0.206644543	0.469237049
gtf2e2	0.460813478	0.422623496
gtf3a(2of3)	0.284327591	0.432561455
gtpbp1(1of2)	-1.149505093	0.368439342
guk1(1of2)	-0.964787453	0.548321003
gulp1(2of2)	2.894250873	0.580614554
gusb	-2.090839434	0.300587419
gxylt2	-0.737830231	-0.807644398
gyg1(2of2)	0.714549826	0.409661301
h2afv	-3.126297682	0.496685483
h2afz	-2.929743681	0.536232148
h3f3a(3of6)	-1.911560314	0.690630443
h3f3a(4of6)	-1.969314723	0.455778993
h6pd	-0.975362952	-0.582643088
habp4	-1.496186088	-0.570097585
hacd2	1.62061421	0.451633627
hacd3(1of2)	-0.195299592	0.381216341
hace1	0.400591218	-0.419267377
hagh	1.975663366	0.358643289
harbi1(10of28)	1.158204018	0.294143972
harbi1(11of28)	-0.098317466	-0.355141387
harbi1(20of28)	-0.159667892	-0.567291665
harbi1(25of28)	1.844800094	0.562370672
harbi1(26of28)	-0.160542618	0.527693316
harbi1(28of28)	0.071878546	0.922741022
hat1	-0.47430916	0.543401094
haus3	-1.55725853	0.563012588
hbegf	1.274727683	0.326924373
hbg2(2of4)	0.224674367	-0.733454228
hbs1l	0.10091935	0.42147675
hc	2.4251694	-0.814753826
hdac4(1of2)	1.458585387	0.595468835
hdgf	-1.108538229	0.568212403
hdhd2	0.011361197	1.804673857
hebp1(2of3)	-0.577034843	-0.386951093
hecw2(2of2)	-0.990455862	-0.553653696
hepacam(2of2)	-0.661697982	-0.796655481
herc1(1of2)	-0.584028763	-0.486312294
herpud2(2of2)	1.939776285	0.289426186
hexb(2of2)	-2.248724053	-0.641457254
hgd	3.231544677	0.630805528
hhat	0.233179842	0.743127454
hibadh(1of2)	-1.840843364	0.554839259
hid1	2.050656673	-0.282606165
hinfp(1of2)	0.17998249	0.441320201
hinfp(2of2)	1.616667206	0.323717699
hint2	0.025827529	-0.481594307
hip1r(2of2)	1.105252053	-0.495549417
hipk2(6of6)	0.339024689	-0.591187802
hipk4	1.125265642	-0.987081547
hirip3	-0.576873649	0.361160886
hk1(1of2)	-1.415841847	-0.341208376
hlf(1of5)	3.134022883	0.588890613
hm13	-0.452667154	-0.316109695
hmbox1(2of3)	-2.011767937	-0.761814654
hmbox1(3of3)	-0.761155056	-0.45040761
hmces	-0.553881674	0.363285363
hmcn1(5of8)	-1.274987785	-0.634266077
hmcn1(7of8)	-0.873297572	-0.599252723
hmg20a	0.323546531	0.425747872
hmg20b	-0.028449942	0.432604551
hmgb1(1of2)	-0.97734031	0.47610761
hmgb1(2of2)	-2.219293668	0.524564041
hmgb2(1of2)	-2.389044264	0.512802642
hmgb2(2of2)	-0.083812507	0.691839554
hmgcl	1.346655296	0.494519243
hmgcr(2of2)	-1.676991534	-0.690973763
hmgn1(1of2)	-2.057680696	0.538098753
hmgn3	-2.704132526	0.273324961
hn1(1of2)	0.27405797	0.890872448
hn1l	-0.0040556	0.351730866
hnf1a	-2.441177987	-1.099491203
hnrnpa0(1of2)	-1.533282469	0.30954006
hnrnpa0(2of2)	-2.866864095	0.413138782
hnrnpab(2of2)	-1.956141107	0.661748577
hnrnpd	-0.180733775	0.402825753
hnrnpk(2of2)	1.165015766	0.720984441
hnrnpl(1of2)	-2.284449583	0.319540329
hnrnpll	1.072613459	-1.054193937
hnrnpr	-0.753324467	0.31088034
hnrnpul1	-0.839546916	-0.42233849
hoga1	-0.29142632	-0.503415411
homez	0.88699965	0.356945512
hook2	0.9195999	-0.515448805
hoxa2(2of2)	-0.083070091	0.376794777
hoxa9(1of2)	-0.250802183	0.499042531
hoxb9(1of2)	-0.194214208	0.480222768
hoxc11(1of2)	0.484432066	0.618939016
hoxd11	1.654486937	0.619235517
hp1bp3	-1.765800328	0.369516528
hpd(2of2)	4.118304454	0.641646154
hps5	1.476398814	-0.297532511
hpse	-1.561070196	-0.797565144
hrh3(2of2)	0.732836376	-1.694575069
hs2st1(1of2)	-0.094655575	0.36437736
hsbp1	-0.781862511	0.414542039
hsd17b10	-1.618831205	0.381576887
hsd17b14	1.652651529	0.49327935
hsd17b6(2of2)	-0.707803424	0.494969726
hsd17b7(2of3)	0.701551293	0.317083227
hsdl1	1.246019234	0.710383557
hsp90aa1(3of3)	0.957688623	0.295578024
hspa4(2of2)	-0.286146378	0.383439332
hspa5	-0.198312018	-0.465335441
hspa8(2of3)	2.895420806	0.429437075
hspbp1	0.785246954	0.518301675
htt	-0.406189306	-0.415415085
hyal2(1of5)	-1.135297155	0.51461938
iah1	-0.358849606	-0.493520544
iars	-0.791344052	-0.446488265
iars2	-1.563387263	-0.459691067
ibtk	-0.029263301	-0.355351616
ick(1of2)	-0.05093028	1.877948158
ick(2of2)	0.109154677	1.531778429
idh3b	-0.194486678	0.471639858
idh3g	0.373766333	0.512590742
idi1	1.706346059	0.546405244
ids	0.288845195	-0.449375641
ier3ip1(2of2)	-0.490986705	0.450434224
ier5l(2of2)	2.560750438	0.348649396
iffo1(1of2)	-2.001150117	-1.648442141
iffo1(2of2)	2.731872354	-0.525146864
iffo2	-0.708403851	-0.469272481
ifi35	-0.728955832	-0.527907517
ifi44(1of2)	-2.054996909	-0.417878628
ifnar1	-0.219987075	0.331417195
ift46(1of2)	2.032854023	0.406924666
ift74(1of2)	-0.183904676	-0.480176241
ift88	-0.560831865	-0.464784594
igdcc3(3of3)	0.067407827	-0.68228748
igf2bp1	0.201670322	-0.407837024
igfn1(2of4)	2.878559993	-0.437110032
igsf5(1of2)	0.455747814	-0.553253779
ik(1of2)	0.369866373	0.32636652
ikzf3	-0.720490395	-0.609170025
il17d	-0.269521491	-0.483648746
il17rd(1of2)	0.593519632	-0.677465051
il17rd(2of2)	-0.6965615	0.46457719
il1rapl1(2of2)	1.285000314	-0.507603073
il1rapl2(1of2)	-0.088035039	-0.562797234
ildr1(1of2)	-0.087859256	0.488319881
ildr1(2of2)	0.328923299	0.770999445
ilf2	-1.497408997	0.441362344
ilf3(2of2)	0.249044366	-0.630087484
impad1	0.150496594	0.461657339
inf2(2of3)	-0.395967492	-0.438979868
ing2	-0.674689161	0.522182384
ing3	2.269548975	0.400107489
ing5	2.817765126	0.322244402
inhbb(3of3)	-1.236462692	-0.471567086
ino80e	-0.119403751	0.376755928
inpp4a(2of2)	0.062537357	-0.551909352
inpp5f	0.073425545	-0.420971262
inpp5k	0.782459985	-0.413232728
inppl1(1of2)	0.125998204	-0.626716247
