id	fc
fam129b	-0.08333333333333333
inhbb(3of3)	-0.695
gdnf(1of2)	-0.33
rtn4r(2of2)	-1.11
foxd1(3of3)	-0.485
c1ql3(2of6)	-1.31
plxnc1	-0.3
efna4	-0.4621428571428572
cpne5(1of2)	-0.8799999999999999
lox(4of4)	-1.24
mlxip(2of2)	-1.4500000000000002
magi3(1of4)	-0.75
lmx1a(2of4)	-0.7300000000000001
prr16(1of2)	-1.36
rasd1(2of3)	-0.48
rtn4rl1(1of2)	-0.9249999999999999
tomm20(1of2)	-4.036
sgpl1	-1.07
camta1(1of2)	-0.24857142857142858
slc30a2(1of2)	-0.24666666666666667
lbx1(1of3)	-0.33
traf4	-0.5755555555555555
nmb	-0.94
tecpr1(1of2)	-0.5350000000000001
sema3f(2of3)	-1.0859999999999999
parp11(2of2)	-1.2885714285714287
tmem211	-0.6849999999999999
cpeb2	-1.2
bmp3	0.07333333333333329
lef1(1of2)	-0.7546666666666667
tmem240	-1.11
trh	-1.025
itga10	-1.2375
kcnk18	-0.6859999999999999
hivep1	-1.2959999999999998
trim67	-0.15500000000000003
prima1	0.4040000000000001
kcnq5(4of4)	-1.21
il1rap(2of3)	-1.305
slc38a3(2of4)	-1.14
srgap1(2of2)	0.484
ppp3ca(2of5)	-0.48
il17f(2of3)	-1.48
wscd2	-0.7649999999999999
LOC107373678	-0.42999999999999994
mecom	-0.599
unc5b	-0.17375000000000004
cav1	-1.22
olig2	-0.9433333333333334
pcdh18(1of2)	-1.5709615384615392
stmn2(1of2)	-1.22
cdh24(1of2)	-0.7800000000000001
vegfb	-1.0
slc30a2(2of2)	-1.16
galnt6(1of2)	-0.6499999999999999
adra2b	0.4049999999999999
gbgt1(2of4)	-1.21
enox1(2of2)	0.6814285714285713
ntrk2(2of2)	-0.4822222222222222
zfp536(2of3)	-0.1975
hcn2(3of4)	0.52
sema3f(3of3)	-0.86
LOC107383136	-1.17
sh2d1a(2of2)	-1.4
nell2	-0.496
fgf6(4of4)	-1.17
shtn1(1of3)	-0.6809999999999998
fam84b(1of2)	-1.23
mef2c(1of3)	0.9709999999999995
gad1(2of2)	-1.16
trim27(3of3)	-0.37999999999999995
mtnr1a(2of4)	-1.13
hes3	-0.9850000000000001
cdh20	-1.1163636363636362
tmtc2(1of2)	-1.2699999999999998
LOC107389769	-1.59
hhipl2	0.6250000000000001
phlda3	1.275
neurod4(1of2)	-1.15
trhr(1of3)	-1.14
LOC107383647	-0.8823529411764705
irf4(3of3)	-1.4939999999999998
sulf2(2of2)	0.4538461538461538
rnf34(2of2)	-1.08
npy2r(3of3)	-0.385
drd4(1of2)	-0.21333333333333335
scn1b(2of3)	-1.63
pde8a	0.14
rtkn(1of2)	-1.0922222222222222
ntn1(3of4)	-0.3992857142857143
dct	-0.78
kirrel(1of3)	-0.9507142857142855
itga5(1of2)	-1.6754545454545455
npffr2(3of3)	-1.135
cabp1(1of5)	-1.13
cldn23(1of2)	-1.18
rnf222	-1.18
stx18	-0.6150000000000001
st8sia3(1of2)	-0.8099999999999999
cckar(2of3)	-1.28
npas3(2of2)	1.955
glra2	-1.3
kcne4	0.77
klhl14	-0.8
LOC107396281	-0.7535714285714284
slc8a1(1of4)	-0.1425
sphkap	-0.935
serpina10(1of2)	-1.24
npy(2of2)	-0.28600000000000003
march4	-1.14
mab21l2	-0.7944444444444444
camk4	-0.42571428571428577
zfp503(2of2)	-0.5291666666666667
plcxd1(3of5)	-0.91
xkr6(1of2)	-1.36
bcorl1	1.4185714285714284
shd(2of2)	-0.495
avp(2of2)	-1.92
fgf20(1of2)	-1.18
LOC107382333	-0.995
vit	0.382
dlx6(2of2)	0.10571428571428569
LOC107376736	-0.9584615384615384
st3gal2(2of2)	-1.61
ctnnd2(1of2)	-1.11
hic2(1of3)	-1.03875
usp43(1of2)	-0.91
igfbp3(1of2)	-0.027647058823529424
epb41l4b	-0.9033333333333334
fam46d	-0.51
esrrb(1of2)	-0.7830000000000001
drd5(4of4)	-1.26
rsad2	-1.3
msc	-0.82
arhgap44(1of2)	-0.9225000000000001
etv1	-0.4861111111111112
tle3(2of2)	-0.7083333333333334
scn4b(1of2)	-0.11099999999999999
ascl1(1of2)	-0.624
gabbr1(1of3)	-1.105
LOC107391493	-0.8457142857142859
pdgfb(1of2)	2.3
il17d	-1.24
ripply2	-1.08
LOC107379344	-0.6870000000000002
kif26b(3of3)	-1.12
zbed1(6of6)	-0.6457142857142858
c8orf76	-3.785
epha7(2of2)	-0.47021739130434764
zdhhc13	-1.4324999999999999
uts2r(4of4)	-1.13
iqsec3(1of2)	0.00999999999999999
vwf	-0.52
abhd15(1of2)	-1.32
trim9	-0.4
syt7(2of2)	0.30666666666666664
clcf1	-1.31
rab11fip5	0.6
gadd45g(1of3)	-0.7666666666666667
tnr	1.7833333333333332
pde4dip(1of3)	-0.40499999999999997
LOC107395112	-1.29
fam150b	-1.19
hs3st3a1(2of2)	-0.6569565217391304
tril	0.5025
lrrtm4(4of4)	-1.08
cdr2l(2of2)	-1.53
gpr158(2of2)	-0.23500000000000004
fam46a(3of4)	-0.35666666666666663
gpc5(4of4)	-0.8014285714285714
acsl3(2of2)	-0.32
kcnc1(1of3)	-1.18
pde10a	-0.42500000000000004
cadm2(1of3)	-1.29
clcn2(3of3)	-1.02
drgx	-1.25
fosl2(1of2)	-1.2
gli2(3of3)	-2.5950000000000006
htra3	-0.21500000000000008
gpr101	-0.4266666666666667
cdkl5(1of2)	-0.8899999999999999
lypd1(2of2)	1.2033333333333334
kcnj8	-0.18
mtnr1a(1of4)	-0.072
tmem200a(1of2)	-1.565
slc3a1	-0.55
kcng1(1of3)	-1.406666666666667
dpysl2(3of3)	-0.6180000000000001
jph1(2of2)	-1.25
LOC107375816	-0.12499999999999992
cables2(1of2)	-1.01
plxna4	0.037800000000000014
oxtr(1of2)	-0.37499999999999994
ptprm(2of5)	-0.5918181818181818
fam49b(1of3)	-0.18000000000000005
LOC107386852	-1.04
avpr1a(2of4)	-1.11
med13l	-0.06647058823529413
ext1(3of4)	-0.35333333333333333
lhx1(2of2)	0.5273076923076924
gadd45b(1of2)	-2.3075
cdk5r2	-0.38
hmx1	-0.4433333333333333
LOC107381539	-0.77
marveld1	-1.7
bahd1(1of2)	-1.195
lrrc38	-1.832
esm1	-0.7000000000000001
kcnn2(3of3)	-1.18
mycbp(2of2)	-1.66
LOC107376589	-1.16
fgf18(1of2)	-0.4835294117647058
lrguk	-1.2060000000000002
slc1a2(3of3)	-0.284
fam46a(1of4)	-1.39
efna5(2of4)	-0.9735000000000003
emilin1(1of2)	-1.16
tll1	-0.13250000000000006
kiaa1462(2of3)	0.625
ereg	-1.18
slc25a28(1of3)	-1.22
auts2(2of2)	0.14500000000000005
nsg1(3of3)	-0.36333333333333334
ryr2(7of7)	-1.4849999999999999
fam181a	-1.35
hoxc11(2of2)	-1.17
tmem200c(1of2)	-0.624
atg4c	-0.634705882352941
nfia	-1.255
dab1(2of2)	-0.47800000000000004
lrrc4b(1of3)	-0.48833333333333334
adrb2(3of3)	2.2649999999999997
erbb4(1of4)	-0.9799999999999999
frmd5(1of3)	-1.12
LOC107385567	-0.36999999999999994
cartpt(6of6)	1.69
trim46(1of2)	-1.28
kif7	-1.16
auts2(1of2)	-0.5111111111111111
rxrg	-1.0
msx2(2of3)	-0.59
olig3(2of2)	-0.858
irs1(3of3)	-0.9666666666666667
dnm3	0.0525
gramd1b(2of3)	-1.23
myf5	-1.09
nog(4of4)	-1.22
tcf4	-0.4357894736842105
nsmf	-1.03
irx4	-0.8528571428571429
zfp385b	-0.7849999999999999
tle4(1of2)	-0.42714285714285716
cnnm4(2of2)	-1.85
has3(1of2)	-1.08
mrpl33	0.007500000000000012
hmx2(3of3)	-0.6749999999999999
large(2of2)	0.137
rhcg(4of4)	-1.0975000000000001
sim1(2of2)	-0.08333333333333333
cacna1g	-0.022500000000000075
kdm2a(2of3)	0.8533333333333332
cacng3(2of2)	-1.22
plcl2(2of3)	-0.595
cspg5(2of2)	-1.05
plcg1(1of2)	-0.925
zic1(2of2)	-0.3338461538461538
rbp1(1of2)	-1.13
vgf(1of2)	0.15499999999999992
ptgis(1of2)	-1.19
cux2	-0.6873684210526316
prdm8	-0.5866666666666667
dph1	-3.17
LOC107387692	-0.47400000000000003
npy1r(3of4)	-1.17
pde4d(1of3)	-1.3199999999999998
cldn5(2of2)	-0.9550000000000001
sim1(1of2)	-0.8999999999999999
LOC107386916	-0.97
vsx2(2of2)	-0.97
gas2l1	-1.0366666666666668
nrg2(1of3)	1.465
tmem161a	-0.575
adgrg4(5of6)	-1.2575
crh	-1.23
cox6b1(1of3)	-1.05
rnf19a(5of5)	-0.99
adam11(1of2)	0.19000000000000006
bcor(2of2)	-1.625
htr2a(2of2)	0.842
vamp1(2of4)	-1.15
gse1(2of2)	-0.5566666666666666
garnl3	-1.19
LOC107377347	-0.46714285714285714
camk2d(3of3)	-1.17
hsd17b12(2of3)	-0.78
klhl23(1of2)	-1.165
slit1(3of3)	-1.2128571428571426
kbtbd11(1of2)	-2.03
wt1(2of2)	-1.04
samd3(1of10)	0.18857142857142858
pou3f4(1of3)	-0.44666666666666677
wfikkn2(2of2)	-0.8175
adamtsl5	-0.7092307692307691
ppfia2	-0.07200000000000002
irf8(2of2)	-0.9499999999999998
LOC107375121	-1.2
chrd	-0.16999999999999998
klhl11(1of2)	-1.35
dusp5	0.14500000000000002
kcnj3(2of3)	-1.22
rgs7bp(1of2)	-0.355
b4galnt4	-0.9075000000000001
cadps(7of7)	-1.325
syngr1(2of2)	-1.19
lnx2(2of2)	-1.16
lrrc31	-0.72
tmem145	-1.1
mafk(1of2)	-1.46
sec61b	-0.42499999999999993
pnpla8(2of2)	-1.03
arg2	-1.07
lox(2of4)	-0.41999999999999993
plk2	-1.33
mmp2	-0.4364285714285713
fam84a	-1.18
cep170(1of2)	0.9833333333333333
epha7(1of2)	-0.8099999999999999
itih3(2of3)	-1.04
hpgd(2of2)	-0.19
prkar2b	-0.7350000000000001
kiaa1549l(1of2)	2.4699999999999998
cap1	-1.53
rxfp3(4of6)	-1.1
fhl1	-1.6
entpd5(2of2)	-1.07
sfmbt2	-1.65
gpr183(1of4)	-0.25
col11a1(4of4)	0.31999999999999995
ptchd1	-1.23
adcy1(2of2)	-1.1525
t(2of2)	-0.5925000000000001
wdr43	0.6140000000000001
march9(1of2)	-0.655
LOC107392561	-0.33625000000000005
hdac9	-0.05800000000000005
chst14	-1.12
hand2	-0.95
LOC107382689	2.2350000000000003
znf804a(2of2)	-0.47000000000000003
nova1(2of2)	-1.24
lrrc28	-1.02
plpp6(1of2)	-1.13
rhobtb2(1of2)	-0.8600000000000001
ppp1r18	-0.33999999999999997
syt9(1of2)	-1.26
nr2e3	-0.23249999999999996
col12a1(1of2)	-0.48500000000000004
pcca	-0.91
rnf182(4of5)	-0.35624999999999996
LOC107394546	-0.3300000000000002
arhgef7(1of2)	-0.7366666666666668
trnaf-gaa	-0.2814285714285714
larp6(1of2)	-1.36
h2afv	-0.69
sept9(1of3)	-0.7066666666666667
tle3(1of2)	-0.5072727272727272
tecta(4of5)	-1.17
rgn	-1.85
hs3st3b1(4of4)	-0.834
fam171b(1of2)	2.075
cpn2	-1.6600000000000001
itga8(2of2)	-0.815
fip1l1(1of2)	-1.04
LOC107383162	-0.2772727272727273
fam19a4	-1.6933333333333334
agap3	-1.0325
panx2	-0.97
pcdhga2(2of3)	-0.7949999999999999
eva1c(1of4)	-1.72
nacc1(1of2)	-2.6
il1rapl1(2of2)	0.8133333333333335
runx1t1	-0.491875
pard3b(3of3)	-0.84
slc13a2(1of2)	-1.0
cnksr3(1of2)	-0.9550000000000001
tmod4	0.05499999999999985
syngr2(2of2)	-1.53
nxph2	0.06333333333333337
vasn(1of2)	-0.48999999999999994
tmem179(1of2)	-0.51
strbp	0.01000000000000003
pan2	-1.11
vat1l(1of2)	-1.22
map3k12(1of2)	-0.0025000000000000022
LOC107380763	0.34333333333333327
LOC107378142	-1.2036363636363634
tshz3(1of2)	-0.6649999999999999
prkcb(2of2)	-0.05500000000000005
itpka	0.1166666666666667
frem2(1of3)	-0.6749999999999999
wnk4(1of2)	-0.08625000000000002
dapk1	-1.4966666666666668
vwc2(2of2)	-0.41000000000000003
LOC107378133	-2.3520000000000003
insig2(2of2)	-0.4475
tbx4	-0.5485714285714285
LOC107391462	-1.22
gabrb2(2of3)	0.42999999999999994
tshr(1of2)	-1.1
slc24a2(3of4)	-1.17
sobp(2of2)	-1.2125
egr2(2of2)	-0.19333333333333327
trnak-cuu	-0.7829729729729729
atp13a3(2of2)	-0.9957142857142858
pcnxl2	0.47800000000000004
dock3(1of2)	-1.0
LOC107391470	-1.39
adh5(4of4)	-0.8321428571428572
otx2(3of4)	-1.14
itgb3(1of2)	-1.84
etv4	-0.7313333333333333
itih5	-0.33999999999999997
cnksr2(2of3)	-1.07
aanat(3of3)	0.36000000000000004
hes5(4of5)	-2.75
cul2	0.79
slc6a2	-1.534
brinp3(2of4)	-0.38999999999999996
brsk2(2of2)	0.5833333333333333
mybph(1of2)	0.12583333333333332
sema3f(1of3)	-0.7000000000000001
lox(3of4)	-1.04
scube1(3of3)	-0.895
ggact	0.9981818181818184
akr1a1(3of4)	-1.53
kcnh8(1of2)	-0.15000000000000002
slc12a2(1of2)	-1.22
tcf15(1of2)	-1.12
LOC107381971	0.52
kif5a(1of2)	-0.51
abtb2(1of2)	-1.13
zp3(4of19)	-0.73
rims2(1of4)	-1.21
tmem184a	-1.12
pmepa1	-0.42375
trim16(12of15)	-1.19
hook2	-1.6400000000000003
crabp2(2of2)	-1.5114285714285713
syt11	0.06714285714285716
LOC107394850	-0.7849999999999999
colec12(1of3)	-0.535
dlg4(2of2)	-1.095
pcdh1(1of2)	-1.0390909090909086
dhrs11(1of3)	-0.83
gucy1a3	-1.19
tns1(2of2)	-0.9300000000000002
galnt18(5of6)	-0.018
gna14(1of3)	-1.07
exoc2	-0.605909090909091
pim2(4of4)	-0.41000000000000003
tmem121(3of3)	-1.34
tomm40	-0.9775
LOC107391270	-1.1
angptl4(1of2)	-2.11
tubgcp5	-1.93
noc2l	-1.3075
gpr151(2of2)	-1.18
sema3g	-1.3633333333333333
vsnl1(1of3)	0.13333333333333333
cnksr2(1of3)	-1.09
ezr(2of2)	-0.47
sall1(3of3)	-1.0899999999999999
nrp1(3of3)	-0.8850000000000001
adcy2(1of4)	-0.608
dkk2	-0.5633333333333334
rax(2of3)	-0.99
rap2a(1of2)	-0.9099999999999999
crebbp(1of4)	-0.6180000000000001
sdk2(2of2)	0.05666666666666661
hs3st3a1(1of2)	-0.8150000000000002
ankef1	-0.34249999999999997
gabrr2(1of3)	-1.14
chl1(2of2)	-1.2699999999999998
gramd3(4of4)	-1.5
mid1ip1(3of4)	-1.5
lime1	0.2516666666666667
plch2(2of4)	0.072
shisa7(1of2)	-1.17
mettl23	-2.335
fat2(1of2)	-0.5717647058823528
LOC107386793	-0.5322222222222223
nrp1(1of3)	-0.3726315789473685
slc1a1(3of5)	-1.39
sacs(3of3)	-1.5699999999999998
ica1	-0.35000000000000003
fbln5	-0.89
rapgefl1	-1.1
LOC107397131	-1.06
sox9(1of3)	-1.14
esam(2of2)	-1.18
LOC107379854	-0.5442857142857143
adcyap1r1(2of2)	-1.21
jade1	-1.23
cyp1a1(1of2)	-1.19
pappa	-0.6519999999999999
lmna(2of2)	-1.615
c8orf4(1of2)	-1.17
gltscr1(2of2)	-0.74
rnf19a(3of5)	0.315
LOC107374947	-1.1
znf585b	10.76
cfap126	-1.47
klhl5	0.26333333333333336
mdga2(3of4)	-0.5650000000000001
dlgap1(1of3)	-1.27
foxo1(1of2)	-1.1
ptprd(4of5)	0.13199999999999995
esr1	-0.36750000000000005
grp	-0.98
map6(4of5)	-1.09
glg1(1of2)	-0.15333333333333335
tmem174	-0.4516666666666667
hgd	0.29
kiaa2022	1.2149999999999999
LOC107380015	-0.7193333333333334
lrp8(4of4)	-0.04583333333333333
hes6(2of2)	-1.37
pde3a(1of2)	-0.99
kcng4	-1.9200000000000002
pde4dip(3of3)	-1.3475
fat1(4of4)	-0.53
shisa3	-1.0645454545454547
samd11	-1.780625
hadh	-2.382
fgd4(1of2)	-0.09999999999999998
mctp1(4of4)	-0.99
pdgfa(2of2)	-0.5323076923076923
rasd2(3of3)	0.39
metap2(2of2)	-0.49000000000000005
adora1(5of5)	-0.43999999999999995
actn1	-0.916
LOC107373041	-1.09
LOC107389024	-1.02
sp5(2of2)	-0.7033333333333333
mycl(1of2)	0.5266666666666667
man1c1	-0.7041666666666666
b3galt2(5of7)	-1.09
prrx1	-0.04399999999999998
dio1	-1.48
ptprt	-0.26615384615384613
maml2	0.35000000000000003
kcnab1(2of3)	-0.9716666666666666
rorb(3of3)	-0.2775000000000001
plcxd3	-1.18
trhde	0.01400000000000003
cdh24(2of2)	-0.52
fat4(2of5)	-1.021764705882353
LOC107374876	2.75
LOC107372721	-2.99
klf6(2of2)	0.06916666666666668
micall2(1of2)	-0.4631250000000001
slc35g2(2of2)	-1.04
lrrc39	-1.35
klhdc8b	-1.18
rsrc1	-0.5981818181818181
neurl1b	-0.05999999999999998
magi3(2of4)	-1.2244444444444444
zfyve1(4of4)	-1.05
anos1	-1.21875
adamts14	-0.1733333333333333
tbc1d30	-0.66
lrriq1	-1.3633333333333335
rnf152	-0.935
wscd1	-0.5933333333333334
cpne8(4of5)	-0.98
LOC107373567	-1.31
col1a1(2of2)	-0.975
kcnj3(1of3)	-2.1999999999999997
LOC107382714	-1.3133333333333332
drd5(1of4)	-1.1
cldn19(1of4)	-1.08
lmo1(2of2)	-0.03666666666666665
ephb3(2of2)	-0.532258064516129
LOC107385340	-0.43499999999999994
tubb2a	-0.41500000000000004
spock2(2of2)	-0.97
cmah	-0.26600000000000007
slc24a3(1of5)	-0.9450000000000001
rbpms2	-0.28500000000000003
cldn11(1of2)	-1.02
tmeff1(2of2)	-0.32666666666666666
ptger4(1of4)	-1.22
ephb2(1of2)	-1.666190476190476
tshz1(3of3)	-1.04
nab1	-1.8
fzd10	-1.355
lmtk3	-1.24
inf2(1of3)	-0.5
dhdh(1of3)	-0.59
fam212a(1of2)	-0.5781818181818182
ggh(2of3)	0.6675000000000001
xk(1of2)	-1.04
zar1(2of2)	-0.655
kcnip2(1of2)	-1.22
syndig1(1of4)	-0.2783333333333333
rasl10b	-0.79
cryba2	-0.344
emid1	-0.72
tenm3(1of2)	-0.36750000000000005
glis2(1of2)	-0.33499999999999996
LOC107377091	-0.87
cystm1(2of2)	-0.6033333333333334
rorb(2of3)	-0.375
klhl21	-0.27249999999999996
picalm(3of3)	-1.22
ghr(3of3)	-2.49
rarb(3of4)	-2.586
soga1(2of2)	-0.4100000000000001
gfra1(2of7)	-0.94
bcam	-1.6892857142857138
dio2	-0.735
sp3(1of2)	-0.7615384615384616
ppp1r14b(3of3)	-0.925
abcg4(1of2)	-0.76
frmd5(2of3)	-0.37
irf6	-1.35
plxna2(1of2)	-0.589433962264151
kiaa1549l(2of2)	-1.14
esrp1(2of2)	-0.7275
fam222b(2of2)	-1.702
scn8a(2of2)	1.848
LOC107378814	-2.0775
tspan12	2.21
gnai2(2of2)	-1.08
cdh11(1of2)	-0.17227272727272724
syt10	-0.19
robo1(1of4)	-1.101
lzts1	-0.3393749999999999
slc8a1(4of4)	-0.7066666666666666
prmt3(1of2)	2.1966666666666668
rora(1of3)	-0.88
slit2(1of2)	-1.0587499999999999
gfra2(2of4)	-0.12000000000000002
LOC107391559	-0.75875
nav2	-0.7505263157894737
foxj1(1of2)	-0.030000000000000027
kctd16(2of2)	-1.13
sox9(3of3)	-0.45125
kcnk3(2of3)	-0.20999999999999996
csrnp2(1of2)	-1.155
opn3(2of2)	-0.05499999999999999
dpp6(3of3)	-0.48875
ckb(1of2)	-1.04
ncam1(1of3)	-0.7914285714285715
rybp	-0.5711538461538461
zp3(8of19)	-0.16000000000000003
xirp2(1of3)	-1.0
tenm1	-1.7
kcnq4	-0.5599999999999999
fst	-1.03
nefh(3of6)	-0.8733333333333334
cldn8(4of4)	-1.24
znf708(2of2)	-1.5683333333333334
bbs2	-0.9199999999999999
LOC107397011	-0.638
foxp1(1of3)	-0.36085714285714277
lrrc32(1of2)	-1.34
LOC107375086	-2.08
npas4(2of2)	-1.01
vcan(2of4)	-0.13428571428571429
brinp3(1of4)	0.97
arhgef28(2of2)	-0.2874999999999999
rbfox2(2of2)	-1.2366666666666666
atp1a3(1of2)	-0.5085714285714286
slc17a6(2of2)	-0.98
rasgrf1(3of4)	0.196
chrnb2(3of3)	-1.14
cdpf1	-0.7799999999999999
tjp1(2of2)	0.1814285714285713
barx2	-0.913076923076923
usp43(2of2)	-0.9115384615384615
nlgn1(2of2)	-1.355
tmem200a(2of2)	-0.7725
syngap1(1of3)	0.6300000000000001
osgin2(2of2)	-0.28
tmem74b	-1.335
c2cd4c(2of5)	-0.36999999999999994
cldn11(2of2)	-1.16
LOC107388557	-0.7594117647058825
plxna1(2of2)	-0.7766666666666667
mme	-0.24500000000000005
slc2a13(2of3)	-0.98
galr2(1of4)	-0.91
cplx1(2of2)	-0.9466666666666667
adcy6(2of2)	-1.13
ptgfr(3of4)	-1.18
ogfrl1(2of2)	-0.15499999999999997
syt3	-1.3166666666666667
LOC107380152	-0.22749999999999998
pdgfc	-1.2
pcdh8(2of3)	-1.02
LOC107392994	-1.8735294117647063
atn1	-1.21
hadhb	-0.8557142857142858
robo1(4of4)	-1.1378723404255313
znf235(55of148)	-1.12
syn1	-1.06
slc22a23(2of3)	-0.5366666666666666
gabra5(2of2)	-1.03
kndc1(1of3)	0.28250000000000003
spred1(2of2)	-1.07
zar1(1of2)	-0.94
plcxd1(1of5)	-0.485
gpr85	2.675
tspan4	-1.29
tfap2c(2of2)	-1.03
gimap7(7of11)	-1.06
usp12(5of5)	-0.48666666666666675
tia1(2of2)	-0.8184000000000001
atp6v1c1(3of3)	-1.35
foxg1(2of3)	-0.35923076923076913
adora2b	-1.78
pitpna(2of2)	-0.7100000000000001
ckmt2(2of3)	-1.03
LOC107397209	-0.9233333333333335
ets1(1of3)	-0.5528571428571428
fn1(2of3)	-1.06
prr12(1of2)	1.566
npr1(1of4)	-1.15
map3k5(1of2)	-0.28222222222222215
rasef(2of2)	-0.8266666666666667
snx25(1of2)	0.030000000000000027
hlf(4of5)	-1.4
lrp11	-1.705
car10(1of2)	-0.9025000000000001
sox6(2of2)	-0.421304347826087
npdc1	-1.86
phospho1(1of2)	-1.5666666666666667
nanos2(2of2)	-1.14
celf2(2of2)	-1.0290909090909088
htr4(1of2)	-1.05
march11	-1.883333333333333
fam185a	-1.12
tshz1(2of3)	-0.2856666666666666
slc25a42(1of2)	-0.8200000000000001
npas3(1of2)	-0.9658333333333333
meis3	-0.74
rgs6(2of2)	-0.6699999999999999
pcdh19	0.12769230769230766
tex2(3of4)	-0.61
pfkp(1of2)	-1.44
tesk2(1of3)	1.0571428571428572
kcnip3(1of2)	0.18714285714285708
adra2c(1of2)	-1.06
rims2(2of4)	-0.5999999999999999
trim39(15of27)	-1.355
npr3(2of2)	-0.93
dio3(2of2)	-1.1
icoslg	-1.34
ret	-0.0775
cspg5(1of2)	-0.915
smad4(3of3)	-0.914
smoc2	-0.5330769230769232
cbfa2t2	-1.8937499999999996
lingo2(2of2)	-0.9712500000000002
cartpt(1of6)	-1.23
robo2(2of4)	-1.0312903225806456
rasd1(1of3)	0.043333333333333335
LOC107379495	-1.15
megf10(3of4)	0.275
slain2(3of3)	-0.195
klf13	-1.402
fmn2(3of4)	0.49
kif3c(1of2)	-1.17
gpr149	0.05500000000000005
ebf2	-0.8375000000000001
tprn	-1.31
efna3(2of2)	-0.3370000000000001
ca6	-0.54
fzd8(2of2)	-0.4740000000000001
col23a1	-2.2026666666666666
LOC107379991	-0.97
mkx(2of2)	-0.7266666666666666
adss(2of2)	0.03500000000000003
ucn3	-0.97
gng13(2of2)	-1.1
snai2(3of3)	0.23249999999999998
grid1(2of2)	-1.06
diras2(2of2)	0.4900000000000001
clvs2	-1.42
add2	-1.04
trim36	-0.23250000000000004
gphn(2of2)	0.6333333333333333
tnfrsf11b(2of4)	-1.275
drd5(3of4)	0.9333333333333332
batf(1of2)	-1.3
api5	-1.31
lrrtm4(1of4)	-1.05
kcna1(2of4)	-1.04
grm4(1of2)	-1.1
taok3(2of2)	-0.5933333333333334
pvrl2(2of2)	-1.8299999999999996
brinp3(4of4)	-0.31
LOC107380616	0.5766666666666665
ntn1(4of4)	-0.87
LOC107388535	-0.95
LOC107382479	-0.415
nr2f2(3of3)	-2.041666666666667
LOC107384743	1.0075
c16orf58	-0.91
spock2(1of2)	0.3375
tp53bp2(2of2)	-0.9533333333333333
fam19a2(2of4)	-1.23
cic(1of2)	-2.17
cep170b(2of2)	-0.5950000000000001
lrrc16b(3of3)	-1.01
zfp703(1of2)	-0.7933333333333336
ch25h(3of5)	0.025000000000000022
LOC107380939	-0.3187500000000001
myb	-0.5733333333333334
fat1(1of4)	0.3133333333333333
rgs6(1of2)	-0.07249999999999995
bmp4(1of2)	-0.6537500000000002
capns1(1of2)	-1.365
mcam(1of2)	-0.04545454545454546
cerk(1of3)	-0.95
them6(2of2)	-1.44
fgf17	-0.664
meis2	-1.0289655172413794
sox2(2of3)	-0.9125581395348837
rufy1	-1.9066666666666665
mafb(2of3)	0.1958490566037736
gabrg3(3of3)	-1.08
dll1(2of5)	-0.8979999999999999
plch2(3of4)	-0.8057142857142858
gas1(2of3)	-1.2418181818181817
tenm2	0.05229166666666665
ppp2r2b	-0.6433333333333333
mnx1(1of2)	-1.0899999999999999
col4a3bp(2of2)	-1.66
lingo1(1of4)	-0.31666666666666665
megf6	-0.7375
nptxr(2of2)	-0.93
adcy6(1of2)	-0.47500000000000003
cmip	-1.55
plppr5(1of3)	1.6150000000000002
slc18a3(1of2)	-0.94
rapgef3	-1.1733333333333333
elmo3	-2.733333333333333
csmd2(2of2)	-0.10714285714285714
dach1(1of2)	-0.9600000000000001
kcnt1(2of2)	-0.885
tada2a	-1.641
ikzf2	-0.5139999999999999
inpp5a(1of2)	-0.7166666666666668
hcrtr2	-1.1075
slc7a6	-1.86
hs2st1(1of2)	-0.7574999999999998
cdh4(2of2)	-0.07
sphk1(3of3)	-1.27
myo10(1of4)	-1.3325
pqlc2	-1.365
prkar2a(1of2)	-1.21
fzd5	-0.6663636363636363
antxr1(1of4)	-1.06
fshr	-1.18
mapt(2of2)	-1.3900000000000001
gtpbp8	-0.9125000000000001
rrad	-0.98
dusp8	-0.9363636363636366
atp6ap2	-1.2857142857142858
hs3st2(1of2)	-1.01
igfbp5(2of2)	-0.585
marc1	-0.7425
met(1of2)	-0.8846666666666666
zc3h12c(2of2)	-1.43
lrba	-1.28
c1orf216	-1.27
clasp1(2of3)	-1.68
fbxw4	-0.6781818181818182
smarcad1	-1.52625
rxfp3(1of6)	-1.06
rbms2(1of2)	-0.4483333333333333
pld5(1of2)	-0.235
plec(1of4)	1.17
nova1(1of2)	-0.5599999999999999
gli2(2of3)	-0.84
slc4a4(2of2)	-2.69
pim3	-0.901
sgcz(1of2)	-0.9299999999999999
hivep2(1of2)	-1.2116666666666667
ybx2	-0.655
nbl1	-1.33
gcgr(2of2)	-1.374
pip4k2a	-1.35
lrit1(2of2)	-0.99
LOC107384445	-1.1642857142857141
slain1(1of2)	-1.37
hmha1	-1.08
fgf13(2of2)	-1.025
prkd1	-0.6342857142857142
alx4(1of2)	-1.2699999999999998
usp31(1of2)	-1.0
gfra2(4of4)	-0.13666666666666663
dpp6(2of3)	0.19125
rab39a(2of2)	-1.3
spire2(1of2)	-0.6066666666666666
LOC107381520	-1.28
cxxc4(2of2)	0.8110000000000002
