Gene	Chip_FC	RNA_FC
ilf2	-0.95	-1.460569317
nedd8(2of2)	-0.96	-2.878143071
haus6	-0.99	-1.514204339
arhgap19(2of2)	-1.62	-5.458350435
col27a1(1of4)	-1.0	-1.734421184
echs1	1.13	-1.204250273
cplx3	0.8499999999999999	1.505915665
bahd1(2of2)	-3.32	1.649196423
edil3(3of3)	2.11	1.860020646
rfwd3	-0.93	-2.509251194
phf5a	-0.94	-2.44745719
uggt1(2of2)	-1.28	-3.627756034
msto1	1.0	2.623525557
zfp536(3of3)	-1.9849999999999997	-1.692748656
rap1b(1of3)	-1.18	-2.88282397
itm2a	1.15	2.271023959
psmc3ip	-0.96	-2.452923062
gse1(2of2)	-1.94	-1.250495344
cdkn2d	-0.93	-3.401859601
aamdc	0.5700000000000001	4.01682795
hist2h2be(7of12)	-1.3	-7.154111404
tuba1b(2of2)	-1.35	-2.709471272
mki67	-0.97	-4.60866816
adcy2(4of4)	4.39	3.332601198
tmem55a	1.17	2.533012058
hey2(1of2)	1.72	1.715607258
asf1a(2of2)	-0.92	-3.613588962
pdss2	-1.17	-1.553381276
g3bp1	-0.015000000000000013	-1.783003821
slc7a3	-0.95	-1.763533098
aarsd1	-1.16	-1.990258717
ewsr1	-0.9	-3.972781621
tctn1	-1.16	-1.238903987
zfyve9(2of2)	3.12	3.327960998
tmem209	-0.99	-1.407906514
b4galt5	-0.92	-1.158661339
serp1	1.9200000000000002	1.866257279
cdx4(2of2)	1.31	2.84167708
orc3	-1.35	-2.563536617
mtpap	-1.11	-1.702482387
ergic1	-1.69	-3.255010002
etnk1(1of3)	-1.25	-2.450460522
dnajc5(3of4)	-1.41	-2.166893583
nae1	-0.98	-2.304480055
dgat1(2of3)	1.14	2.243634616
pex2	1.0	1.34092379
fign(1of3)	-1.565	-1.049345297
psmc4	-0.92	-1.864294001
pggt1b	-1.32	-1.896686498
usp6nl(3of3)	-1.1	2.101854119
cep55	-1.5	-3.085230062
ndnf(2of2)	-1.12	-1.448636147
zcchc10	-1.07	-1.13727088
znf649	-1.03	-1.595573269
col27a1(4of4)	-1.57	-2.028429035
il1rapl1(2of2)	1.92	1.475122113
ercc6l	-1.04	-2.808638902
mcu(2of2)	-0.05499999999999994	-2.946519545
suclg1	-1.21	-2.427699606
atp8a1	-1.22	-1.240750595
arf5(1of2)	1.795	-1.105249259
tuba1c(2of10)	-0.88	-2.780661254
tln2(2of2)	2.795	-1.298024262
ncapd2	-0.98	-2.123852894
dlgap5	-1.33	-7.685254087
xrcc5	-1.42	-1.563889714
plcl2(2of3)	-1.74	-1.670279857
LOC107395071	1.03	1.700973787
gpaa1	-1.075	-1.58998544
casc5	-1.03	-3.939808916
lrrcc1	-1.21	-1.483348867
sema3a(2of4)	-4.145	-1.774656479
pofut1(2of2)	-1.35	-3.187466091
camsap2(1of2)	-1.78	-1.341381246
mcm9	-2.11	-2.947085912
plekhg1(2of2)	-0.9433333333333334	-1.187711216
ube2d4(1of2)	-1.19	-1.74096318
dchs1(2of3)	-1.52	-1.804214797
ext1(2of4)	-0.91	-2.0105995
ankle1	-0.95	-1.099732533
cript	1.57	1.14193275
lars2	-1.03	-1.853389295
atg9a(2of2)	1.49	2.426286504
sqrdl	1.42	2.108014031
clip2	-0.925	-1.153942341
zfp879	0.97	1.525607065
zfp512	1.14	2.609263105
prtg(1of2)	-3.38	-1.332010293
slc25a5(5of5)	-1.3	1.264653888
zswim6(2of3)	-0.9	-1.299966377
slc25a14	-1.03	-1.6643102
prox1(3of5)	-2.465	-4.12273853
LOC107387798	1.79	4.90348415
tgfa	1.82	2.352606364
fam98b	-1.07	-1.634294456
dhx9	-1.03	-2.622560156
tcf12(2of2)	-2.56	-1.373543471
ddo	-0.87	2.919691249
sil1	0.96	2.512515023
fam181b	-1.39	-1.601639121
st8sia1	-1.5	-1.307757986
pcdh18(1of2)	-1.38	-1.955410689
ccp110(2of2)	-3.41	-3.33777745
pik3ca(2of3)	-0.9	-1.215279399
uba6	-0.97	-1.96539344
rbm4b(4of4)	-0.85	-3.164528948
hyal2(3of5)	-2.61	-3.386654958
rad51	-1.21	-4.660318696
gpc6(4of4)	-1.88	-3.061765704
dach1(2of2)	-1.32	-1.689431584
slc30a5	-1.03	-1.361020221
fam173a(1of2)	-1.85	1.232323843
cpn1	-2.45	-1.595338062
cebpzos	1.28	2.097506698
c19orf47	-1.04	-1.104661027
cyth3(1of2)	1.1	1.115932247
rad51ap1	-0.9299999999999999	-5.599517142
rab3d(2of2)	3.4	2.706625459
vkorc1l1(2of2)	1.11	1.188326604
tank(2of2)	-1.56	-1.562540678
rps4x	-1.17	1.442978935
c9orf172(1of2)	1.31	3.058005931
pitpna(1of2)	-2.97	-3.945961872
ash2l	-1.06	-3.086024308
gdpd1	1.57	1.911570362
tmem200a(1of2)	-2.16	-2.719252686
agmo	1.2	1.728906363
tars(1of3)	-0.9	-2.151222686
rnf144a	0.93	1.684312297
myh9(2of2)	0.05999999999999996	-1.204530478
ano5(2of2)	1.06	1.413563826
mydgf	-0.91	-1.853267618
odf2(1of3)	-1.75	-1.701065315
bola3	-1.05	-2.048711333
necap1(2of2)	-7.71	-5.89185493
c19orf44	-1.18	-1.004371015
enox1(1of2)	-2.2	1.656314238
hoxa7	2.085	3.419288414
rtca	-0.93	-1.703519495
gcnt4	-2.68	-4.566994996
LOC107381070	-0.9	-1.115149184
cep152	-1.13	-2.404712782
mrpl37	-1.79	-1.459727601
nkain2	-1.87	-2.63629429
bdh2(1of2)	2.07	2.01701306
cers4	-1.75	-3.887446733
diaph3(3of4)	-1.19	-4.151093157
mpv17l2	-1.115	-2.666223645
zbtb16(3of3)	-2.835	-2.170167877
mex3a	-0.9	-1.210188256
fbn2(2of3)	-1.12	-2.536981341
bach1(2of2)	1.12	1.211983699
crcp	-1.27	-1.056344633
hells	-0.94	-2.023346235
snrpa	-1.27	-1.337471361
efna2(1of2)	-2.5	-4.669717933
plaa	-0.92	-2.733459669
oxsr1(2of2)	-0.615	-1.211841888
kiaa0586	-1.31	-1.705988752
sorl1(4of4)	0.91	1.521453631
slc1a5	-0.96	-1.800255304
bhlhe40(1of2)	1.63	2.404346883
rtel1	-0.95	-3.07317251
pola2	-1.2	-3.802052777
tef	2.2399999999999998	2.073923309
ndrg4	5.265000000000001	4.481297917
ism2(2of2)	-2.13	-2.570327853
setd8(2of2)	-1.48	-4.229251442
khdrbs1(2of2)	-0.81	-2.540192225
dbf4(2of2)	-0.97	-3.734027476
abhd5(2of2)	1.75	1.803660139
has2	-1.96	-1.937265594
tp53inp2(2of2)	-2.03	-2.139647407
prim1	-1.29	-2.609309556
h3f3a(6of6)	-0.91	-5.45383724
edem3(2of2)	-1.41	-1.747899898
notum(2of2)	1.05	1.491987243
als2(1of2)	-1.47	-2.147795322
klf13	-2.21	-3.656667425
actr6	-1.27	-1.016276687
vgll3	2.02	2.010085189
hsd17b14	2.23	2.059829279
eftud2(1of2)	-1.03	-2.361763317
nat16(1of2)	-2.16	-1.539359245
gpr173	-2.45	-2.052172278
brpf3(1of2)	-1.07	-3.095560635
dbx1(2of2)	-2.033333333333333	-3.11427207
ndufa7	-0.89	-1.216573897
col11a1(3of4)	-3.645	-3.229565328
eya2	-1.74	-2.033066016
bcl2	0.92	1.734992036
thoc3	-0.675	-1.112590493
zic4(2of2)	-1.295	-2.646813275
ggt7(2of2)	-3.45	-5.018400185
lipg	-1.37	-1.058721608
cntn1(2of2)	2.07	2.427081278
robo1(1of4)	-2.73	-3.582250478
ulk1(2of2)	0.92	1.754646556
caprin1(1of2)	-0.7766666666666667	1.181983841
ncaph	-0.92	-4.213316704
bcl7a	-0.98	-3.578787873
hagh	0.93	2.252680368
fhl1	2.02	1.410341619
rttn	-1.29	-2.433412042
btbd6(1of2)	-0.925	-1.046951423
pdia4	-0.89	-2.898091372
st6galnac6	1.3	2.639617093
kif20b	-1.01	-2.066872607
elac1	-1.25	-1.716552706
fanci	-1.54	-3.973388423
hist2h2ab(10of10)	-1.28	-6.886844059
dctn5	-1.22	-2.032503317
atf5(1of2)	3.51	3.469853721
ttll4	-1.04	-2.334689802
stx2(2of2)	1.05	1.22423052
eif4g3	-0.84	-3.278083409
LOC107379854	-1.03	-1.434854039
kalrn(2of2)	-1.8	-1.856559827
dusp5	-1.42	-2.031651941
pcdh19	-1.15	-1.706090984
maml2	-1.38	1.09951034
hsdl1	1.27	1.374589116
ppp1r8	-0.9	-1.579203742
apmap(2of2)	1.95	3.585221438
smcr8(1of2)	1.2	2.107611344
chd4(1of2)	1.69	-3.338640457
brd7	-0.9	-1.96085619
dpysl2(2of3)	-5.2	-5.285234473
hlf(3of5)	-1.91	-3.306744068
sgsm1(1of2)	2.21	2.878776096
col15a1(5of5)	-2.89	-1.265764964
abca1(1of5)	1.3	1.881397461
cntnap2(1of2)	-1.43	-1.56526285
trabd2b(2of2)	-1.43	-1.063770844
rps27a	-0.7250000000000001	1.497428992
fer	-0.76	-1.055033744
tchp	-1.28	-2.203532937
rpl30	-0.82	3.138208941
adam12(3of3)	0.91	1.928237763
tssc4	-0.95	1.958331786
tp53i11	-1.03	-1.125267633
mis12	-1.06	-2.943068461
nox4	-2.21	-1.213997686
eya1	-1.725	-1.945903005
hist2h2ab(2of10)	-1.77	-9.017344641
bnip3(1of2)	1.01	3.251755797
nup93	-1.06	-2.428075614
slc25a17(2of2)	-3.47	-3.129075281
dhrs11(3of3)	-0.94	-2.04371166
galnt2	-0.91	-1.912296863
ptprz1(2of2)	-2.2	-1.533124344
atp6v1a(2of2)	-1.87	-3.332817151
uckl1(3of3)	-0.86	-1.619820088
ppp1r26	-1.05	-1.868256827
c2orf69	1.35	1.639966783
casp8(3of3)	-1.09	-1.941968558
mmaa	-1.52	-2.251161454
ptprz1(1of2)	1.17	1.438429277
dhdds	0.405	-1.336148022
plekho1(1of2)	-4.55	-1.257630697
naa35	-0.97	-1.047036398
tmem180	-0.9	-1.059699726
tspan14	-0.87	-1.212892953
gmds	-1.82	-1.374587635
rps27(2of3)	-0.79	2.180404111
dnal1(1of2)	4.275	4.917671324
hspa1l	8.76	5.638336956
ppm1e	-2.61	-2.053693638
rnf219	-0.87	-1.933090986
flvcr2(1of2)	-1.63	-1.728854871
tamm41	-1.18	-1.084176823
dusp26(3of5)	1.64	3.668778022
fam69b	2.25	2.764270437
slc25a5(1of5)	0.8	2.945226826
ankrd22	0.5700000000000001	1.242686627
tmem187	1.15	1.118096373
ccdc47	-1.82	2.112547824
ano1(3of5)	-8.68	2.216726918
pald1	-1.36	-1.372196334
zscan29(9of9)	0.8	1.103778874
cltc(3of3)	-0.78	-2.483944633
papd7(1of2)	-1.13	-1.665655048
tgif1	-0.325	1.112241606
fam217b(1of2)	3.715	1.679109519
endog	-1.34	-3.889886941
ugp2(1of2)	-1.1	-1.71253357
itga6(3of3)	1.49	1.003421774
zdhhc15	0.725	1.079710049
abhd16a	-0.92	-2.394904568
afg3l1(1of2)	-1.22	-2.778094122
kars	-1.03	1.004528942
suz12(1of2)	-1.01	-1.985006478
acox3	-1.24	-1.712162561
sacs(3of3)	-2.15	-2.21172216
drg2	-0.9	-2.62572078
cox8a	-0.96	-2.488390937
camlg	-0.95	-5.262338949
paip2b(1of2)	0.535	1.352250301
mkrn2(1of2)	-1.07	-3.964536512
hs6st3(1of2)	-1.61	-2.415009843
wdr1	-0.93	-2.493611407
esyt2(1of2)	0.96	1.418022281
incenp	-0.85	-2.721964951
specc1(2of2)	1.255	2.574440007
myo6(1of2)	-0.81	-2.773553752
ebf3(2of3)	-1.43	-1.874533444
tmem245	0.81	1.355404758
suv39h1	-1.03	-2.665063133
ap2s1(1of2)	-0.87	-2.054876569
sox2(1of3)	0.025000000000000022	-1.822937841
tap1	-1.35	-1.547289183
slc35a4	-1.1	-1.440576717
sf3b5	-0.83	-2.029734034
selk	0.77	2.686059399
smn1(2of2)	-3.6	1.069517837
dock3(2of2)	1.3	2.127236874
krtcap2	-0.91	-2.828706985
sept7(1of3)	-0.81	-1.870805435
hist2h2be(8of12)	-1.4	-6.088955785
coro1c(2of3)	-0.88	-1.716533277
sfrp2(2of2)	-1.74	-1.285389672
harbi1(5of28)	-1.06	-1.237371326
LOC107395009	1.92	2.552891136
smarcad1	-0.97	-4.683195942
fgfbp1(1of3)	1.68	3.619452526
shroom3(1of2)	-1.505	-1.431824552
col2a1(1of3)	-0.77	-1.45602654
btn1a1(4of4)	-2.3	-2.385450353
gsk3b	-0.93	-1.957657257
xrn1	-0.94	-1.632785952
ascl1(1of2)	-3.55	-3.306614781
cnih1	-0.9	-1.686307355
st6gal2(2of2)	-1.23	-1.800539691
anp32a(1of2)	-0.78	-1.574385601
pnpla8(2of2)	-0.9	-1.383453313
urod	-1.26	-2.747382189
adk(3of3)	-0.92	-2.302955705
epha4(1of3)	-0.8	-1.15618284
csrnp2(1of2)	-1.04	-2.673537093
fbxo34	3.2350000000000003	1.780570986
map2k6(2of2)	-0.83	-2.211536113
nr6a1	-0.1433333333333334	1.400330114
sema3g	-1.7	-2.981521972
mrpl42	-0.91	-2.286190495
otub2	0.89	2.9646504
dnajc21	-1.05	-2.470674952
ssx2ip(2of3)	-3.42	-1.520137124
gns(1of2)	1.9399999999999997	1.507976746
dnajc4	0.88	1.872827104
adam19	-2.16	-2.310552681
dsn1	-0.9	-1.197651642
ddx31	1.05	1.995042195
cnnm2(2of2)	-1.23	-1.228110487
clptm1l(2of2)	-1.03	-1.61700219
raph1(2of2)	-0.89	-1.016224003
dnmt3b(3of4)	-0.88	-2.123241617
iffo1(2of2)	1.38	3.363475509
rdh12(3of7)	0.88	1.80494278
agpat4(1of2)	0.82	1.451677875
foxj3(1of2)	-1.55	-1.227007596
LOC107382689	0.95	2.483390267
lhpp	-0.915	-1.706500926
slc38a9	-1.47	-1.080140847
brca2	-1.06	-1.173198684
ppp5c	-0.08666666666666667	-1.651816359
pla2g3(2of3)	-3.9850000000000003	-2.873835112
urm1	-0.65	-1.152786469
mpp2(1of2)	0.95	2.076633087
flcn	0.89	2.330627812
tsen15	-1.77	-1.923463417
tapbp	-1.15	-2.477573237
rps5	-0.8	1.660722638
ogfod2	-2.025	1.371688904
zc3hc1	-0.87	-1.261444743
smad9	1.86	2.435704102
rims2(3of4)	-1.96	-2.565319946
sulf2(2of2)	-2.5549999999999997	-2.288032021
dync1h1	-0.97	-2.888788797
LOC107379182	-1.41	-1.727369885
kdm2b(2of2)	0.84	3.53588785
sspn	4.11	2.409894446
tert	-0.95	-2.694912113
nek8	-1.84	-2.857276256
cables1	0.79	2.691358336
eif3i(1of2)	-0.73	1.53516959
sh3bp5(2of2)	-1.1	-1.885867036
ect2	-0.85	-3.878314262
tnpo2(2of2)	-0.78	-1.477329161
arrdc3(1of8)	0.87	1.214217423
tmem165	0.855	-1.232873832
igfbp3(1of2)	0.95	1.794676244
psmd11(2of2)	-0.85	-2.363825726
kctd12(2of2)	-2.55	-2.787830596
fgf10(1of2)	-3.12	-1.247486009
pnpla2(1of5)	0.96	2.255147032
donson	-0.99	-2.175672961
dcun1d2	-1.79	-2.346867932
midn(2of2)	-0.76	-2.492692123
clptm1	-0.88	-2.092187056
ncoa2(2of2)	0.20666666666666667	-1.056686085
sox10(1of2)	-2.08	-1.693258551
nhej1	-1.07	-1.710033219
atp5f1	-0.82	-1.016748228
nicn1	-1.49	-2.437962176
slc25a15(2of2)	-1.36	-3.139984839
ctage5	-0.53	-1.113593151
casz1	-2.62	-2.027455331
dcc(2of2)	-2.06	-1.862079196
ccdc136(3of4)	2.33	3.91242169
LOC107395101	0.4066666666666667	-1.220182175
mpzl2(2of3)	2.12	1.647534238
pde3b	0.77	1.725621126
net1(2of2)	-1.08	-3.356840705
ermp1	-1.53	-4.06345304
dcx(2of2)	-2.01	-2.03384024
srsf1(1of2)	-0.76	-2.60448345
tor3a	2.0166666666666666	1.324406402
fhl3	-3.24	-1.557403922
cdh11(1of2)	-1.01	-1.599247557
txnl4a	-0.98	-1.677930454
cdkl1(1of2)	5.17	2.954784628
ptrh2(2of2)	-0.9	-1.67151542
ldlrap1(1of4)	1.75	2.828718437
kiaa1456(1of2)	-1.93	-2.874872655
robo2(2of4)	-0.84	-1.146300106
tmem38b	1.26	1.153356761
ccdc39	1.38	1.669522458
nipa2(1of2)	1.58	2.626962673
mn1	-0.77	-1.062390631
slc31a1	-2.45	-1.726489017
gas7(2of2)	1.47	1.75780919
prkx	-0.93	-1.132203577
cad	-0.92	-2.354096171
chdh	0.83	1.060983311
kdelr2(2of3)	-0.7	-1.610407459
LOC107397346	-0.94	-1.325468713
map1b(1of3)	-1.96	-2.585601947
fam195a(1of2)	0.73	2.103162413
LOC107387968	-1.04	-3.43201976
kcng3(1of2)	1.31	3.350280763
rmi2	-2.17	-5.984062447
top2b	-0.73	-3.702926021
yae1d1	-0.83	-1.337262043
abhd12(3of3)	-1.38	-2.185396945
stk36	-1.65	-1.87897718
atp1a3(1of2)	-2.89	-1.272562911
ppid	-0.93	-3.992828887
slc25a47	1.48	1.696706932
uba1(2of2)	-1.84	-1.918346442
tkfc	0.68	1.920013466
gpm6b(3of3)	-0.78	-1.654329499
ppara(2of2)	0.85	2.742983435
onecut1	-1.2175	-1.475889235
calr(2of2)	-1.08	-1.880813901
cdc16	-0.81	-1.332186662
dhx34	-0.95	1.099388651
sox6(1of2)	-1.72	-1.090516406
bin1(2of2)	1.25	2.952509304
meis2	0.124	-1.648247038
nudt19	-0.91	-1.298214935
marveld1	1.43	1.452395915
mat1a	-2.35	-1.759533051
col9a3(1of2)	-4.26	-3.753899604
nek2	-4.77	-6.52953181
nes	-2.55	-1.007139201
dnajc11(1of2)	-0.72	-2.110727072
malt1(3of3)	-1.73	-1.247656473
aebp2(1of2)	-0.73	-1.291890802
ap1m1(1of2)	-0.84	-2.085412153
dcst1	4.57	3.06150501
stx1a	2.51	2.788431974
abcc10	-1.19	-1.187091387
gemin6	-1.1	-2.795469255
rcan1	-0.82	-1.236738861
alyref(2of2)	-0.013333333333333345	-1.520816029
smim15	-0.69	-1.212761046
pik3r3(2of2)	-0.81	-1.571126162
inpp5k	0.86	1.284341683
bcl6(2of2)	0.72	2.533855522
mitf(2of5)	-1.43	-1.042702949
neil3	-3.31	-4.166636152
sncaip	-1.13	-1.114992779
mtfr1l	-0.76	-2.041659247
marveld2(2of2)	0.77	1.134497533
smarce1(1of2)	-0.76	-2.313223636
psmc3	-0.8	-1.657504123
mex3c	-0.77	-1.098644285
eml3	0.96	1.758149895
six2	-1.6900000000000002	-1.566673934
fah	2.63	5.92055296
klf15(1of2)	0.81	2.829639298
apol3(2of3)	-3.42	-1.757984597
psma6(1of3)	-0.78	-1.618012574
wars2	-0.89	-1.21248867
gli3	-2.6	-2.142082627
cenpn	-1.12	-5.056650965
insm1	-2.53	-4.232813841
chpf	-1.07	-1.169775235
cth	-1.51	-4.134624999
anxa13(2of2)	-0.85	-1.283958287
col1a1(1of2)	-2.565	-2.218470826
snrpn	-0.91	-1.752024833
rnf150(1of2)	1.32	3.215852218
ush1g	-1.23	-1.93393823
rgl1(2of4)	-0.5549999999999999	1.283387405
chpt1	-1.325	-1.325162777
c14orf80	-1.12	-1.003301094
angel1	1.02	1.845543324
prmt5	-1.04	-1.623420016
mrpl18	-0.35	1.047395547
acsf2(1of2)	1.13	2.273961225
anos1	-0.87	-1.125935197
rab34(2of2)	-1.49	-1.147816793
zdhhc23(1of2)	1.04	1.848616183
xkr5(2of2)	-2.92	-3.027113572
pbrm1(1of2)	-0.8	-2.39341662
clip3	1.48	3.275016162
tecr(1of2)	0.75	1.768839732
hist1h4c(8of12)	1.3	-4.474836465
slc40a1(1of2)	0.83	1.239796341
pbld(1of2)	-1.04	1.915917903
dab1(1of2)	-1.3599999999999999	-3.627837031
mpp1	1.29	2.191942968
spred2(1of2)	1.77	2.448721232
klhl23(1of2)	1.32	1.277967454
stard10(2of3)	-1.74	-2.284363432
ywhab(2of3)	-0.79	-1.889626112
pdss1	-1.32	-1.5536411
fchsd2(2of2)	0.85	2.385560015
rnf19a(4of5)	2.0	3.581853539
pcmtd1	0.72	2.275860615
lgalsl(3of3)	0.81	1.432424753
aldoc(1of2)	1.21	2.484002495
mettl23	-1.12	-2.004651359
mfsd11(2of2)	-1.12	-1.393539627
sesn1(2of2)	0.77	3.730217544
creb3l1	-2.25	-1.919131645
zfp410	0.83	2.814701612
nrp2(2of2)	-1.13	-1.2391401
pdgfa(2of2)	-2.01	-1.568760261
s1pr1(1of3)	-2.9	-2.339500547
slc35a3(1of2)	-1.08	-1.108880528
mapre1	-0.77	-2.250964718
pcdh17(1of2)	-1.12	-2.114842751
slc35b2	-1.07	-2.930021702
hpcal1(2of2)	-0.98	-1.709621995
nme6	-1.38	-2.3876568
coil	-0.89	-1.141548966
agap1	0.83	1.428652742
mab21l1	-1.43	-3.414406996
gfap	-6.57	-6.829810465
grb7	1.95	2.203592369
prdm16	-1.375	-2.405558565
bloc1s6	0.84	2.035781707
cep68	-1.01	-1.04601089
kdelc2	-0.94	-1.283568304
surf4	-0.7	-1.216182641
tbck	0.9	4.677266535
pbx1(3of3)	-1.51	-1.594225699
rsad1	-1.11	-1.523619742
wsb2	0.79	1.901175042
copa	-0.75	-1.194237258
crebrf(2of2)	0.76	3.422565036
gpr63	-0.87	-1.876038861
stc2	1.87	1.139789485
rnf14(1of2)	-0.79	-1.408256869
p2ry4(1of3)	-2.72	-3.580632859
cdk10	-0.9	-2.016720661
cnksr1	1.5750000000000002	1.427149228
dscr3	-0.94	-1.188675058
mis18a	-0.97	-2.465753427
esco2	-0.97	-2.085864102
camk2b(2of2)	-1.29	-1.179831453
prss35(2of2)	-2.035	-1.854890565
slc25a30	0.76	4.25441793
anln(2of2)	-0.9	-6.297075945
cybrd1	1.36	1.035775655
strbp	-2.25	-1.206108292
wee1(1of2)	-0.8	-1.002857226
trabd	-1.24	-2.338645683
ctnnbip1	-0.9	-2.982959769
pou3f3(1of2)	-0.725	-1.123493319
phc3	0.87	2.446867351
wipi1(1of2)	-6.58	-3.824050218
hus1	-0.86	1.374529336
strn3	-0.82	-1.045161334
trib2(2of2)	-0.7	-1.434002462
ago3(1of2)	0.6249999999999999	-2.966240966
cap1	-0.81	-1.508687342
top1(1of3)	-1.525	-2.666289136
LOC107375580	1.22	1.597860337
slc8a1(1of4)	-2.04	-1.613030189
pycrl	0.76	1.299179075
slc7a2(2of3)	7.8	5.681160739
slc19a2	-0.97	-2.431678912
myo9b(2of2)	-0.72	-1.530906451
cox6b1(3of3)	-0.93	-1.408359241
notch1(1of3)	-1.3250000000000002	-1.208689138
arntl(2of3)	-0.72	-1.034657925
dact1	-0.20999999999999996	-2.385527515
nat9	-1.0	-1.916548659
sema3f(2of3)	-1.13	-1.000304689
hist1h4c(2of12)	0.92	-4.320123465
zic1(2of2)	-1.02	-1.506741973
tma7	-0.8	-2.673209504
atxn2l	-0.74	-1.928580242
tinf2(2of2)	-0.88	-1.518750711
qrsl1	0.84	2.045653762
rspo2(2of2)	-1.91	-1.135703986
acp2(2of2)	-0.89	-1.971805416
s100a13(3of3)	0.86	1.400973209
slc17a9(1of2)	-1.85	-1.921374609
mknk2	1.5966666666666667	3.091665585
bcl9	-0.64	-1.0382941
borcs5	0.77	1.098271458
nr2f2(1of3)	2.34	-2.55711345
psmc6	-0.7	-1.431250925
mblac2	0.68	1.440611699
rhou(1of3)	-0.74	-1.493308037
taok3(1of2)	2.64	1.854502921
ssx2ip(3of3)	0.91	1.112003195
loxl2(1of4)	1.73	2.699347027
ppm1h(1of3)	-1.48	-1.064688207
rimklb	0.44500000000000006	-1.186639075
psmd3	-0.64	-1.887518347
cenpi	-1.405	-2.454243516
phactr1(1of2)	0.83	1.350883683
pphln1(1of3)	1.96	2.754317859
dclk2(1of2)	-6.48	-6.226430601
terf2ip	-1.07	-2.363685071
rasa2	0.82	1.270964836
nmrk2(3of3)	-0.74	-2.427373211
unc119(2of2)	-2.26	-2.326327164
pcdhac2(3of5)	-3.34	-2.244021654
fmo5(5of8)	0.84	1.990796377
syngr2(2of2)	1.42	1.983183681
rwdd1	-0.66	2.305227653
lix1l	-0.76	-1.200775859
fam167a(3of3)	-1.7	-1.385339515
rai14	-0.09000000000000002	-1.260441852
adpgk(1of2)	-0.81	-1.31177334
dnm2(2of2)	-0.8	-1.400272602
crbn	-3.64	1.100675941
sdr16c5	1.22	2.156939908
ldlrad4	-0.96	-1.892857314
b3gntl1	0.93	1.717981532
fancc	-0.96	-1.151850285
dclk2(2of2)	-1.18	-2.780180021
zfp36l1(4of5)	3.55	2.482017102
gnal(1of2)	-0.215	1.193126204
bmp2(1of2)	1.18	1.872392992
mapk6	-0.69	-1.580238449
dennd2d	1.39	2.515931969
ano10(2of3)	1.73	1.09559919
zfp106(1of2)	-1.285	1.342361663
oxa1l	-0.44	2.409408246
cbx1(1of3)	-0.65	-1.174796212
tmod1	-2.01	-1.867671484
c8orf76	-0.12	-1.562534683
tyms	-0.91	-2.655057822
hist2h3d(4of8)	0.76	-4.043122549
ddx10	-0.79	-2.443066136
lage3	-1.13	-1.904758833
cul5	-0.77	-1.089647261
ccdc92(3of3)	1.72	1.257500719
iars	-0.93	-1.187935155
grk6(1of3)	-1.78	-1.887685372
samd11	-0.215	-1.665126515
psme4	-0.66	-1.050826403
sorbs1	0.5449999999999999	2.146780965
cltb	0.48666666666666664	-2.01090945
csrnp2(2of2)	0.98	1.418652233
ammecr1	-0.76	-3.183846006
bicc1(1of2)	0.84	1.460118188
usp37	-0.69	-1.272491445
zfp423	2.245	-1.297177047
slc5a3	-0.87	1.600530105
p2ry1(1of4)	-2.88	-1.113740154
ticrr	-0.65	-1.584931468
prrg4	0.92	2.549155322
onecut2(3of4)	-3.025	-1.574718939
hsd17b10	-0.47250000000000003	-1.954507081
slc2a13(3of3)	0.885	1.389634526
hapln1(2of2)	-1.63	-1.552639014
nmrk2(1of3)	-0.82	-3.280047677
clybl	0.89	1.060384887
mmd2(1of2)	-3.18	-1.559023925
map4k4	-1.85	-1.125190923
dnmt1	-0.62	-3.858640547
gbas(1of2)	-0.71	-1.946503818
agfg1(1of3)	1.025	2.833486838
pkd2	0.64	1.543040073
nr3c2	1.39	2.495189746
ippk	-0.09000000000000002	1.501151792
entpd7	-0.87	-1.340934875
hist1h1b(6of6)	0.94	-4.54448282
myog	-4.26	-1.239323375
orc2	-0.83	-1.904007278
dll1(1of5)	-3.54	-3.481609543
col5a1	-1.11	-2.025101001
epn1(2of3)	-1.83	-1.612499598
tmem182(1of3)	-1.73	-1.027781475
plxnb1(3of3)	-1.88	-1.300631062
crocc(5of5)	0.61	1.342489162
sfmbt2	3.535	1.568623901
lix1	-2.09	-2.019314333
ube2n(1of2)	-0.73	-2.550689548
htra1(2of2)	-1.68	-4.306370874
lmnb1	-0.675	-4.035858791
jmy(2of2)	0.84	1.591747585
mrpl19	-0.79	-1.02496841
mogs	-0.77	-2.641323018
rorb(2of3)	0.78	2.59060125
palm3	1.3	1.96118511
hfe2	-1.58	-1.240313707
itm2c(1of2)	1.21	2.429175857
unc13b(1of3)	1.57	1.563008371
tmem88(1of2)	-1.19	-1.3710006
slc16a2	-1.67	-3.254151405
pik3r1(2of2)	0.6675000000000001	1.822314117
gadd45b(1of2)	0.47	1.384634515
ifrd1(1of2)	-0.68	-1.044376201
trmt10a	-2.525	-1.221992863
ctsb(2of2)	0.88	1.433371765
nup205	-0.7	-1.081144423
tmem204	-7.35	-1.5888945
twsg1	-1.49	-1.260261644
snd1	-0.68	-1.199485152
osbp2(1of2)	1.92	1.654259887
fyco1(1of2)	1.05	2.130076202
cnot6l	-0.82	2.179164439
fn1(3of3)	-0.95	-1.958184386
dennd3	-0.575	-1.754348608
