id	fc
atg9a(2of2)	1.49
sqrdl	1.42
rassf5(2of2)	-1.14
clip2	-0.925
rnmtl1	-0.72
zfp879	0.97
vil1	-1.0
lmbr1	-0.92
zfp512	1.14
prtg(1of2)	-3.38
slc25a5(5of5)	-1.3
LOC107373134	-0.91
pelp1	-0.86
son(2of2)	-0.7433333333333333
zswim6(2of3)	-0.9
mansc1	-1.92
slc25a14	-1.03
prox1(3of5)	-2.465
LOC107378033	3.89
ppm1l(2of2)	-1.88
LOC107387798	1.79
tgfa	1.82
fam98b	-1.07
dhx9	-1.03
plekhg4(5of5)	-1.18
tcf12(2of2)	-2.56
ddo	-0.87
sil1	0.96
fam181b	-1.39
st8sia1	-1.5
pcdh18(1of2)	-1.38
greb1	-1.52
ccp110(2of2)	-3.41
zmym4(4of4)	-1.21
hoxc4(2of3)	0.2000000000000001
nsfl1c	-0.87
pdha1(1of2)	-0.95
pik3ca(2of3)	-0.9
uba6	-0.97
abcf1	-0.9
slc9a1(2of2)	-1.14
kdm2a(2of3)	-2.67
rbm4b(4of4)	-0.85
hyal2(3of5)	-2.61
rad51	-1.21
sptan1(14of23)	-0.88
gpc6(4of4)	-1.88
dach1(2of2)	-1.32
slc30a5	-1.03
fam173a(1of2)	-1.85
cpn1	-2.45
cebpzos	1.28
tjp2	1.115
c19orf47	-1.04
cyth3(1of2)	1.1
ythdf1(1of2)	-0.91
znf862(3of6)	-1.24
rad51ap1	-0.9299999999999999
apc	0.025000000000000022
abi1(3of4)	-1.02
rab3d(2of2)	3.4
cbx4(2of3)	-1.06
ccnc	-1.04
lrrc75a(3of3)	-2.66
vkorc1l1(2of2)	1.11
gse1(1of2)	-1.795
tank(2of2)	-1.56
rps4x	-1.17
c9orf172(1of2)	1.31
pitpna(1of2)	-2.97
crls1	-1.11
ash2l	-1.06
LOC107378528	1.39
gdpd1	1.57
tmem200a(1of2)	-2.16
tmem127	-0.86
hes5(1of5)	-1.145
agmo	1.2
arhgef17	-1.09
tars(1of3)	-0.9
rnf144a	0.93
slc23a1(2of2)	-5.13
ube2b	-1.47
phldb1(1of2)	-0.48666666666666664
cxorf56	1.43
myh9(2of2)	0.05999999999999996
ano5(2of2)	1.06
mydgf	-0.91
odf2(1of3)	-1.75
bola3	-1.05
ankrd9	-2.01
marcksl1(2of3)l1(2of3)	-0.95
lpar4(1of2)	-2.17
mprip(4of6)	0.96
necap1(2of2)	-7.71
c2orf49	-1.03
c19orf44	-1.18
enox1(1of2)	-2.2
adgrl2(2of3)	-1.07
hoxa7	2.085
rtca	-0.93
gcnt4	-2.68
pax6(2of4)	-1.27
LOC107381070	-0.9
cep152	-1.13
mrpl37	-1.79
nkain2	-1.87
bdh2(1of2)	2.07
nfkb1	-0.88
LOC107378024	1.2
cers4	-1.75
diaph3(3of4)	-1.19
mpv17l2	-1.115
abl1	-0.93
zbtb16(3of3)	-2.835
mex3a	-0.9
fbn2(2of3)	-1.12
c12orf4	-0.98
chmp4b(2of2)	1.0
fam186a(1of2)	-1.995
LOC107378141	2.04
bach1(2of2)	1.12
crcp	-1.27
hells	-0.94
snrpa	-1.27
c11orf95(1of2)	-2.005
cnksr3(2of2)	-0.86
pigo	-0.95
efna2(1of2)	-2.5
plaa	-0.92
oxsr1(2of2)	-0.615
kiaa0586	-1.31
sorl1(4of4)	0.91
slc1a5	-0.96
zfp280d	-1.02
bhlhe40(1of2)	1.63
rtel1	-0.95
pola2	-1.2
slc4a2(1of2)	-1.33
tef	2.2399999999999998
pigv	-1.73
ndrg4	5.265000000000001
ism2(2of2)	-2.13
hip1	-0.545
setd8(2of2)	-1.48
khdrbs1(2of2)	-0.81
endov	-0.46499999999999997
dbf4(2of2)	-0.97
abhd5(2of2)	1.75
sept9(1of3)	-0.445
has2	-1.96
tp53inp2(2of2)	-2.03
pcbp4(1of2)	-2.91
prim1	-1.29
tmem11	-0.79
h3f3a(6of6)	-0.91
edem3(2of2)	-1.41
notum(2of2)	1.05
als2(1of2)	-1.47
tbc1d14(3of3)	0.21999999999999997
klf13	-2.21
chchd3(1of3)	-1.17
icmt	-0.96
spry1	-0.10000000000000003
plpp1(1of2)	-2.9
actr6	-1.27
vgll3	2.02
dip2c(2of2)	-0.96
hsd17b14	2.23
ilf3(1of2)	-0.81
eftud2(1of2)	-1.03
fgfr2(1of2)	-0.79
nat16(1of2)	-2.16
gpr173	-2.45
rnf40(1of3)	-1.17
ehd2(2of4)	-1.03
brpf3(1of2)	-1.07
frmd4a	-1.0399999999999998
dbx1(2of2)	-2.033333333333333
nsun3(2of2)	-1.54
ndufa7	-0.89
col11a1(3of4)	-3.645
pld3(1of2)	1.15
eya2	-1.74
bcl2	0.92
pcbp2(1of2)	-1.05
thoc3	-0.675
gle1	-0.87
LOC107374880	-1.68
zic4(2of2)	-1.295
ggt7(2of2)	-3.45
lipg	-1.37
cntn1(2of2)	2.07
robo1(1of4)	-2.73
ulk1(2of2)	0.92
caprin1(1of2)	-0.7766666666666667
prex1	-1.38
ncaph	-0.92
rarg(2of2)	-1.8649999999999998
bcl7a	-0.98
hagh	0.93
c17orf53	-1.2
fhl1	2.02
traf4	-1.05
rttn	-1.29
btbd6(1of2)	-0.925
LOC107387692	-1.95
LOC107380960	-2.2
pdia4	-0.89
st6galnac6	1.3
kif20b	-1.01
elac1	-1.25
fanci	-1.54
LOC107393455	-8.97
apoo(1of2)	-1.7
gpr176	-2.98
hist2h2ab(10of10)	-1.28
lin7b	-1.49
dctn5	-1.22
sox6(2of2)	-2.7300000000000004
atf5(1of2)	3.51
mbnl2(1of2)	-0.1766666666666666
ttll4	-1.04
thap11(3of4)	-1.01
stx2(2of2)	1.05
fahd2a	-4.194999999999999
LOC107373215	-1.11
ttbk2(2of2)	-0.84
eif4g3	-0.84
nus1	-0.92
LOC107379854	-1.03
kalrn(2of2)	-1.8
dusp5	-1.42
casc3	-0.77
tep1	1.35
nrarp	-1.0166666666666666
them6(1of2)	-1.93
scyl1	-0.235
pcdh19	-1.15
maml2	-1.38
rgp1	-0.93
hsdl1	1.27
mgat1(2of2)	1.0
ppp1r8	-0.9
cd99l2(1of2)	1.12
rassf2(2of3)	-1.12
apmap(2of2)	1.95
smcr8(1of2)	1.2
chd4(1of2)	1.69
fam102b(2of2)	-1.63
brd7	-0.9
dpysl2(2of3)	-5.2
hlf(3of5)	-1.91
kiaa1549(3of3)	0.97
sgsm1(1of2)	2.21
col15a1(5of5)	-2.89
tle1(1of2)	-0.85
abca1(1of5)	1.3
chfr	-0.7600000000000001
cntnap2(1of2)	-1.43
tmco6	-1.47
foxc1(2of2)	-1.39
trabd2b(2of2)	-1.43
LOC107384910	-2.4850000000000003
fam212a(1of2)	-1.35
rps27a	-0.7250000000000001
taf4a(1of5)	0.89
fer	-0.76
sqle	-3.78
tchp	-1.28
u2af2(2of3)	-3.45
smtn	-0.655
rpl30	-0.82
pum1	0.3
hbp1(1of2)	0.95
nelfe	-1.0
adam12(3of3)	0.91
cspg4(2of3)	-0.97
tssc4	-0.95
ptprf(2of2)	-0.8500000000000001
fign(2of3)	-0.62
adgrg6(1of2)	-1.13
tp53i11	-1.03
mis12	-1.06
ccdc92(2of3)	-0.96
nox4	-2.21
LOC107396753	-0.86
eya1	-1.725
rasa3	-1.23
tes	2.89
hist2h2ab(2of10)	-1.77
bnip3(1of2)	1.01
cdk15	-2.2
cnn1	2.7
nup93	-1.06
ly75	-0.31499999999999995
dhdh(3of3)	-2.9
akap11(1of3)	0.86
slc25a17(2of2)	-3.47
dhrs11(3of3)	-0.94
brsk1(2of3)	-1.35
dnajb12(2of2)	-0.89
galnt2	-0.91
ptprz1(2of2)	-2.2
atp6v1a(2of2)	-1.87
kdm2b(1of2)	-0.8
LOC107379486	-0.97
uckl1(3of3)	-0.86
ppp1r26	-1.05
paxbp1	-0.78
sapcd2	-0.9
c2orf69	1.35
casp8(3of3)	-1.09
mmaa	-1.52
ptprz1(1of2)	1.17
dhdds	0.405
LOC107396748	1.33
plekho1(1of2)	-4.55
mettl20	1.14
naa35	-0.97
tmem180	-0.9
wnk4(1of2)	-1.84
serpinh1	-1.32
tspan14	-0.87
psmd4(1of2)	-0.93
gmds	-1.82
rps27(2of3)	-0.79
dnal1(1of2)	4.275
prpf38a	-0.48
hspa1l	8.76
stard13(2of2)	1.375
ppm1e	-2.61
rnf219	-0.87
tmtc2(2of2)	-1.4
efhc1	-3.65
flvcr2(1of2)	-1.63
tamm41	-1.18
dusp26(3of5)	1.64
fam69b	2.25
slc25a5(1of5)	0.8
kctd1(1of2)	-2.87
hexim1	1.62
ankrd22	0.5700000000000001
mark4(3of4)	-0.78
tmem187	1.15
ccdc47	-1.82
ano1(3of5)	-8.68
pald1	-1.36
dnajb5(2of2)	-6.05
zscan29(9of9)	0.8
cltc(3of3)	-0.78
mtm1	-2.88
papd7(1of2)	-1.13
tgif1	-0.325
fam217b(1of2)	3.715
endog	-1.34
rhobtb2(1of2)	0.62
ugp2(1of2)	-1.1
itga6(3of3)	1.49
lingo2(2of2)	1.93
igf2bp3	0.31
zdhhc15	0.725
abhd16a	-0.92
gch1(2of2)	-3.73
dtymk	-0.77
afg3l1(1of2)	-1.22
kars	-1.03
pqlc2	-1.24
smad6(2of2)	-1.02
suz12(1of2)	-1.01
ccdc120(1of2)	-1.58
acox3	-1.24
pura(2of2)	-0.85
sacs(3of3)	-2.15
cct3	-1.08
drg2	-0.9
ptpro(1of2)	-1.05
rbfox2(2of2)	2.94
cox8a	-0.96
gjc1(4of5)	-5.96
wasf1	-1.0
camlg	-0.95
paip2b(1of2)	0.535
mga(1of3)	1.09
mkrn2(1of2)	-1.07
tcf7(4of4)	-1.31
rassf8(2of3)	1.16
gucy1b3	-2.24
sco1	-1.245
hs6st3(1of2)	-1.61
sec22b	-0.8
wdr1	-0.93
emilin1(2of2)	1.05
bok(1of3)	-1.0350000000000001
esyt2(1of2)	0.96
incenp	-0.85
specc1(2of2)	1.255
myo6(1of2)	-0.81
LOC107386227	8.63
ebf3(2of3)	-1.43
tmem245	0.81
suv39h1	-1.03
homer3(2of2)	-1.48
rasl11b	-2.67
c14orf169	-1.17
ap2s1(1of2)	-0.87
sox2(1of3)	0.025000000000000022
znf112(3of5)	-1.03
tap1	-1.35
slc35a4	-1.1
ndufa12	-0.92
sf3b5	-0.83
plpp6(2of2)	1.21
pappa	-1.81
stk10(2of2)	-0.83
selk	0.77
smn1(2of2)	-3.6
LOC107384893	-2.17
tmem60(1of2)	-0.99
dock3(2of2)	1.3
krtcap2	-0.91
sept7(1of3)	-0.81
dennd2a(2of2)	-3.615
gltp(1of2)	-2.04
hist2h2be(8of12)	-1.4
tsfm	-0.89
coro1c(2of3)	-0.88
sfrp2(2of2)	-1.74
harbi1(5of28)	-1.06
LOC107395009	1.92
sept9(2of3)	0.030000000000000027
znf165	-1.42
LOC107380144	-1.78
smarcad1	-0.97
fgfbp1(1of3)	1.68
shroom3(1of2)	-1.505
col2a1(1of3)	-0.77
btn1a1(4of4)	-2.3
cyth2	-0.76
gsk3b	-0.93
xrn1	-0.94
LOC107395313	3.84
ascl1(1of2)	-3.55
cnih1	-0.9
ccdc80(1of2)	-1.625
st6gal2(2of2)	-1.23
tmem229a	-2.25
anp32a(1of2)	-0.78
pnpla8(2of2)	-0.9
urod	-1.26
adk(3of3)	-0.92
gadd45g(2of3)	1.1
epha4(1of3)	-0.8
slc3a2(2of2)	-8.48
csrnp2(1of2)	-1.04
fbxo34	3.2350000000000003
LOC107388344	-2.66
map2k6(2of2)	-0.83
nr6a1	-0.1433333333333334
zscan20(2of5)	-1.17
sema3g	-1.7
fgd3	-0.5549999999999999
mrpl42	-0.91
thoc5	-0.8
otub2	0.89
dnajc21	-1.05
ssx2ip(2of3)	-3.42
gns(1of2)	1.9399999999999997
mrps27	-1.02
ctc-534a2.2	-1.21
ppa1(2of2)	-1.13
arhgef40(2of2)	-5.25
dnajc4	0.88
adam19	-2.16
dsn1	-0.9
ddx31	1.05
cnnm2(2of2)	-1.23
clptm1l(2of2)	-1.03
raph1(2of2)	-0.89
cers6	-2.87
f11r(1of3)	1.01
dnmt3b(3of4)	-0.88
eml2(1of2)	0.6366666666666667
abcb9	-1.585
LOC107395179	1.39
iffo1(2of2)	1.38
ints12	-1.21
cstb(2of3)	-0.15000000000000002
rdh12(3of7)	0.88
pak1	-1.35
fgf8(1of2)	3.7199999999999998
agpat4(1of2)	0.82
vrk1	-0.82
foxj3(1of2)	-1.55
LOC107382689	0.95
lhpp	-0.915
slc38a9	-1.47
brca2	-1.06
ppp5c	-0.08666666666666667
dnajc24	-0.91
syvn1	-0.78
kank2	-0.89
LOC107375623	0.91
pla2g3(2of3)	-3.9850000000000003
hist2h2be(6of12)	-1.98
urm1	-0.65
mpp2(1of2)	0.95
flcn	0.89
tsen15	-1.77
tapbp	-1.15
agap3	-0.49
rps5	-0.8
ogfod2	-2.025
trnap-cgg	1.99
zc3hc1	-0.87
brms1l(3of4)l(3of4)	1.38
hectd3	-0.93
gtf2h1	-0.92
smad9	1.86
rims2(3of4)	-1.96
sulf2(2of2)	-2.5549999999999997
dync1h1	-0.97
LOC107379182	-1.41
tmem189(2of2)	-1.96
kdm2b(2of2)	0.84
sspn	4.11
tert	-0.95
rbm12	-0.8150000000000001
nek8	-1.84
cables1	0.79
eif3i(1of2)	-0.73
nr5a2(1of4)	1.73
sh3bp5(2of2)	-1.1
ect2	-0.85
tnpo2(2of2)	-0.78
arrdc3(1of8)	0.87
tmem165	0.855
ccnb1ip1	-0.74
igfbp3(1of2)	0.95
sox2(2of3)	-0.9900000000000001
ccnd2(1of4)	-0.74
psmd11(2of2)	-0.85
dbt	-1.335
LOC107385989	-8.3
fam110b(2of2)	-1.365
ppwd1	-0.10499999999999998
kctd12(2of2)	-2.55
fgf10(1of2)	-3.12
cep295	-0.73
hist1h4c(11of12)	-0.645
pnpla2(1of5)	0.96
lrat(2of2)	-2.6
donson	-0.99
dcun1d2	-1.79
midn(2of2)	-0.76
LOC107393813	-0.96
crb1(1of4)	-1.01
clptm1	-0.88
ncoa2(2of2)	0.20666666666666667
sox10(1of2)	-2.08
ppp2r5d(1of2)	1.8266666666666669
rasd1(3of3)	3.17
galnt18(5of6)	-1.76
ppp4r3a	-0.72
ppp1r7	-0.77
nhej1	-1.07
rras	-0.92
atp5f1	-0.82
mafb(3of3)	1.08
fgfrl1(2of2)	-1.28
nicn1	-1.49
triqk	0.385
ccser2(2of2)	-1.64
slc25a15(2of2)	-1.36
ctage5	-0.53
ankrd10(1of2)	-0.8
casz1	-2.62
dcc(2of2)	-2.06
rorb(3of3)	-3.12
ccdc136(3of4)	2.33
LOC107395101	0.4066666666666667
mpzl2(2of3)	2.12
pde3b	0.77
net1(2of2)	-1.08
ermp1	-1.53
dcx(2of2)	-2.01
rcor2	-0.010000000000000009
srsf1(1of2)	-0.76
tor3a	2.0166666666666666
LOC107388234	-1.39
mapk8ip3(2of2)	1.19
fhl3	-3.24
cdh11(1of2)	-1.01
plxna3	-1.49
txnl4a	-0.98
btbd9	-0.77
cdkl1(1of2)	5.17
ptrh2(2of2)	-0.9
samd1(2of2)	-0.92
ldlrap1(1of4)	1.75
kiaa1456(1of2)	-1.93
itch(2of2)	0.85
robo2(2of4)	-0.84
tmem38b	1.26
ccdc39	1.38
nipa2(1of2)	1.58
gcat	0.84
mn1	-0.77
LOC107379776	-1.78
slc31a1	-2.45
gas7(2of2)	1.47
lcor	1.995
prkx	-0.93
kctd9(2of2)	1.2
bcor(2of2)	-0.3733333333333333
cad	-0.92
chdh	0.83
yeats4	-0.82
cldnd1(2of2)	0.77
glis2(1of2)	-0.92
adprhl1(1of3)	-2.27
kdelr2(2of3)	-0.7
dnajc3(1of2)	-0.83
LOC107397346	-0.94
fscn2(1of2)	1.86
map1b(1of3)	-1.96
cpsf3(1of2)	-1.11
fam195a(1of2)	0.73
c19orf43	-0.73
LOC107387968	-1.04
snx11	0.95
slc22a23(1of3)	1.7533333333333332
trnae-cuc	0.64
htra2	-0.77
dag1(2of2)	-1.0550000000000002
vav2	-0.82
kcng3(1of2)	1.31
rmi2	-2.17
top2b	-0.73
LOC107388967	-0.89
yae1d1	-0.83
tmem246	1.21
stt3b(3of3)	-0.96
aass	0.84
fen1(2of2)	-0.66
abhd12(3of3)	-1.38
LOC107374369	-1.05
stk36	-1.65
atp1a3(1of2)	-2.89
ppid	-0.93
slc25a47	1.48
uba1(2of2)	-1.84
tkfc	0.68
gpm6b(3of3)	-0.78
ppara(2of2)	0.85
onecut1	-1.2175
ppp1cc(2of2)	-0.79
hm13	-0.76
smarcd3	-1.705
chst7	-0.76
calr(2of2)	-1.08
cdc16	-0.81
dhx34	-0.95
naa38	-1.01
sox6(1of2)	-1.72
map2(2of2)	-1.24
bin1(2of2)	1.25
nhsl1(2of2)	-0.9816666666666668
meis2	0.124
tpgs1	-3.94
nudt19	-0.91
marveld1	1.43
mat1a	-2.35
col9a3(1of2)	-4.26
kcnab2	0.97
add2	0.78
tbpl1	-0.95
gpkow	-0.98
nek2	-4.77
ints4	-0.89
dopey2	1.07
LOC107387699	0.87
LOC107374992	-2.22
copb2	-0.72
nes	-2.55
dnajc11(1of2)	-0.72
malt1(3of3)	-1.73
aebp2(1of2)	-0.73
kcnq5(2of4)	-1.18
fabp3(1of2)	2.31
ppp1cb(2of2)	-0.15500000000000003
ap1m1(1of2)	-0.84
zscan22(5of6)	-0.66
dcst1	4.57
LOC107383921	-2.31
oca2	1.95
stx1a	2.51
prdx2	-0.84
znf235(99of148)	-0.83
abcc10	-1.19
gemin6	-1.1
dock7(3of3)	-0.82
ror2	0.75
rcan1	-0.82
alyref(2of2)	-0.013333333333333345
rsbn1	1.7
smim15	-0.69
pik3r3(2of2)	-0.81
inpp5k	0.86
kxd1	-1.22
setdb2	-0.69
bcl6(2of2)	0.72
ccdc108	-2.05
fam101b	-1.0
mast4(2of2)	-1.57
mgea5(3of3)	0.8433333333333334
zkscan1	-1.6
cpsf4	-0.73
znf569(8of12)	-0.89
LOC107382375	-1.03
dnmt3b(1of4)	-1.73
mitf(2of5)	-1.43
nckap5l	-1.4449999999999998
neil3	-3.31
sncaip	-1.13
mtfr1l	-0.76
marveld2(2of2)	0.77
smarce1(1of2)	-0.76
ift172	0.8
psmc3	-0.8
mex3c	-0.77
wrn(1of2)	-0.72
arntl(3of3)	0.71
carnmt1	-0.89
eml3	0.96
plrg1	-0.78
six2	-1.6900000000000002
trio(2of2)	3.7600000000000002
fah	2.63
klf15(1of2)	0.81
apol3(2of3)	-3.42
psma6(1of3)	-0.78
LOC107391569	-7.99
LOC107396332	-0.76
gsk3a(1of2)	-0.78
wars2	-0.89
xpnpep3	-3.19
gli3	-2.6
cenpn	-1.12
insm1	-2.53
nrp1(1of3)	-1.28
chpf	-1.07
ncdn	0.24000000000000002
cth	-1.51
pigq	-0.19
anxa13(2of2)	-0.85
mrps10	-0.79
col1a1(1of2)	-2.565
skida1	-0.75
snrpn	-0.91
rnf150(1of2)	1.32
ush1g	-1.23
rgl1(2of4)	-0.5549999999999999
chpt1	-1.325
c14orf80	-1.12
angel1	1.02
prmt5	-1.04
b3gnt9	-1.64
hhat	-1.55
mrpl18	-0.35
acsf2(1of2)	1.13
anos1	-0.87
rhou(2of3)	-2.6
rab34(2of2)	-1.49
mybph(1of2)	-1.42
zdhhc23(1of2)	1.04
xkr5(2of2)	-2.92
pbrm1(1of2)	-0.8
LOC107391622	1.83
spg7	7.99
clip3	1.48
g6pc3	-2.44
abhd3(2of2)	-4.175
ptprd(2of5)	-1.5499999999999998
tecr(1of2)	0.75
hist1h4c(8of12)	1.3
slc40a1(1of2)	0.83
pbld(1of2)	-1.04
dab1(1of2)	-1.3599999999999999
hivep2(2of2)	0.865
mpp1	1.29
spast	-0.87
letmd1	-0.85
c3orf80	-1.89
spred2(1of2)	1.77
klhl23(1of2)	1.32
stard10(2of3)	-1.74
taf1b	0.14999999999999997
rora(2of3)	-2.023333333333333
ywhab(2of3)	-0.79
pdss1	-1.32
fchsd2(2of2)	0.85
derl2	-0.92
ube2e2(2of2)	-1.09
rnf19a(4of5)	2.0
actr2(1of2)	-0.76
man1a1	-0.92
ppfia1	-1.28
wdr20(1of3)	-0.7
adcy9(2of2)	1.13
pcmtd1	0.72
map4	-2.115
camk4	-1.67
slco3a1(2of3)	1.04
pvrl2(2of2)	0.09000000000000001
hdac7(2of2)	-0.09499999999999997
lgalsl(3of3)	0.81
aldoc(1of2)	1.21
znf35	-0.84
mettl23	-1.12
echdc3	0.7749999999999999
mfsd11(2of2)	-1.12
sesn1(2of2)	0.77
creb3l1	-2.25
zfp410	0.83
nrp2(2of2)	-1.13
adgra2	2.94
fzd7(1of2)	-0.79
pdgfa(2of2)	-2.01
tbc1d16	1.54
LOC107397011	-1.79
dab1(2of2)	-2.33
s1pr1(1of3)	-2.9
ccbl2	-2.46
c5orf42	-0.94
slc35a3(1of2)	-1.08
srms	-0.9299999999999999
mapre1	-0.77
dchs1(3of3)	-0.92
lsm10	-0.97
sdhaf3	1.36
pcdh17(1of2)	-1.12
slc35b2	-1.07
tmem169	-1.56
gdpd5(2of2)	-1.17
myl6(2of2)	-0.83
trub1(2of2)	0.265
rchy1	-0.93
hpcal1(2of2)	-0.98
nme6	-1.38
coil	-0.89
hsd17b4	0.83
agap1	0.83
mab21l1	-1.43
gfap	-6.57
grb7	1.95
LOC107395667	-1.93
lin9	-0.75
itprip(1of2)	1.21
prdm16	-1.375
irx2	-2.58
bloc1s6	0.84
fam3c(1of2)	-0.75
btg1	-0.69
cep68	-1.01
zfp266	-0.81
pcdh11x	-5.859999999999999
bysl	0.9
nup54(2of2)	-0.75
kdelc2	-0.94
surf4	-0.7
pdxk(1of2)	-1.16
tbck	0.9
pbx1(3of3)	-1.51
rp11-529k1.3	-0.7
tbc1d4	0.75
rsad1	-1.11
wsb2	0.79
copa	-0.75
lrch3	-0.67
crebrf(2of2)	0.76
gpr63	-0.87
stc2	1.87
chka(1of2)	0.86
smcr8(2of2)	-0.91
rnf14(1of2)	-0.79
irf2bp2(3of3)	0.33000000000000007
p2ry4(1of3)	-2.72
apol6	-1.47
cdk10	-0.9
cnksr1	1.5750000000000002
pqbp1	-0.76
dscr3	-0.94
entpd6(1of2)	-0.87
mis18a	-0.97
unc5a(1of2)	-1.7866666666666668
esco2	-0.97
pax3(1of2)	-1.05
camk2b(2of2)	-1.29
sfrp2(1of2)	0.82
myl6(1of2)	-0.71
shisa2	-1.36
prss35(2of2)	-2.035
slc25a30	0.76
uba1(1of2)	-0.38999999999999996
anln(2of2)	-0.9
eef1g	-0.74
cybrd1	1.36
strbp	-2.25
wee1(1of2)	-0.8
trabd	-1.24
tbl1x	0.16500000000000004
ctnnbip1	-0.9
pou3f3(1of2)	-0.725
phc3	0.87
wipi1(1of2)	-6.58
hus1	-0.86
ptprf(1of2)	-4.59
phospho1(2of2)	-2.13
akr7a2	1.06
strn3	-0.82
trib2(2of2)	-0.7
ago3(1of2)	0.6249999999999999
cap1	-0.81
top1(1of3)	-1.525
LOC107375580	1.22
LOC107396005	-0.91
LOC107373521	-0.74
cln8	0.87
slc8a1(1of4)	-2.04
LOC107382046	-4.28
pycrl	0.76
prr18	-4.76
slc7a2(2of3)	7.8
slc19a2	-0.97
myo9b(2of2)	-0.72
trim80(7of16)	2.66
mafg(1of2)	-0.83
cox6b1(3of3)	-0.93
crim1(1of2)	0.9
socs1(2of2)	-2.0
notch1(1of3)	-1.3250000000000002
arntl(2of3)	-0.72
rbm25(1of2)	-0.7
uqcrc2(1of2)	-0.7949999999999999
rfx4	-0.91
trnai-uau	0.575
dact1	-0.20999999999999996
lnp(1of2)	-0.87
nat9	-1.0
rock2(1of4)	-0.87
spcs2	-0.86
tfcp2	-0.73
eif2b4	-1.14
rbfox2(1of2)	-0.805
slit1(3of3)	-1.02
col25a1	-2.06
sema3f(2of3)	-1.13
pnn	-0.7
mtap	-1.27
hist1h4c(2of12)	0.92
zic1(2of2)	-1.02
tma7	-0.8
atxn2l	-0.74
ankrd33b(2of3)	-2.45
scn1b(1of3)	-7.67
tinf2(2of2)	-0.88
nos1ap(2of3)	-1.05
kcnh7(3of3)	-1.77
pde10a	-1.62
gtsf1	2.02
qrsl1	0.84
ahdc1	-2.45
rspo2(2of2)	-1.91
hoxb3(2of2)	-0.6066666666666666
rhobtb3	-1.2
dpy19l3	1.88
acp2(2of2)	-0.89
s100a13(3of3)	0.86
slc17a9(1of2)	-1.85
mknk2	1.5966666666666667
bcl9	-0.64
borcs5	0.77
scube1(3of3)	-2.65
nr2f2(1of3)	2.34
psmc6	-0.7
mblac2	0.68
usp48(3of5)	0.83
ninl(1of2)	-1.16
rgma(1of2)	-0.91
rhou(1of3)	-0.74
dlgap1(1of3)	-1.89
taok3(1of2)	2.64
ssx2ip(3of3)	0.91
loxl2(1of4)	1.73
ppm1h(1of3)	-1.48
rimklb	0.44500000000000006
psmd3	-0.64
LOC107372715	3.01
nkain1	-0.74
ppp1r12c(1of2)	-0.86
hecw1	1.65
por	-2.09
cenpi	-1.405
tmub1	-0.81
phactr1(1of2)	0.83
pphln1(1of3)	1.96
dclk2(1of2)	-6.48
terf2ip	-1.07
aig1(1of2)	-0.98
rasa2	0.82
setdb1(1of4)	-0.39
paxip1	0.16666666666666666
LOC107388999	0.18
mypn(1of2)	-1.77
lrrn4(1of2)	-0.94
polr3d	-0.67
nmrk2(3of3)	-0.74
unc119(2of2)	-2.26
zfp148(2of2)	-0.83
pcdhac2(3of5)	-3.34
fmo5(5of8)	0.84
syngr2(2of2)	1.42
rwdd1	-0.66
chid1	1.35
zfp318(1of2)	-0.54
lix1l	-0.76
phlpp1(2of2)	0.71
frat2	-0.73
LOC107375720	-5.41
fam167a(3of3)	-1.7
znf862(6of6)	2.4
spsb4(1of2)	-0.98
rai14	-0.09000000000000002
zfp362(1of2)	-0.5700000000000001
tha1	0.21499999999999997
fdps	-0.91
lrrc16a(3of3)	-1.43
adpgk(1of2)	-0.81
dnm2(2of2)	-0.8
yy1(1of2)	-0.7
adgrl3(5of8)	-1.28
crbn	-3.64
sdr16c5	1.22
ldlrad4	-0.96
bcr(2of2)	-0.83
b3gntl1	0.93
fancc	-0.96
dclk2(2of2)	-1.18
zfp36l1(4of5)	3.55
gnal(1of2)	-0.215
pde4dip(3of3)	-0.45499999999999996
pkn2(1of6)	-1.0150000000000001
mcl1(1of2)	-0.95
dnajc5(2of4)	1.01
eif4enif1	-0.82
bmp2(1of2)	1.18
tprn	-0.88
sec24a	-0.7
mapk6	-0.69
dennd2d	1.39
trim37	-0.88
ano10(2of3)	1.73
LOC107389197	-2.27
hnrnph1(1of2)	-0.69
zfp106(1of2)	-1.285
oxa1l	-0.44
cbx1(1of3)	-0.65
pkp2	-0.97
mrpl55	-0.81
eif3c	0.29500000000000004
nlk(2of3)	-0.69
supv3l1	-0.83
tmod1	-2.01
c8orf76	-0.12
ints9	-0.93
phactr2(1of3)	-0.345
tcaim	-0.86
fhdc1(2of5)	-1.06
tpcn1(1of2)	-0.74
tyms	-0.91
eif3d	-0.81
plce1	-1.35
radil(2of2)	-0.88
zbtb5(2of2)	-0.73
mpi	-0.84
cops2	-0.71
ddit4l(2of2)	1.11
hist2h3d(4of8)	0.76
sec22a	-0.82
ddx10	-0.79
dnajc1	0.86
lage3	-1.13
cul5	-0.77
porcn(1of2)	-1.06
LOC107389991	-1.21
znf622	-0.56
LOC107393131	7.61
ccdc92(3of3)	1.72
iars	-0.93
LOC107379508	-1.74
cotl1	-0.8
grk6(1of3)	-1.78
nccrp1	-1.54
samd11	-0.215
psme4	-0.66
sorbs1	0.5449999999999999
cltb	0.48666666666666664
csrnp2(2of2)	0.98
LOC107385758	-2.16
ammecr1	-0.76
