chr	start	end	id
chr51	306433	307406	LOC107374328
chr51	613849	617558	hps5
chr51	1231417	1233171	sftpd(4of4)
chr51	2464598	2465177	cnep1r1
chr51	4929785	4930096	rbx1
chr51	9859891	9861890	acrc
chr51	19721791	19722996	LOC107380423
chr51	39444797	39447597	usp2(2of2)
chr51	78892404	78894967	poc1a
chr51	157787381	157788626	zfp37(1of3)
chr51	315576017	315576982	or14j1
chr51	631153009	631154741	hsdl1
chr51	1262307760	1262309359	miip
chr51	2524617129	2524619069	mfap3l(1of2)
chr51	5049236208	5049237264	gpr141
chr51	10098473482	10098474918	akirin2(1of2)
chr51	20196948410	20196950255	inpp1
chr51	40393898675	40393900102	max(2of3)
chr51	80787798787	80787800082	svil(3of4)
chr51	161575598879	161575602374	nvl
chr51	323151201263	323151202194	polr1c
chr51	646302403467	646302410377	tanc1(1of2)
chr51	1292604813854	1292604816367	dhx32
chr51	2585209630231	2585209632138	arf1(3of3)
chr51	5170419262379	5170419265457	ing5
chr51	10340838527846	10340838528287	col1a2(4of4)
chr51	20681677056143	20681677057726	ick(2of2)
chr51	41363354113879	41363354116149	LOC107390604
chr51	82726708230038	82726708233118	cep126
chr51	165453416463166	165453416464597	LOC107372986
chr51	330906832927773	330906832930857	wdtc1
chr51	661813665858640	661813665860613	mmp17(2of3)
chr51	1323627331719263	1323627331723959	apba1(1of3)
chr51	2647254663443232	2647254663444381	ribc2
chr51	5294509326887623	5294509326891751	map3k3(2of2)
chr51	10589018653779384	10589018653784502	cntn1(1of2)
chr51	21178037307563896	21178037307570168	rasgrf1(2of4)
chr51	42356074615134074	42356074615135689	akap11(3of3)
chr51	84712149230269773	84712149230272770	ddx54
chr51	169424298460542553	169424298460543491	LOC107383746
chr51	338848596921086054	338848596921089177	rela
chr51	677697193842175241	677697193842175852	cstb(1of3)
chr51	1355394387684351103	1355394387684355936	jakmip2
chr51	2710788775368707049	2710788775368709481	vn1r4
chr51	5421577550737416540	5421577550737418169	pdx1
chr51	10843155101474834719	10843155101474836371	cyp51
chr51	21686310202949671100	21686310202949671348	snrpg
chr51	43372620405899342458	43372620405899345003	tmprss9(3of3)
chr51	86745240811798687471	86745240811798690432	kcnj15
chr51	173490481623597377913	173490481623597380246	apol3(2of3)
chr51	346980963247194758169	346980963247194759992	c8b
chr51	693961926494389518171	693961926494389519146	c2orf76
chr51	1387923852988779037327	1387923852988779038404	c8orf88
chr51	2775847705977558075741	2775847705977558077413	casq2(1of2)
chr51	5551695411955116153164	5551695411955116155037	cptp(2of3)
chr51	11103390823910232308211	11103390823910232314085	fam208a(2of2)
chr51	22206781647820464622306	22206781647820464623314	agmat
chr51	44413563295640929245630	44413563295640929250292	trak1(1of3)
chr51	88827126591281858495932	88827126591281858498837	itgb5
chr52	1	5414	ptprm(2of5)
chr52	5425	5954	LOC107373239
chr52	11389	15307	arvcf(1of2)
chr52	26706	28078	trim39(11of27)
chr52	54794	55915	kcnk2(3of3)
chr52	110719	111827	crp(2of2)
chr52	222556	225691	pcdha3(2of5)
chr52	448257	452755	sppl2b
chr52	901022	902668	dnase1l3(3of3)
chr52	1803700	1806000	ghr(1of3)
chr52	3609710	3610433	ndufaf3
chr52	7220153	7221672	baalc(2of2)
chr52	14441835	14443137	osr2
chr52	28884982	28888552	dhx16
chr52	57773544	57775054	cdca3
chr52	115548608	115551792	itih2
chr52	231100410	231103465	nptx2(4of4)
chr52	462203885	462207234	impad1
chr52	924411129	924411567	LOC107373503
chr52	1848822706	1848823886	rab11b(2of3)
chr52	3697646602	3697658197	trio(1of2)
chr52	7395304809	7395308610	gdpd5(1of2)
chr52	14790613429	14790614660	foxq1(1of2)
chr52	29581228099	29581230136	mfsd12
chr52	59162458245	59162459141	ttr
chr52	118324917396	118324918824	fbxw8(2of2)
chr52	236649836230	236649837603	bricd5
chr52	473299673843	473299674928	eif2b1
chr52	946599348781	946599349827	c11orf54
chr52	1893198698618	1893198701339	lclat1
chr52	3786397399967	3786397402541	lrif1
chr52	7572794802518	7572794808026	rp11-766f14.2(3of3)
chr52	15145589610554	15145589611142	acyp2
chr52	30291179221706	30291179225033	colgalt2(2of2)
chr52	60582358446749	60582358448561	txndc9
chr52	121164716895320	121164716898748	dct
chr52	242329433794078	242329433794885	pigf
chr52	484658867588973	484658867594505	eprs
chr52	969317735183488	969317735185236	nup50
chr52	1938635470368734	1938635470376547	negr1(2of2)
chr52	3877270940745291	3877270940749975	trpv1(2of2)
chr52	7754541881495276	7754541881498288	recql(1of2)
chr52	15509083762993574	15509083762994526	myl6(1of2)
chr52	31018167525988110	31018167525991172	zp3(9of19)
chr52	62036335051979292	62036335051982842	map3k19(6of7)
chr52	124072670103962144	124072670103963396	fut7(2of3)
chr52	248145340207925550	248145340207928463	kif2a(2of2)
chr52	496290680415854023	496290680415858768	znf568(12of15)
chr52	992581360831712801	992581360831717432	gli2(2of3)
chr52	1985162721663430243	1985162721663432244	znf567
chr52	3970325443326862497	3970325443326864854	josd2
chr52	7940650886653727361	7940650886653738819	speg(1of3)
chr52	15881301773307466190	15881301773307466775	LOC107376521
chr52	31762603546614932975	31762603546614938476	b4gat1
chr52	63525207093229871461	63525207093229873083	evx1(1of2)
chr52	127050414186459744554	127050414186459746582	ccdc62
chr52	254100828372919491146	254100828372919493809	patl1
chr52	508201656745838984965	508201656745838985677	mrps15
chr52	1016403313491677970652	1016403313491677972243	sh2d1a(2of2)
chr52	2032806626983355942905	2032806626983355945624	bfsp1
chr52	4065613253966711888539	4065613253966711894440	rgs12(1of2)
chr52	8131226507933423782989	8131226507933423785064	cnot2(2of2)
chr52	16262453015866847568063	16262453015866847570619	htr6(1of2)
chr52	32524906031733695138692	32524906031733695142924	rprd2(1of2)
chr52	65049812063467390281626	65049812063467390282442	tmem167a
chr53	1	2471	dnajc5(4of4)
chr53	2482	6939	mrc1(9of18)
chr53	9431	12632	ppp1r3c(1of3)
chr53	22073	23391	emb
chr53	45474	46597	rnf24
chr53	92081	97150	lrp12
chr53	189241	192024	ptgfr(2of4)
chr53	381275	382128	c1orf146
chr53	763413	769208	nrip1
chr53	1532631	1535699	kcne4
chr53	3068340	3073176	dyrk1b
chr53	6141526	6142354	spaca5
chr53	12283890	12284524	LOC107372990
chr53	24568424	24570086	lrrc39
chr53	49138520	49143697	cdr2l(1of2)
chr53	98282227	98285290	slc9a1(2of2)
chr53	196567527	196577208	plce1
chr53	393144745	393146173	alg1
chr53	786290928	786293654	b3galt2(4of7)
chr53	1572584592	1572586466	ubtf(3of3)
chr53	3145171068	3145172143	srsf9
chr53	6290343221	6290346242	zic1(1of2)
chr53	12580689473	12580692402	smarcal1
chr53	25161381885	25161384872	pik3c3
chr53	50322766767	50322769850	paxbp1
chr53	100645536627	100645540597	rorb(2of3)
chr53	201291077234	201291078479	gnpnat1
chr53	402582155723	402582160608	mast1(1of2)
chr53	805164316341	805164317066	or52d1(1of5)
chr53	1610328633417	1610328642533	ralgapa1
chr53	3220657275960	3220657282484	abl2
chr53	6441314558454	6441314560558	sgk2
chr53	12882629119022	12882629119132	LOC107373697
chr53	25765258238164	25765258245044	evpl(2of2)
chr53	51530516483218	51530516485593	LOC107387145
chr53	103061032968821	103061032973846	evi5l
chr53	206122065942677	206122065950386	kif26a(1of2)
chr53	412244131893073	412244131894684	pym1
chr53	824488263787767	824488263791614	stam
chr53	1648976527579391	1648976527580081	tmem27(2of2)
chr53	3297953055159482	3297953055162157	LOC107388922
chr53	6595906110321649	6595906110322893	tmed1(1of2)
chr53	13191812220644552	13191812220647142	nadk2
chr53	26383624441291704	26383624441295729	lrig3
chr53	52767248882587443	52767248882590133	mief1(2of2)
chr53	105534497765177586	105534497765179461	ubl3(1of2)
chr53	211068995530357057	211068995530365408	zfp827
chr53	422137991060722475	422137991060726832	ssh1(2of2)
chr53	844275982121449317	844275982121451231	LOC107381940
chr53	1688551964242900558	1688551964242901811	gnaq(4of4)
chr53	3377103928485802379	3377103928485804407	gimap4(4of7)
chr53	6754207856971606796	6754207856971611116	cyfip1
chr53	13508415713943217922	13508415713943220544	LOC107394808
chr53	27016831427886438476	27016831427886439633	bloc1s1
chr53	54033662855772878119	54033662855772880975	ikbke
chr53	108067325711545759104	108067325711545760552	c11orf70
chr53	216134651423091519666	216134651423091521530	nptx2(1of4)
chr53	432269302846183041206	432269302846183042832	vpreb3(1of2)
chr53	864538605692366084048	864538605692366085569	lamp1(3of4)
chr53	1729077211384732169627	1729077211384732170878	slc19a2
chr53	3458154422769464340515	3458154422769464341607	ska2
chr53	6916308845538928682132	6916308845538928686447	ikzf4(2of2)
chr53	13832617691077857368589	13832617691077857374644	epb41(1of2)
chr53	27665235382155714743243	27665235382155714746945	abcb10
chr53	55330470764311429490198	55330470764311429494021	LOC107395635
chr54	1	2414	plvap(1of2)
chr54	2425	4971	mmp9
chr54	7406	11592	eps15l1(1of2)
chr54	19008	19573	mplkip
chr54	38591	40533	snx33
chr54	79134	82254	susd2(1of3)
chr54	161398	162863	rtl1(15of17)
chr54	324271	326499	grhpr(2of3)
chr54	650780	656037	kif5b(3of3)
chr54	1306827	1309515	ggcx
chr54	2616352	2621990	nufip2(2of2)
chr54	5238352	5239902	cd82(2of3)
chr54	10478264	10480795	LOC107373360
chr54	20959069	20960415	g6pc3
chr54	41919494	41920949	gdpgp1
chr54	83840453	83847240	shroom3(2of2)
chr54	167687703	167691273	rgs22
chr54	335378986	335382252	ndufs1(2of2)
chr54	670761248	670765251	rbm26
chr54	1341526509	1341528644	alkbh8
chr54	2683055163	2683055737	cnfn(6of7)
chr54	5366110910	5366115445	nfasc(1of2)
chr54	10732226365	10732232450	myh7(3of3)
chr54	21464458825	21464460424	mdk
chr54	42928919259	42928921917	mlip
chr54	85857841186	85857841855	fam129a(2of3)
chr54	171715683051	171715685579	hnrnpul2
chr54	343431368640	343431369431	emc10
chr54	686862738081	686862740356	acss1
chr54	1373725478447	1373725479428	vn1r2
chr54	2747450957885	2747450960652	tinagl1
chr54	5494901918547	5494901923132	mybpc1
chr54	10989803841689	10989803846162	c9orf84
chr54	21979607687861	21979607688881	hist2h3d(7of8)
chr54	43959215376752	43959215381389	has2
chr54	87918430758151	87918430759815	ube2s
chr54	175836861517976	175836861519710	chst5(2of5)
chr54	351673723037696	351673723040078	cyb5r4
chr54	703347446077784	703347446081931	hcn1
chr54	1406694892159725	1406694892161723	slc22a7(4of4)
chr54	2813389784321458	2813389784324652	zfp36l1(1of5)
chr54	5626779568646120	5626779568647199	dhfr(2of3)
chr54	11253559137293329	11253559137297163	b4galnt1(1of2)
chr54	22507118274590502	22507118274591974	selenbp1
chr54	45014236549182486	45014236549188180	pacs1(1of2)
chr54	90028473098370676	90028473098375399	col28a1(1of5)
chr54	180056946196746085	180056946196748128	epha6(2of5)
chr54	360113892393494223	360113892393494794	tma7
chr54	720227784786989027	720227784786991566	asb14(2of2)
chr54	1440455569573980603	1440455569573983953	pdlim4
chr54	2880911139147964566	2880911139147966909	lgr5(1of2)
chr54	5761822278295931485	5761822278295932273	prc1(2of4)
chr54	11523644556591863768	11523644556591866256	src(2of2)
chr54	23047289113183730034	23047289113183731485	dmrt3
chr54	46094578226367461529	46094578226367462058	dnlz
chr54	92189156452734923597	92189156452734924393	tmprss11d
chr54	184378312905469848000	184378312905469848964	LOC107373482
chr54	368756625810939696974	368756625810939698331	nrm
chr54	737513251621879395315	737513251621879395616	sec61g
chr54	1475026503243758790941	1475026503243758792554	znf235(24of148)
chr54	2950053006487517583505	2950053006487517586526	rhog(2of2)
chr54	5900106012975035170041	5900106012975035171644	pcdhga10(2of15)
chr54	11800212025950070341695	11800212025950070343816	pdk2(2of2)
chr54	23600424051900140685521	23600424051900140687512	fam168b
chr54	47200848103800281373043	47200848103800281374353	dpy19l4(2of2)
chr54	94401696207600562747406	94401696207600562750303	ugt2a2(2of7)
chr55	1	1773	trub1(2of2)
chr55	1784	5836	gin1(4of10)
chr55	7630	9503	cct8
chr55	17143	23013	myh2(1of3)
chr55	40166	42788	elf1
chr55	82964	84860	prss23(1of2)
chr55	167834	171315	micall2(1of2)
chr55	339159	345848	med12
chr55	685017	685962	tpmt
chr55	1370989	1375264	foxn2
chr55	2746263	2749244	hras(1of2)
chr55	5495517	5499740	c12orf40
chr55	10995267	10997183	cfap52
chr55	21992460	21996257	mep1a(1of3)
chr55	43988727	43989386	LOC107392627
chr55	87978123	87979910	fez2(1of2)
chr55	175958043	175959834	LOC107387267
chr55	351917887	351919070	siglec1(6of6)
chr55	703836967	703849804	fras1
chr55	1407686781	1407690676	map4k5(1of3)
chr55	2815377467	2815378393	edf1
chr55	5630755870	5630756359	sat2(2of2)
chr55	11261512239	11261513404	echdc3
chr55	22523025653	22523035319	atm
chr55	45046060982	45046063319	ccdc158(1of2)
chr55	90092124311	90092126997	tmem116(2of2)
chr55	180184251318	180184253446	slc22a2(2of2)
chr55	360368504774	360368507128	LOC107378660
chr55	720737011912	720737013060	serpinf1
chr55	1441474024982	1441474026638	il20rb
chr55	2882948051630	2882948052065	or52e8
chr55	5765896103705	5765896105807	gstcd
chr55	11531792209522	11531792210941	slc3a2(1of2)
chr55	23063584420473	23063584424524	ogdh(1of2)
chr55	46127168845007	46127168847902	taf4a(2of5)
chr55	92254337692919	92254337694195	cfl2(3of3)
chr55	184508675387124	184508675390772	fam214b
chr55	369017350777906	369017350779041	set(1of2)
chr55	738034701556957	738034701558598	traip
chr55	1476069403115565	1476069403118455	nlgn3(3of3)
chr55	2952138806234030	2952138806237777	cc2d1b
chr55	5904277612471817	5904277612474590	cyp19a1(1of2)
chr55	11808555224946417	11808555224948078	aldh2
chr55	23617110449894505	23617110449898211	slitrk5(2of2)
chr55	47234220899792726	47234220899793915	nsdhl
chr55	94468441799586651	94468441799587797	rnaseh2b
chr55	188936883599174458	188936883599175825	odf3l2(2of2)
chr55	377873767198350293	377873767198352766	and1
chr55	755747534396703069	755747534396705673	klhl33(1of2)
chr55	1511495068793408752	1511495068793414954	nr3c1(1of2)
chr55	3022990137586823716	3022990137586826927	dll4(2of2)
chr55	6045980275173650653	6045980275173651475	myo15a(2of6)
chr55	12091960550347302138	12091960550347305140	rxfp1
chr55	24183921100694607288	24183921100694608858	krt18(5of6)
chr55	48367842201389216156	48367842201389220655	slc7a5(2of2)
chr55	96735684402778436821	96735684402778440668	lrp8(4of4)
chr55	193471368805556877499	193471368805556879437	sec61a1(2of2)
chr55	386942737611113756946	386942737611113757343	rpl21
chr55	773885475222227514299	773885475222227515667	plekhb2(2of2)
chr55	1547770950444455029976	1547770950444455031582	or11a1(11of11)
chr55	3095541900888910061568	3095541900888910063544	mettl14
chr55	6191083801777820125122	6191083801777820125705	commd10
chr55	12382167603555640250837	12382167603555640252992	tarbp2
chr55	24764335207111280503839	24764335207111280505715	aanat(1of3)
chr55	49528670414222561009564	49528670414222561009933	rpl36
chr55	99057340828445122019507	99057340828445122021633	stk24(2of2)
chr56	1	2025	foxj1(2of2)
chr56	2036	4652	nr2e1
chr56	6698	9679	lhx3
chr56	16387	16739	acyp1
chr56	33136	34873	cars2
chr56	68019	70897	rad54b
chr56	138926	140924	rab24
chr56	279860	282196	casr(27of74)
chr56	562066	566123	sertad2
chr56	1128199	1129182	trappc3
chr56	2257391	2260106	col24a1(3of4)
chr56	4517507	4520754	tert
chr56	9038271	9042335	dnajc14
chr56	18080616	18081879	trmu(1of2)
chr56	36162505	36163715	sdhaf4
chr56	72326230	72327643	dusp11(1of2)
chr56	144653883	144658793	rbm15
chr56	289312686	289314687	cdk16
chr56	578627383	578629175	tacr3(3of3)
chr56	1157256568	1157259394	pram1
chr56	2314515972	2314518552	cdk17(1of3)
chr56	4629034534	4629036031	tmem79(2of3)
chr56	9258070575	9258072998	qrfpr
chr56	18516143583	18516146006	c1qtnf4(2of2)
chr56	37032289599	37032292387	hgsnat(1of2)
chr56	74064581996	74064582712	rps4x
chr56	148129164718	148129165823	tmem163(1of2)
chr56	296258330551	296258331239	med11
chr56	592516661800	592516663479	hmbox1(1of3)
chr56	1185033325289	1185033326404	mrpl21
chr56	2370066651703	2370066654873	cacnb2(2of2)
chr56	4740133306586	4740133308042	myadml2(3of3)
chr56	9480266614638	9480266617309	sec23a(1of2)
chr56	18960533231957	18960533233182	prkrir(2of5)
chr56	37921066465149	37921066466206	kncn
chr56	75842132931365	75842132935051	lgalsl(3of3)
chr56	151684265866426	151684265868446	plaur(2of6)
chr56	303368531734882	303368531737139	csrp2bp
chr56	606737063472031	606737063474693	wnt7a(1of2)
chr56	1213474126946734	1213474126948783	zfp131
chr56	2426948253895527	2426948253897455	arpc5
chr56	4853896507792992	4853896507796676	gcgr(2of2)
chr56	9707793015589678	9707793015589718	LOC107384532
chr56	19415586031179406	19415586031183699	mad1l1
chr56	38831172062363115	38831172062364781	slc1a6
chr56	77662344124727906	77662344124729427	LOC107372402
chr56	155324688249457343	155324688249457569	plch2(3of4)
chr56	310649376498914922	310649376498916941	klf1
chr56	621298752997831873	621298752997834993	aim1(1of2)
chr56	1242597505995666876	1242597505995667495	crabp2(1of2)
chr56	2485195011991334381	2485195011991335405	sdr39u1
chr56	4970390023982669796	4970390023982672163	prdm8
chr56	9940780047965341969	9940780047965343973	klhl29(2of2)
chr56	19881560095930685952	19881560095930686547	fuca1(1of2)
chr56	39763120191861372509	39763120191861380449	med13
chr56	79526240383722752968	79526240383722754001	atp5c1
chr56	159052480767445506979	159052480767445513244	kdm5a
chr56	318104961534891020233	318104961534891021527	rnf121(1of2)
chr56	636209923069782041770	636209923069782042888	scgn
chr56	1272419846139564084668	1272419846139564086295	dhrs3
chr56	2544839692279128170973	2544839692279128172714	fdft1
chr56	5089679384558256343697	5089679384558256348880	ankrd50(1of3)
chr56	10179358769116512692587	10179358769116512694741	trafd1
chr56	20358717538233025387338	20358717538233025390471	tbc1d19
chr56	40717435076466050777819	40717435076466050780186	rrnad1
chr56	81434870152932101558015	81434870152932101560616	prr35
chr57	1	6650	rere(2of2)
chr57	6661	8302	klhdc2(1of3)
chr57	14973	16983	pdk1
chr57	31966	37542	uhrf1bp1l
chr57	69518	70995	LOC107387363
chr57	140523	144606	six6
chr57	285139	285752	arl3(1of3)
chr57	570901	576636	mex3d(1of2)
chr57	1147547	1149839	ptx3(2of2)
chr57	2297396	2299722	pdss2
chr57	4597128	4599515	znf845(1of2)
chr57	9196653	9198855	csnk2a2(1of2)
chr57	18395518	18402294	palmd(2of2)
chr57	36797822	36799514	gata2(3of3)
chr57	73597346	73598355	nog(4of4)
chr57	147195711	147198362	zfp266
chr57	294394083	294397128	vgf(2of2)
chr57	588791221	588792746	hs3st1(1of3)
chr57	1177583977	1177586364	LOC107384152
chr57	2355170351	2355175288	capn7
chr57	4710345649	4710349662	mapk6
chr57	9420695321	9420696185	aig1(2of2)
chr57	18841391516	18841392659	rgs2
chr57	37682784185	37682789487	rab11fip5
chr57	75365573682	75365577671	tcf7l2
chr57	150731151363	150731153036	shmt1
chr57	301462304409	301462307874	ccdc102a(2of2)
chr57	602924612293	602924616601	c9orf172(2of2)
chr57	1205849228904	1205849229975	fth1(6of8)
chr57	2411698458889	2411698461445	elf2(1of2)
chr57	4823396920344	4823396921460	scg5
chr57	9646793841814	9646793843022	agbl4(1of2)
chr57	19293587684846	19293587686171	LOC107372475
chr57	38587175371027	38587175374824	hspa12b
chr57	77174350745861	77174350746544	crygb(16of19)
chr57	154348701492415	154348701494341	asns
chr57	308697402986766	308697402987907	decr2
chr57	617394805974683	617394805978359	prox1(2of5)
chr57	1234789611953052	1234789611953568	tmem238(3of4)
chr57	2469579223906630	2469579223908720	cyp8b1
chr57	4939158447815360	4939158447815767	cmc2
chr57	9878316895631137	9878316895633179	gdf3
chr57	19756633791264326	19756633791268411	trpm4(1of3)
chr57	39513267582532747	39513267582534859	znf568(3of15)
chr57	79026535165067616	79026535165069621	nans(1of2)
chr57	158053070330137247	158053070330139751	cldn4(2of19)
chr57	316106140660277008	316106140660277315	cilp2(1of3)
chr57	632212281320554333	632212281320555356	foxq1(2of2)
chr57	1264424562641109699	1264424562641112359	dlat
chr57	2528849125282222068	2528849125282224524	hs6st2
chr57	5057698250564446602	5057698250564449876	znf235(22of148)
chr57	10115396501128896488	10115396501128897308	cfap20
chr57	20230793002257793806	20230793002257797663	chrm2(1of2)
chr57	40461586004515591479	40461586004515593970	pkp1(1of2)
chr57	80923172009031185459	80923172009031188486	dhx58
chr57	161846344018062373955	161846344018062379767	myom3
chr57	323692688036124753732	323692688036124754174	kcnh2
chr57	647385376072249507916	647385376072249512580	hcn2(3of4)
chr57	1294770752144499020506	1294770752144499025679	maml1
chr57	2589541504288998046195	2589541504288998051579	wasf3(1of4)
chr57	5179083008577996097784	5179083008577996100226	hmcn1(7of8)
chr57	10358166017155992198020	10358166017155992198587	rpl13a
chr57	20716332034311984396617	20716332034311984397342	neb(1of7)
chr57	41432664068623968793969	41432664068623968799050	sik2
chr57	82865328137247937593029	82865328137247937594551	c12orf29
chr58	1	1655	p2rx3(2of2)
chr58	1666	4388	pdlim5(2of2)
chr58	6064	8934	eri2
chr58	15008	15884	pld4
chr58	30902	33317	wdr89
chr58	64229	65888	cln3
chr58	130127	135301	mon2
chr58	265438	266357	dnph1
chr58	531805	533149	rraga
chr58	1064964	1068223	cep290(3of5)
chr58	2133197	2135121	zdhhc23(1of2)
chr58	4268328	4269200	bcap29(1of2)
chr58	8537538	8542135	nphs1
chr58	17079683	17082002	reep2
chr58	34161695	34163676	pcdhga12
chr58	68325381	68328538	kdm1b
chr58	136653929	136655050	oprl1(1of2)
chr58	273308989	273310917	cmpk2
chr58	546619916	546620884	rho(5of6)
chr58	1093240810	1093241566	prss1(4of10)
chr58	2186482386	2186484336	LOC107390551
chr58	4372966732	4372970500	zfr(1of3)
chr58	8745937242	8745939032	mgat2(1of2)
chr58	17491876284	17491877582	ostc
chr58	34983753876	34983754328	sdhd
chr58	69967508214	69967508908	tnni1(5of5)
chr58	139935017132	139935019680	tfip11
chr58	279870036822	279870041925	mpzl1
chr58	559740078757	559740080366	LOC107397005
chr58	1119480159133	1119480160758	c5orf22
chr58	2238960319901	2238960325570	plxnc1
chr58	4477920645481	4477920647861	slc5a8(1of3)
chr58	8955841293352	8955841295755	elmo3
chr58	17911682589117	17911682590678	vegfc(2of2)
chr58	35823365179805	35823365183185	grik3
chr58	71646730363000	71646730365183	rhou(1of3)
chr58	143293460728193	143293460729808	znf568(1of15)
chr58	286586921458011	286586921459216	LOC107372615
chr58	573173842917237	573173842920474	aldh18a1(2of2)
chr58	1146347685837721	1146347685839619	tnfsf12
chr58	2292695371677350	2292695371678282	rpp30
chr58	4585390743355642	4585390743357940	dnaja2(2of2)
chr58	9170781486713592	9170781486716703	glis3
chr58	18341562973430305	18341562973437384	igsf9(1of2)
chr58	36683125946867699	36683125946868959	sptan1(13of23)
chr58	73366251893736668	73366251893737322	LOC107394524
chr58	146732503787474000	146732503787474412	dph3
chr58	293465007574948422	293465007574951169	rcbtb2
chr58	586930015149899601	586930015149901883	snap25(1of3)
chr58	1173860030299801494	1173860030299803178	LOC107375239
chr58	2347720060599604682	2347720060599607020	pou3f2(1of2)
chr58	4695440121199211712	4695440121199214567	ptf1a(1of2)
chr58	9390880242398426289	9390880242398428055	p2rx7(5of10)
chr58	18781760484796854354	18781760484796856429	agxt(1of2)
chr58	37563520969593710793	37563520969593713118	cplx3
chr58	75127041939187423921	75127041939187425931	ceacam21
chr58	150254083878374849862	150254083878374853046	telo2
chr58	300508167756749702918	300508167756749708581	rock2(1of4)
chr58	601016335513499411509	601016335513499412734	uck2
chr58	1202032671026998824253	1202032671026998826880	znf235(1of148)
chr58	2404065342053997651143	2404065342053997654234	slc32a1(1of3)
chr58	4808130684107995305387	4808130684107995306286	bcap29(2of2)
chr58	9616261368215990611683	9616261368215990615460	ctnna1
chr58	19232522736431981227153	19232522736431981229657	trim39(22of27)
chr58	38465045472863962456820	38465045472863962458902	klhl15
chr58	76930090945727924915732	76930090945727924917986	glt8d1
chr59	1	2591	fzd9
chr59	2602	4444	mfsd13a
chr59	7056	8351	proc
chr59	15417	16573	snx5(2of2)
chr59	32000	36203	pcnxl4
chr59	68213	68863	tnfrsf10c
chr59	137086	139295	galnt12
chr59	276391	280867	slc26a2(2of2)
chr59	557268	558662	c7orf26
chr59	1115940	1117140	fbxw4
chr59	2233090	2234737	capza2
chr59	4467837	4473569	ppfia1
chr59	8941416	8942668	LOC107387421
chr59	17884094	17887672	akt1s1
chr59	35771776	35775692	adgrg7
chr59	71547478	71550893	dll4(1of2)
chr59	143098381	143099817	herpud2(1of2)
chr59	286198208	286206152	myo7a(1of8)
chr59	572404370	572406454	casr(23of74)
chr59	1144810834	1144815152	cgn(2of2)
chr59	2289625996	2289627016	clec4f
chr59	4579253022	4579254909	vgll2(1of2)
chr59	9158507941	9158508576	tmem218
chr59	18317016527	18317017437	dusp22(1of2)
chr59	36634033974	36634036246	zfp2(10of11)
chr59	73268070230	73268072005	tmem151b(2of3)
chr59	146536142245	146536145914	erc2(1of2)
chr59	293072288169	293072292696	grid1(1of2)
chr59	586144580875	586144582354	ppm1l(1of2)
chr59	1172289163239	1172289164933	afmid(2of2)
chr59	2344578328182	2344578330701	rpgrip1l(2of2)
chr59	4689156658893	4689156659576	commd3
chr59	9378313318479	9378313319889	fgfbp3
chr59	18756626638378	18756626640052	slc16a6(2of4)
chr59	37513253278440	37513253278704	rbpj(3of3)
chr59	75026506557154	75026506558732	ppp2ca
chr59	150053013115896	150053013120720	sorcs1(1of2)
chr59	300106026236626	300106026239218	timp3
chr59	600212052475854	600212052476938	hes1(3of3)
chr59	1200424104952802	1200424104953952	uprt
chr59	2400848209906764	2400848209912420	myo5a(2of2)
chr59	4801696419819194	4801696419825720	LOC107376589
chr59	9603392839644924	9603392839645222	rps26
chr59	19206785679290156	19206785679292327	ccdc158(2of2)
chr59	38413571358582493	38413571358584903	pck1(2of2)
chr59	76827142717167406	76827142717168898	pcolce2(1of3)
chr59	153654285434336314	153654285434338524	hoxa2(1of2)
chr59	307308570868674848	307308570868676095	dnal1(2of2)
chr59	614617141737350953	614617141737354767	nr3c1(2of2)
chr59	1229234283474705730	1229234283474707423	fos(1of4)
chr59	2458468566949413163	2458468566949415310	tmem240
chr59	4916937133898828483	4916937133898829996	kctd6
chr59	9833874267797658489	9833874267797658826	crygb(18of19)
chr59	19667748535595317325	19667748535595320534	ednra(1of2)
chr59	39335497071190637869	39335497071190638134	asgr2(2of3)
chr59	78670994142381276013	78670994142381277850	LOC107381066
chr59	157341988284762553873	157341988284762555214	dpy19l4(1of2)
chr59	314683976569525109097	314683976569525114358	extl3
chr59	629367953139050223465	629367953139050226396	thbs3
chr59	1258735906278100449871	1258735906278100451585	gpr61(2of4)
chr59	2517471812556200901466	2517471812556200902111	btf3(2of2)
chr59	5034943625112401803587	5034943625112401804525	ppie
chr59	10069887250224803608122	10069887250224803609903	rab44(1of2)
chr59	20139774500449607218035	20139774500449607219500	cstf1
chr59	40279549000899214437545	40279549000899214441149	fam35a
chr59	80559098001798428878704	80559098001798428880635	mprip(1of6)
chr60	1	1799	fam161b(2of2)
chr60	1810	3814	rundc3b
chr60	5634	7118	rbm4b(4of4)
chr60	12762	18297	rab11fip2(2of2)
chr60	31069	33273	LOC107396089
chr60	64352	66668	rnf170(2of2)
chr60	131030	131464	LOC107376868
chr60	262504	264639	znf112(1of5)
chr60	527153	529924	slc37a1
chr60	1057087	1060021	bves
chr60	2117118	2118951	mrc2(2of12)
chr60	4236079	4242553	vwde(3of3)
chr60	8478642	8484659	golga3
chr60	16963311	16965995	plcd1(1of2)
chr60	33929316	33929882	atp5d
chr60	67859208	67862083	ehd4
chr60	135721301	135724935	pth1r(1of2)
chr60	271446246	271446627	hist2h2ab(4of10)
