id,qval,Log2Fold
lamp2,0.353990427,-0.144434409
tipin,0.354242769,-0.193402947
asb2(1of3),0.354397169,-0.231344014
eps15l1(1of2),0.354613526,-0.117258391
lman1,0.354622618,0.154764177
olfm4(1of2),0.354754847,-0.213409199
fam114a1,0.354849845,-0.144197413
paip2b(1of2),0.354875076,0.097691564
csnk2a1,0.355044311,0.097313471
pea15,0.355070933,-0.253753497
smchd1,0.35518198,-0.120123807
ifi27(2of3),0.355280859,-0.440763441
jdp2(2of2),0.355376735,0.10921656
socs7(2of2),0.355616016,-0.109783658
cldn19(1of4),0.355900509,0.356772602
diexf,0.355956879,-0.098261675
carkd,0.356181043,0.097179163
nup214,0.356484906,-0.097698328
cracr2a(1of2),0.356547604,-0.180130319
pask,0.356549987,-0.126109579
ppara(2of2),0.356622024,-0.191707404
zfp516(1of2),0.356688267,0.118993441
trmt1,0.356815489,0.101820989
ripk4(2of2),0.356817248,-0.120388273
rnf152,0.356833581,0.183071473
cldn11(2of2),0.356937947,0.258132551
nif3l1,0.357154947,0.219447334
slc38a8(2of2),0.357189929,0.244062878
LOC107376691,0.357375707,0.129390401
anxa5(2of2),0.357426651,-0.106646593
gemin6,0.35746609,0.14538728
myb,0.35748147,0.214457068
sgcd,0.357630667,-0.15060582
dsg4,0.357819091,-0.203079468
mppe1,0.357838136,-0.125199525
il10rb(1of4),0.357934553,0.096976419
slc12a7,0.357983016,0.100684221
fbl,0.358079549,-0.097587843
snx6,0.358357452,0.097121755
hhatl(1of2),0.358504881,-0.157111082
tmprss9(2of3),0.358566241,-0.182924618
bco2(1of3),0.358876468,0.10905917
apoh(2of3),0.35921963,0.583017771
zmiz2(2of2),0.359333945,-0.170484995
slc25a28(1of3),0.359390127,0.146274613
and3,0.359542671,-0.272107663
aga,0.359632804,-0.180688075
kbtbd2,0.359664272,-0.130436057
aldob,0.35993361,0.1036783
sema4a,0.360210681,-0.101448609
tmem259,0.360236872,0.098697096
atp7a,0.360237368,-0.125181235
chrnd(2of2),0.360302114,0.291921363
zmym1(12of14),0.360441705,0.118742221
shmt1,0.360497353,0.141298753
rad54l,0.360517732,-0.129722448
fjx1,0.36053787,0.13601496
fus,0.360713659,-0.150973425
ttk,0.360722521,-0.139797572
tmub1,0.360742724,0.114001509
ap5s1,0.360790028,-0.139119296
lyve1(1of2),0.360836012,-0.201559089
napepld,0.360848856,0.10938673
LOC107393109,0.360898291,-0.274146893
vwa7(4of6),0.361051782,-0.146081633
actc1(2of5),0.361105593,0.142995431
st8sia2,0.361315625,0.173082828
aqp1(1of2),0.361382485,0.312260743
suv420h2,0.361446103,-0.118969684
msto1,0.361562158,0.099788193
zfp217,0.361673058,0.122773905
plb1(2of2),0.361692539,-0.142018513
mogs,0.361897095,0.145599274
mrpl52,0.361917052,0.116213395
efcab10,0.361962963,0.141214422
ccdc62,0.362147166,-0.108350359
znf84(4of4),0.362211481,-0.100282183
znf235(76of148),0.362347904,0.112017685
mpi,0.362514659,0.114136611
znf347,0.362725576,-0.095941078
bicc1(2of2),0.362764767,-0.122698172
strn3,0.362888906,-0.140406517
LOC107389948,0.363022371,-0.345400961
traf3ip2(1of2),0.363135578,0.195189054
sv2b(2of3),0.363147794,0.095857151
LOC107390515,0.363184165,-0.123332434
snf8,0.363380652,0.131670927
atp5a1(1of2),0.363408111,0.110129552
tmem201,0.363580292,0.126753954
ski(1of2),0.364134728,-0.107188136
scn11a,0.364213133,-0.175548535
fam118b,0.364319967,0.162671145
usp54(2of2),0.364344569,-0.129839565
zdhhc3(1of3),0.364401571,-0.095349357
ctso,0.364444307,-0.132346322
msh6,0.364478765,0.106590252
limk1(2of2),0.365177355,0.107308259
letm2,0.365203265,-0.102299249
bend4(2of2),0.365234446,-0.129774712
zfp292(1of2),0.365346516,-0.095644562
tmem63b(2of2),0.365362715,-0.114978316
sphk1(3of3),0.36536843,-0.147465069
ephb1(3of3),0.3655116,-0.116363922
sapcd1,0.365770313,-0.188528101
b4galt2(2of3),0.36577261,-0.192709481
fam177a1(3of3),0.365786769,0.22984381
znf235(133of148),0.365787395,0.141235474
rab33b(2of3),0.365881409,-0.174539793
gla,0.366284329,-0.114798242
cobll1(1of2),0.366343129,-0.147670924
ltf(1of2),0.366496979,0.429078876
pm20d1,0.36649989,-0.099821448
hoxb8,0.366683683,-0.178760448
pou3f2(1of2),0.366835397,-0.130138885
LOC107376519,0.366859431,-0.184063701
lrrc3b(2of3),0.367088634,0.258447029
tns4,0.367121647,-0.247082565
fmo4(2of2),0.367231495,0.117285414
cnfn(2of7),0.367264061,0.306932693
ccdc175,0.367457278,-0.145230577
sox8(2of2),0.367679637,0.135348735
trim25(6of8),0.367896731,-0.241026851
ccdc47,0.368355534,0.099749918
baiap2l1(2of3),0.368506688,0.174958884
rnf220(2of2),0.368507325,0.099246103
naa25,0.368589928,-0.107356431
hmgxb3(1of4),0.369176989,-0.164160086
arid1b(1of3),0.369241436,-0.095698279
pkd2,0.369265638,0.1217796
kiaa0355,0.36926974,-0.110245293
f2rl2(3of3),0.369277773,0.257269387
zfp503(1of2),0.369281265,0.116415639
zfhx4,0.369379712,-0.140676097
tex30,0.369750377,-0.171649541
map1a(2of3),0.369884244,-0.178539094
pspc1,0.36989863,0.111758282
ppp1r12c(2of2),0.370087246,0.104378294
hoxd12,0.370116079,0.278695281
phf3,0.370353417,0.099938338
bc068281,0.370485241,0.134844649
nr1d2(4of4),0.370539477,0.114728642
arl13b(1of2),0.370598313,0.098306838
mfn2,0.370641458,0.094689216
foxj2,0.370718706,-0.120462228
hoxc12,0.370747823,0.278689193
lrrn4(2of2),0.370970821,-0.208613076
tom1(2of2),0.370990909,0.107447945
trim35(6of7),0.37108802,-0.183974985
gtf2ird2b(2of4),0.371183005,0.245494635
syt1(2of6),0.37122108,-0.254333857
cox6b1(1of3),0.371548599,-0.415825193
ak8,0.37171068,0.158653257
gabarapl2(2of2),0.371815722,0.255565143
creld1,0.371926438,0.094868412
sat2(1of2),0.372025647,-0.132921844
rnf150(1of2),0.372046066,-0.167370041
cbx1(2of3),0.37215085,-0.095433562
fzd4,0.372400743,0.110701929
rplp2(1of2),0.372647044,-0.110222952
ndufs4,0.372696734,0.117452054
fam160b2,0.373204758,-0.101291345
hmgcs1,0.3732518,0.172629465
irf8(1of2),0.373307009,0.1874702
twf2(2of2),0.373524702,0.204017219
litaf(3of4),0.373698832,-0.222570384
rsph1,0.373868815,0.240339217
fer,0.373905355,0.127606721
mmp14(2of2),0.374271518,0.111272084
LOC107374499,0.3742875,-0.28289167
dcbld2(1of2),0.37429169,0.108596158
sae1(3of3),0.374534064,0.303588423
fam83c(1of2),0.374584177,-0.113097694
osbpl6(3of3),0.374684364,-0.238589975
LOC107387145,0.374689189,-0.191102276
fam204a,0.374899642,-0.103395438
zbed4(5of38),0.374980844,0.125240794
pdk2(1of2),0.375164914,-0.13065189
gns(1of2),0.375198663,-0.146677551
tfap4(1of2),0.375358848,0.09329576
LOC107373239,0.37542127,-0.221111035
rpp38,0.375469232,0.140317088
mfsd4(2of2),0.375514047,-0.261475405
naa40,0.375563392,0.09319565
tcf7l1(1of4),0.375951946,-0.097022419
ulk1(2of2),0.376123104,-0.109227607
mrpl27,0.376158375,0.093477764
taar6(2of19),0.376509975,-0.157283721
mylpf(2of4),0.376526514,-0.244097722
LOC107389420,0.376574579,-0.227449503
sv2b(1of3),0.376655879,-0.131337761
bmp10(3of3),0.376718449,-0.200561707
cgrrf1,0.376831595,-0.094309437
atl2(2of2),0.376856914,-0.116569024
hist1h4c(3of12),0.376885443,-0.217102368
echdc2(2of2),0.377013287,-0.123238496
ttc8,0.377040671,0.166569524
rnf145(1of2),0.377048772,0.101447104
sfrp2(2of2),0.3772348,0.309435271
kif3c(2of2),0.37728755,-0.137136956
fam133b,0.377341696,-0.118156875
cluap1,0.37781376,0.101842993
capn1(1of3),0.377924342,0.118754605
tnks(2of2),0.37818604,-0.095491531
zfyve1(4of4),0.378305308,0.283801768
sort1(2of3),0.378427159,-0.110184797
itgb1(3of3),0.378443957,0.09393533
suclg1,0.378482437,0.210956264
znf479(3of4),0.378499659,0.16861001
metrnl(1of3),0.378524175,-0.133828296
tyw5,0.378526571,-0.12566592
nisch,0.378572394,-0.130019283
ranbp10,0.378678255,-0.122614003
LOC107372739,0.378715891,-0.166366989
LOC107378758,0.37885376,-0.148037489
rab32(2of3),0.37897048,0.256631931
sdr42e1,0.379215122,0.142643569
hnrnpk(1of2),0.379357612,-0.092443033
trim68(2of2),0.37958437,-0.182957135
LOC107376163,0.379839717,-0.298843965
arpc1b,0.379881654,0.115844972
map2k4(2of2),0.380152021,0.093405092
gpatch2l,0.380204315,-0.145215454
gfm1,0.380247803,0.165419432
frmd4b(1of3),0.380333461,-0.101742286
epha4(3of3),0.380339167,-0.148673333
cep44,0.380389192,-0.107277945
etv5(1of2),0.380716658,-0.093698102
aifm1(2of2),0.38092191,-0.119634933
znf84(2of4),0.381111865,-0.10415713
atg9a(1of2),0.381337296,-0.098207416
ctc-534a2.2,0.381367334,-0.148406216
mtap,0.381586324,-0.107291353
rabep1,0.381680048,0.096482736
bicd2(1of3),0.381717299,0.142242562
slc43a1(2of2),0.38193805,-0.127953976
mrpl21,0.382037882,0.099079897
hykk,0.38204436,-0.195970357
trim44,0.382553924,0.117527011
klf15(1of2),0.382974775,0.182908864
lypla2,0.383012351,0.130914648
dhx15(1of2),0.383135638,0.093775368
mast4(2of2),0.383200733,-0.325389987
armc1(2of3),0.383439344,0.190528451
hoxa2b,0.383510406,0.178377923
cep41,0.38391609,0.157123274
ggnbp2,0.384088098,0.093826238
astl(2of9),0.384155361,-0.242316216
LOC107395071,0.38431504,0.0914822
rab20,0.38457161,0.130745168
stub1,0.384921172,0.093614326
cct4,0.385217669,-0.094339203
atp6v1e1(2of2),0.38533536,-0.096027996
LOC107395964,0.385432939,0.092350419
cherp,0.385461626,0.107006113
npr1(4of4),0.385479363,-0.144528441
cped1(2of2),0.385825694,0.11033971
mepce(2of2),0.385827326,0.103223106
aldh9a1(2of2),0.385944058,-0.168096676
tnik(3of3),0.386081346,-0.092154627
col4a3bp(2of2),0.386245011,-0.108109736
slc19a3(2of2),0.386405158,-0.209045618
evl(1of4),0.386424198,0.133424686
LOC107387968,0.386429344,-0.164057817
igf2bp2,0.386431067,-0.091123651
sox10(2of2),0.386452369,0.136276479
znf235(123of148),0.386617434,0.121508595
atg4d(2of2),0.386618732,0.133446995
kank2,0.386638574,0.10755515
fam110c(1of2),0.386701267,-0.100718121
hsp30(1of5),0.386714622,0.180578284
higd1a,0.38673457,0.274670642
aldh5a1,0.387065304,-0.108675757
ccdc186,0.387084192,-0.114795375
myoz2(1of4),0.387123082,0.153909619
phpt1(2of2),0.387157446,0.133836846
peg10(2of2),0.387295094,-0.270959118
adcyap1(1of2),0.387315929,0.143054764
mier3,0.38753138,0.102203593
mgat4c(1of3),0.387555868,-0.152686492
srp9,0.387842046,0.090949227
aldh1a2,0.387867522,-0.227907513
tuba1b(2of2),0.387996728,0.180219071
rpp14,0.388093408,0.114819501
nodal(2of3),0.388168584,-0.227712386
dars2,0.388234417,0.127252596
tuft1(1of2),0.388393672,0.14903712
atoh8,0.388472074,0.10156875
cgnl1(2of3),0.388854485,0.146657369
bcl9l(1of2),0.38910874,-0.133214532
cyyr1,0.389162361,0.148334107
eif3f,0.389255441,-0.09341759
jam3(2of2),0.389457431,-0.14702177
c6(1of2),0.389761435,-0.248130034
LOC107374408,0.39013249,-0.257672447
ndst1,0.390330682,-0.095277812
fgfr2(2of2),0.390333152,0.118113098
uba52,0.390427099,-0.108336631
jam2(2of2),0.390570028,-0.117557074
klf8,0.390716277,-0.281972183
ap3b1,0.390767669,-0.100173289
prdm6,0.39130458,-0.140008482
cdan1,0.391322419,-0.122035531
b9d2(1of2),0.391365136,0.130828233
ahsa1(1of2),0.391456867,0.235836354
mbd5(1of2),0.391575188,-0.103056224
gltscr1l,0.391647073,0.09743584
zcchc24(1of2),0.391674062,0.142367361
plppr3(2of2),0.391722657,-0.208902471
rin2(4of4),0.391845601,-0.113494687
psmd9,0.391859054,0.10730915
nynrin(1of15),0.391908258,-0.169936468
clec14a,0.391909193,0.235768698
spdl1,0.391963546,0.146740861
txn1(1of2),0.392016254,-0.109936208
cps1,0.392050498,0.106187123
ccdc66,0.392241555,-0.101796109
maml1,0.39225308,0.106959501
foxd1(1of3),0.392340774,-0.313228313
msi2,0.392469351,-0.17812772
mbtps1(2of2),0.392483218,-0.124919908
mpp2(1of2),0.392672594,0.090938122
nfu1(2of2),0.392682014,0.090118417
tmem245,0.392724156,-0.253310898
magel2(3of4),0.392772973,-0.339395239
necab1(3of4),0.393094599,-0.203736244
b3gntl1,0.393199603,0.203442138
azi2,0.393316832,0.126602242
LOC107388376,0.393476198,-0.317498154
acbd7,0.393623775,0.298347851
fsd1l,0.39379708,-0.166232342
eme1(2of2),0.393801194,-0.115185182
lamtor5,0.393843242,0.105967936
mip(1of2),0.39385431,-0.205141696
LOC107386928,0.393856958,0.17816583
ptger2,0.393880405,0.202611275
wasl(3of4),0.393947114,-0.1189898
shisa2,0.394158727,-0.13432168
grcc10,0.394158829,0.13121084
ldoc1l,0.394253381,-0.334150463
gsk3b,0.394378915,-0.147976559
tmem94(2of2),0.394481745,0.17311971
myoz1,0.394608993,0.201598198
ctbp1(2of2),0.39470395,-0.09289114
kcnb2(2of2),0.394807027,-0.173611232
tril,0.394840911,0.15049899
ndufa7,0.394903146,0.100383916
pbx3,0.394960966,-0.125114362
ankzf1,0.394972121,-0.094672704
gga3,0.395115479,-0.113366552
mtrf1,0.395382417,0.092367058
abcf2,0.395458802,0.113595669
gnmt(2of2),0.39566486,0.11388311
spred1(2of2),0.395734254,-0.158242848
fhl2(3of3),0.395747388,-0.176891062
slc30a2(2of2),0.395821264,-0.122652103
p2rx7(7of10),0.395843011,-0.11009243
nubp2,0.395959791,0.100720306
c7orf25,0.396037587,0.115515529
rad52,0.396101166,0.132511297
prdx3,0.396309092,0.098537398
foxred2,0.396511716,-0.106806286
rfesd(1of3),0.396637891,-0.133661219
map7d1(1of2),0.396693103,-0.103666202
atf5(2of2),0.396804519,0.180750042
gadd45g(3of3),0.396925556,-0.237578244
fgd3,0.396992148,0.12880509
chpt1,0.397020699,0.114616619
rpl26,0.397211747,-0.122594355
dcstamp,0.39736945,-0.165291308
mgat4b,0.397480062,0.109852839
slc22a23(1of3),0.397571476,-0.165434761
hcfc1,0.397713546,-0.101605428
rpl38,0.397842816,-0.119337864
sub1,0.397935913,0.095976462
atad1(2of2),0.398060168,0.237139048
tbc1d8,0.398205333,0.107974816
hps1,0.398406891,0.164315603
rtl1(14of17),0.398451695,-0.253525538
agbl4(1of2),0.398855273,-0.212330831
slc7a1(2of3),0.398936985,0.092360657
dnajb12(1of2),0.399082431,0.183299822
ndufa12,0.399110284,0.088669847
bhlhe40(1of2),0.399160035,-0.10225324
clec17a(9of10),0.399209113,-0.147161151
pex5l(2of2),0.399335745,0.128942477
fkbp7,0.399357973,-0.166305918
bud31,0.399396569,-0.095987649
usp12(3of5),0.399601808,-0.173179681
c11orf24,0.399782808,0.107115913
vamp1(4of4),0.399851494,-0.117666348
mecp2(1of2),0.399892524,0.120235396
dnajc5(4of4),0.399980691,-0.104470041
casp9(2of2),0.40004162,-0.232148605
rsbn1l(1of2),0.400190218,-0.101311229
lyl1,0.40035748,-0.177555149
cox5b(2of3),0.400365887,0.088644333
arhgdia(3of3),0.400534297,0.088321077
rfx3,0.400544857,-0.090264995
hipk2(1of6),0.400697922,-0.158223371
eef1a1(1of5),0.400827827,-0.107316835
lonrf3(2of2),0.400849667,-0.123996332
nom1,0.40092835,-0.094589222
LOC107377091,0.401164432,-0.240017713
chst5(2of5),0.401279531,0.088274558
nfatc3(1of2),0.401340645,-0.149068338
rpf1,0.401386608,0.094667968
ddx18,0.401492283,0.088143632
sp5(2of2),0.401516485,0.211890008
fam110a,0.401582869,0.13894307
rufy4,0.401653134,0.138931784
nipa1,0.401681094,0.187816018
ivns1abp,0.401862043,-0.135280343
LOC107382293,0.401929034,-0.21935775
klhl31(2of2),0.401931041,0.139199059
lsm11,0.40218116,-0.145206783
pdcd2,0.402216155,0.159021263
cryl1,0.402295087,0.120760558
rnf19a(4of5),0.402517393,-0.104060829
pxmp2,0.402792924,0.090170479
tmem104(2of2),0.402925179,-0.17558776
cd276(1of2),0.402972635,-0.129674765
mcoln1(1of2),0.402974579,0.107419929
rnf123,0.40299169,-0.117223377
sphk2,0.403127143,-0.098257154
znf235(69of148),0.403538855,0.092920886
mb21d2(2of2),0.403548784,-0.108135592
frat2,0.403640656,0.156552634
acy3,0.403669641,-0.164154377
LOC107396753,0.403689538,0.114233239
atg4c,0.403729055,0.105047852
tbc1d22a,0.404147023,-0.116723065
znf235(24of148),0.404192167,-0.149487673
parp11(2of2),0.404407404,0.123438618
rtl1(8of17),0.404795536,-0.364264847
rbp7(2of2),0.404834076,-0.156370118
dhfr(1of3),0.404855363,0.100050112
stoml1,0.404870168,0.123843562
mylpf(4of4),0.404885549,0.118414481
kazn(1of4),0.404922225,-0.172171414
oxnad1,0.405008581,0.188366509
LOC107373259,0.405465083,-0.245679519
mr1(2of2),0.405743754,0.222842108
chtf8,0.405781552,0.303314173
smc1a,0.405870057,0.08749714
zbed1(3of6),0.405879821,0.145450569
tnni2(2of5),0.406009941,-0.164336185
rapgef2,0.406051347,-0.092687519
wwc3(1of2),0.406292926,-0.132703152
myh10(1of3),0.406306891,-0.123517455
gabbr1(1of3),0.406324709,-0.129288258
cd151(2of2),0.406404488,0.089902478
rad23a,0.406628057,0.160062988
plpp3(2of4),0.406737365,0.109046345
caskin1(2of5),0.407054931,-0.147537726
klhl31(1of2),0.40715642,-0.12894122
gimap9(4of10),0.407232698,-0.29777304
dnajc27,0.407257468,-0.123188945
myo1e(1of2),0.407311115,0.128035573
rpap1,0.407425422,-0.101818574
gmnn,0.407655031,0.124021614
znf24(1of2),0.407714868,-0.187187691
rabl3,0.407837347,0.119608154
maats1,0.407892251,0.248288519
ap2b1,0.408027062,0.087948051
ecd,0.408089117,-0.097636679
fbxl5,0.408215687,0.135198487
myo1e(2of2),0.408273205,-0.143629859
nagpa,0.408354182,0.131423121
nudt2,0.408501093,-0.122143347
fam122a(2of2),0.408520373,-0.162593179
trmt13,0.408644333,0.089947951
slc25a25(3of4),0.408763692,-0.179507077
bcor(1of2),0.40892746,-0.119314331
c7orf43,0.408989116,0.091646665
LOC107388071,0.409070869,-0.163691083
pelo,0.409097086,0.168230824
cbfa2t3,0.409172376,-0.117897858
smarcd3,0.409216772,-0.139742985
pmpcb,0.409313629,0.095822878
parp1,0.409361104,0.093494783
sdcbp,0.409522174,0.095103144
tomm5,0.409650318,0.10899104
slc37a3,0.409684231,0.136988301
sebox(1of2),0.409890518,-0.185940108
tmem184c(2of2),0.410173836,-0.101456323
egf,0.410187819,0.178627547
zwilch,0.410199594,0.169287127
mrpl35,0.410253867,0.093732353
harbi1(16of28),0.410446453,0.293028662
larp6(1of2),0.410452973,0.092437404
uba6,0.410518923,-0.12945373
smyd5,0.410774709,0.097737385
trim39(9of27),0.411367461,-0.171112171
cnot3(1of2),0.411496486,-0.088402964
mdk,0.411540525,-0.152981586
sp4,0.411613033,-0.101265808
LOC107385398,0.412124791,0.246562861
rap1gds1(1of3),0.412166499,0.140323806
fech,0.412172433,0.109973492
ntrk2(2of2),0.412276127,-0.119373594
myl3(2of2),0.412359281,-0.285921152
enpp5,0.412374861,0.109057482
mtmr4,0.41239011,-0.118630223
spata7,0.412443676,0.112667931
alg6,0.412446242,0.140591352
lyrm2,0.41249492,-0.087411299
dkk3(3of3),0.412651271,-0.247677357
ddhd2,0.412728487,-0.09591466
ccne1,0.412887338,-0.143618667
dock10,0.412914303,-0.149633976
cobll1(2of2),0.412915384,-0.104597935
mapk12(3of3),0.412981714,-0.173775091
dynlt1(2of3),0.412999394,0.228761623
hey2(2of2),0.413201775,1.0063506
trabd2b(1of2),0.413336402,0.147299675
rrp7a(1of2),0.413476776,0.121173267
apod(2of3),0.413588894,0.276564645
icmt,0.414148713,-0.107901446
smoc2,0.414232026,0.18368065
ppm1b(2of4),0.41444952,0.092838233
adal(2of3),0.414549646,-0.114801158
esrrg(1of4),0.41472695,0.101635607
abca4(2of2),0.414758165,-0.238937108
itm2a,0.414867444,-0.092537069
tyk2,0.414878638,-0.089073212
cog6,0.414920536,0.105805587
gatad2a(2of2),0.415319497,0.092428512
mapk11,0.415527436,-0.181390673
kank1(1of3),0.415541296,0.102925898
amdhd2,0.415645092,0.111261417
fam234b,0.415845266,0.122510822
tssc1,0.416178862,0.117286063
fgl1(2of3),0.41626611,0.208155448
znf235(131of148),0.416271499,-0.178251884
ltbp3,0.416488955,-0.1051656
zfp518a(2of2),0.416548735,0.086146121
babam1,0.416597292,0.122416565
a2ml1(1of4),0.41681827,0.436503328
trappc2l,0.416854556,-0.116944951
fkbp14(2of2),0.416952433,0.141567252
rnd3,0.416979372,-0.110067935
cox7a2(2of2),0.417057314,0.228408246
angptl2(1of2),0.417108115,0.148829883
usp33,0.417166604,0.089627827
slc25a29(1of2),0.417444188,0.148011447
znf595(4of11),0.417533254,-0.131044655
sos1,0.417609356,-0.128631776
larp6(2of2),0.417661817,-0.214870695
dbx1(1of2),0.417745228,-0.155611934
pld3(1of2),0.418042986,0.129558959
arap3,0.418269445,-0.121881145
c2orf50,0.418819584,-0.305280988
mthfr,0.419440412,0.137354824
adam11(2of2),0.419518186,0.148508243
chordc1(2of2),0.41951902,0.089293558
rtn4(1of3),0.419551881,-0.115331506
tbxa2r,0.419658314,-0.217928215
zdhhc16(2of2),0.420085262,0.1442523
mad1l1,0.420117949,0.086343481
LOC107382727,0.420415184,-0.20577384
gtse1,0.420459996,-0.143529709
rsbn1l(2of2),0.420487243,-0.100638715
pxn(3of3),0.420556315,0.086160992
tra2b(1of2),0.420787849,0.093895222
msi1(1of2),0.421074546,-0.112214401
cc2d1b,0.421131405,-0.096112528
hspa12a(2of2),0.421490684,-0.092112983
snx16,0.421572344,-0.114156346
zfp319(2of2),0.421669218,-0.136430697
zfp2(4of11),0.421713387,-0.212441907
znf568(12of15),0.421740459,0.088729631
LOC107390203,0.421750957,-0.207549586
notch1(3of3),0.422221263,-0.131934515
c1orf95,0.422552545,0.098881339
taf4a(2of5),0.42259974,0.125988768
sept5(1of2),0.422644963,0.176588407
atraid,0.422726525,0.133464396
ndufv3,0.423083035,-0.089950342
c16orf13(2of2),0.423132896,0.150253024
lig3,0.423218073,-0.103959856
dpm2,0.423294602,0.095586418
LOC107393841,0.423316421,-0.226139905
htra2,0.42339479,-0.115271411
dcaf8,0.423458558,0.085144374
sfxn4,0.423692204,-0.1028853
scn1b(2of3),0.423717355,-0.231732153
mob4,0.423871489,0.093862213
stxbp1(2of3),0.423874702,0.253973595
zmat2,0.42387716,0.13817366
clptm1l(2of2),0.424042557,0.137737722
rfk,0.424057569,0.145057589
mrs2,0.424310817,-0.085853194
fgf12(2of2),0.424873925,-0.119457472
guca1b(2of3),0.425011725,-0.193472717
myadm(1of4),0.425041778,-0.275396002
clic2,0.42527044,0.14014305
esr1,0.425280591,-0.105694055
tbl1x,0.425282819,-0.088866195
pigx,0.42564169,0.10157368
gria1(1of2),0.42581866,-0.150685781
ssbp3(3of3),0.425833097,0.086942155
nkx2-2(2of2),0.426229644,-0.125891661
gns(2of2),0.426461065,-0.109684292
slc8a3(2of2),0.426504333,-0.106278318
LOC107374695,0.426595525,-0.288455554
myo1c(1of2),0.426734018,0.09241753
LOC107395943,0.426856675,-0.203047773
amotl2(1of2),0.426859647,0.114678292
kcnh4(1of2),0.426947646,-0.127564096
fnbp1(2of3),0.427132337,-0.169009776
LOC107372489,0.427132835,-0.178701413
phactr3(1of2),0.427194219,-0.124972795
gin1(10of10),0.427318633,-0.18094781
itgb1(2of3),0.427460864,-0.09754793
tars(3of3),0.427460893,-0.084953133
tmem260,0.427985215,0.131128382
LOC107384646,0.428075273,-0.208007534
fbxo45,0.428101095,0.1812555
plcxd1(2of5),0.428198814,-0.200060906
zfp37(3of3),0.428268516,-0.093196027
capsl,0.42850532,0.15558432
gtf2f2(1of2),0.428521238,0.08339587
mapkapk3(1of2),0.428561581,-0.187009038
zc3h12c(1of2),0.42883544,-0.248368577
snx18(2of2),0.428865165,0.175110542
trappc9(2of2),0.42891246,-0.105988881
ptcd3,0.428924575,0.10413628
tbc1d31,0.428949592,-0.128301704
nr1h3,0.429094434,-0.088991572
zc2hc1a,0.429433555,0.08385325
armc1(1of3),0.429512473,-0.122192362
znf569(7of12),0.429535913,-0.093597019
foxn3(1of2),0.429627065,-0.106637042
stk35(2of2),0.42968191,-0.091464163
arid5a(1of2),0.429739273,-0.211263019
traf2(3of3),0.429755631,0.100218495
vapb(1of2),0.429848909,-0.103507318
c12orf75,0.430076918,0.085459565
gkap1,0.430299624,0.084136452
arfip2(2of2),0.430500968,0.097512007
gaa(1of2),0.43058984,-0.097233485
reps1,0.430617632,-0.090601532
actr5,0.430626521,-0.131345885
them6(1of2),0.430645149,-0.195602807
c4orf32,0.430661382,0.098796325
ceacam20,0.430840361,0.092388872
ndor1,0.430938818,-0.089447185
pi4kb(2of2),0.431129535,-0.092639521
porcn(2of2),0.431225963,-0.145096985
zbtb1,0.431810281,0.101445349
hdac9,0.431912668,-0.117926777
zdhhc17,0.431959673,-0.094278197
nelfb(1of2),0.432025796,-0.226850131
inpp5j(1of3),0.432031312,0.146101957
mtr(3of3),0.432147868,-0.094817192
epb41(2of2),0.432210085,0.114756834
tapt1(1of2),0.432269762,-0.099064997
fancc,0.432338467,-0.172358229
rpp25l(1of2),0.432389148,0.090516602
loxl2(1of4),0.432459073,0.105764821
gsk3a(2of2),0.432468858,-0.093026171
ap1g1(1of2),0.432615971,-0.219297084
znhit3,0.432636974,0.097363029
casr(13of74),0.432709304,-0.261920498
phox2a,0.432726405,0.132030555
arhgdia(2of3),0.432910606,-0.180312624
kif3c(1of2),0.432949413,-0.242979239
whsc1l1,0.432988242,-0.082395441
LOC107382709,0.433020473,0.166567349
wbp1(3of3),0.43308955,-0.088354261
sdf2(1of2),0.433242335,-0.083710847
LOC107378013,0.433246376,0.176576448
nme4,0.433250199,-0.256700739
kdelr2(3of3),0.433269655,-0.089424619
eif3l,0.433318555,0.086838618
stat5b(2of4),0.433434806,-0.089074865
grhpr(3of3),0.433453322,0.084874791
fign(1of3),0.433456984,0.082450955
pum2,0.433814903,-0.08719463
rell2,0.433935812,0.109269178
mitf(5of5),0.434004222,-0.082763724
metap2(1of2),0.434388899,0.084272522
peli1(1of3),0.434419522,-0.150771379
ctu2,0.434430616,0.082204993
kank1(2of3),0.434770873,-0.100328393
LOC107379555,0.434910774,0.127193797
ptpn21,0.434948676,-0.085316834
srpr,0.435057712,0.107302613
prosc,0.435094087,0.192859202
znf235(71of148),0.43510131,-0.099255209
mtbp,0.435127677,-0.088898263
bace1,0.435308013,-0.117492172
kif21a(2of3),0.435341764,-0.134955801
map7d2(2of3),0.435459121,-0.13621214
lnx2(1of2),0.435493766,0.117839521
dok1(2of2),0.435559033,0.13511636
znf146(7of7),0.43562214,-0.162496807
lrrn4(1of2),0.435787509,0.12065871
abca1(1of5),0.435933002,-0.082716193
nxph1(4of4),0.435988432,-0.127715352
actr6,0.436363785,0.10998065
pgap2(1of2),0.436397292,0.098685872
prrt2(4of4),0.436549703,0.10251324
srsf4(2of2),0.436684806,0.08235693
tro(2of2),0.436700225,0.176333566
sepp1(2of2),0.436908423,0.158722852
sharpin,0.436982797,-0.10813018
znf235(141of148),0.437037796,-0.086095531
sbf1,0.437088011,-0.087803343
mbtps2,0.43715677,-0.172832046
